,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharge,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Gender_Female,Gender_Male,Gender_Nonbinary,InternetService_DSL,InternetService_FiberOptic,InternetService_None,Contract_Month-to-month,Contract_Oneyear,Contract_TwoYear
175,3,66,24702.68,1,11.2369761,11,3,2,1,0,0,1,0,0,0,1,1,1,0,0,162.471255,1357.062854,0,1,0,1,0,0,0,1,0,1,0,0
176,1,58,87535.71,0,8.54892416,15,0,1,0,1,0,1,0,1,0,0,0,1,0,0,119.95684,1456.887443,0,1,0,0,1,0,1,0,0,0,0,1
177,6,51,63166.87,1,6.094109902,11,2,0,0,0,0,1,0,0,0,0,0,1,1,0,207.609354,937.5863866,1,0,0,1,0,0,0,1,0,0,1,0
178,4,34,11856.81,0,13.9077275,14,1,0,0,0,0,1,1,0,1,1,1,0,1,1,194.999168,830.1193011,0,0,1,1,0,0,0,0,1,0,1,0
179,0,87,27326.79,0,7.905333122,14,1,0,0,1,0,1,0,1,1,1,0,1,0,1,174.975543,737.8564608,1,0,0,0,0,1,0,1,0,0,0,1
180,1,67,12779.23,1,12.53830949,9,2,1,0,1,0,1,1,0,0,0,0,1,1,0,240.114868,1781.854862,1,0,0,1,0,0,0,1,0,1,0,0
181,4,59,25519.91,1,12.8219418,12,1,1,0,0,1,1,1,0,0,0,0,1,1,1,240.114868,2464.577489,0,0,1,0,0,1,0,1,0,1,0,0
182,7,23,46871.21,0,8.941553742,10,0,0,0,1,0,1,0,0,1,1,1,0,0,1,139.983006,2392.203409,0,0,1,0,1,0,1,0,0,0,1,0
183,0,42,77383.72,1,10.51043963,12,0,0,0,1,0,1,1,0,0,0,0,1,1,1,240.114868,1664.19271,0,1,0,0,1,0,0,1,0,1,0,0
184,1,24,47395.3,1,11.86384439,11,3,0,0,1,0,1,1,1,1,1,1,0,1,1,209.993134,1433.616898,0,1,0,1,0,0,1,0,0,0,0,1
185,2,81,90977.74,0,10.76051016,10,3,0,0,1,1,1,1,0,1,0,0,0,0,0,147.456419,823.4933243,0,0,1,1,0,0,1,0,0,0,0,1
187,1,51,47726.25,1,8.174495258,8,5,0,0,0,1,1,0,1,1,1,0,0,1,1,152.502178,590.7765801,1,0,0,1,0,0,0,0,1,1,0,0
188,1,70,51721.64,0,10.05388383,12,2,0,0,1,0,1,0,0,0,0,0,0,0,0,79.978861,418.6206885,0,1,0,1,0,0,0,0,1,0,1,0
189,0,87,41531.03,0,7.045552801,13,2,0,0,1,1,1,0,1,0,1,0,0,1,1,142.482694,1181.991846,0,0,1,1,0,0,1,0,0,0,0,1
190,0,46,33504.8,0,8.957297136,14,1,0,0,0,0,1,0,0,0,0,0,1,0,1,117.439154,733.4036934,0,0,1,1,0,0,1,0,0,0,1,0
192,4,44,11518.58,1,13.41209586,11,3,0,1,0,0,1,0,1,1,0,0,0,1,1,152.455519,1205.956363,0,1,0,0,1,0,1,0,0,0,0,1
193,0,33,31065.17,0,14.89835355,9,2,1,0,0,0,1,0,1,1,0,1,1,0,0,174.961766,1261.032763,0,0,1,1,0,0,0,1,0,1,0,0
194,0,19,32097.17,1,13.62135046,14,1,1,0,1,0,1,1,0,1,0,0,0,1,1,202.443347,741.7766988,0,1,0,1,0,0,0,1,0,1,0,0
195,1,31,23424.88,1,14.95912113,12,2,1,0,1,0,1,0,1,0,0,0,1,1,0,210.12704,932.6084359,0,1,0,0,1,0,0,1,0,0,0,1
196,1,34,35988.24,0,11.741245,9,0,0,0,0,1,1,0,1,1,0,0,0,1,0,139.979239,1708.614019,0,0,1,1,0,0,0,0,1,0,1,0
197,4,43,35539.7,0,7.765121655,11,0,1,0,1,1,1,0,0,0,1,0,0,1,0,139.965008,1363.58603,0,0,1,0,1,0,1,0,0,0,0,1
198,1,82,27959.34,0,7.130431693,5,1,0,0,0,1,1,0,0,0,0,0,1,0,1,137.439154,472.1057019,0,1,0,0,1,0,0,1,0,1,0,0
199,6,36,52232.97,0,8.359515606,13,1,0,0,0,0,1,0,0,1,0,0,0,0,0,102.474625,558.2340556,1,0,0,1,0,0,0,0,1,1,0,0
200,1,48,18198.59,1,9.42799205,17,3,0,0,1,1,1,1,0,0,1,0,1,1,1,252.637807,815.194738,0,1,0,0,1,0,0,1,0,1,0,0
201,0,52,16851.94,1,10.95510131,11,0,1,0,1,1,1,1,0,1,1,1,0,1,1,194.999168,2007.303617,1,0,0,0,1,0,0,0,1,1,0,0
202,1,35,16440.05,1,10.8621377,16,1,0,0,1,0,1,1,0,1,0,0,1,1,0,242.610632,2088.48083,0,1,0,0,0,1,1,0,0,1,0,0
203,3,83,44223.58,0,7.352533505,15,2,0,0,1,0,1,0,0,1,0,0,1,0,0,127.458638,1430.761492,0,1,0,1,0,0,0,0,1,1,0,0
204,0,20,33343.73,0,11.38860234,14,1,0,0,0,1,1,0,1,1,0,0,1,0,1,129.976324,822.3008694,0,1,0,0,1,0,0,0,1,0,0,1
205,0,25,30664.56,1,9.580144161,13,4,0,0,0,0,1,1,0,0,0,0,1,1,0,240.114868,2059.200998,0,1,0,1,0,0,0,1,0,0,1,0
206,0,88,31934.04,0,10.79191234,18,1,0,0,0,0,1,0,1,1,1,0,1,0,1,174.975543,617.542543,0,1,0,0,1,0,0,1,0,1,0,0
207,1,54,26676.4,0,9.982341124,8,0,0,0,1,0,1,1,0,0,0,0,1,0,0,169.944668,758.4775985,0,1,0,1,0,0,0,1,0,0,1,0
208,1,46,67211.95,1,6.511921085,12,0,1,0,1,1,1,1,1,0,1,0,0,1,0,162.511928,894.6733856,0,1,0,0,1,0,0,0,1,1,0,0
209,2,75,31136.77,0,10.70500472,14,1,0,0,1,0,1,0,1,0,0,0,1,0,1,119.95684,1639.898269,0,1,0,1,0,0,1,0,0,1,0,0
210,5,66,40660.84,0,11.58410296,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,137.439154,710.7541633,0,0,1,0,1,0,0,1,0,1,0,0
211,0,51,10606.59,0,8.01651453,12,1,1,1,1,0,1,1,1,1,0,1,1,0,0,207.46728,1092.226042,0,1,0,1,0,0,0,1,0,0,0,1
212,3,81,92447.71,0,15.12148226,12,0,0,0,0,0,1,1,1,1,0,0,0,0,1,149.974105,757.0097075,1,0,0,1,0,0,1,0,0,0,1,0
213,0,75,13612.16,0,12.63643487,18,0,0,0,0,0,1,0,1,1,1,1,1,1,1,225.178625,2301.850721,0,1,0,0,1,0,0,0,1,1,0,0
214,3,54,13765.39,1,16.68178185,8,2,0,0,1,0,0,1,0,0,1,0,1,1,1,232.637807,2401.406545,0,0,1,1,0,0,1,0,0,1,0,0
215,2,73,53019.98,0,11.08409914,10,2,1,0,1,1,1,0,0,0,0,1,1,0,0,117.472036,1535.788894,1,0,0,0,1,0,0,0,1,1,0,0
216,0,53,42523.02,0,12.99948061,12,1,1,0,1,0,1,1,0,0,0,1,0,0,1,137.469817,1536.589816,0,0,1,0,1,0,1,0,0,1,0,0
218,5,41,19097.94,0,7.369412654,13,0,1,0,1,1,1,1,0,0,0,0,0,0,0,124.960655,2409.195918,0,0,1,1,0,0,1,0,0,0,0,1
219,1,59,11301.4,0,9.84688181,11,0,0,1,1,1,1,1,1,1,1,1,1,0,0,199.990219,1342.862457,0,0,1,1,0,0,1,0,0,0,1,0
221,1,32,22533.05,1,13.53989069,13,1,1,0,0,0,0,0,1,1,1,0,1,1,0,245.145743,1204.479468,1,0,0,1,0,0,0,1,0,0,1,0
222,3,51,19974.4,1,5.458806701,10,2,0,0,1,0,1,1,1,0,1,0,1,1,0,255.155493,1616.908193,1,0,0,1,0,0,0,1,0,1,0,0
223,1,46,45146.99,0,12.0772854,11,1,1,0,1,1,1,0,0,1,0,0,0,0,0,134.950905,345.0099528,1,0,0,1,0,0,0,1,0,0,0,1
224,3,37,10330.1,1,6.918984305,9,1,0,0,1,1,1,1,0,0,0,0,0,1,0,159.947583,1427.088655,1,0,0,0,1,0,1,0,0,1,0,0
225,0,53,15281.28,0,14.84155042,8,3,0,0,0,0,1,1,1,0,0,1,0,0,1,139.987503,1452.334634,0,1,0,0,1,0,1,0,0,1,0,0
226,1,62,11217.96,1,12.66717474,15,2,0,0,0,1,1,1,0,0,0,0,0,1,0,179.947583,795.4957358,0,0,1,0,1,0,0,1,0,1,0,0
227,1,57,17516.0,0,11.43786808,13,0,1,0,0,1,0,0,0,1,1,0,0,0,1,127.473844,1333.894229,0,1,0,1,0,0,1,0,0,1,0,0
228,2,80,20566.64,1,6.915228797,10,1,0,0,1,0,1,1,0,0,1,0,1,1,0,232.637807,1402.20491,0,1,0,1,0,0,1,0,0,0,1,0
229,1,43,36128.68,1,11.30215199,12,1,1,0,1,1,1,1,1,1,1,1,0,0,1,195.006206,1447.196935,0,0,1,0,1,0,0,1,0,1,0,0
230,1,35,52129.84,1,9.513085538,10,1,0,1,1,1,1,1,0,1,1,1,1,1,1,267.642733,1662.510936,0,1,0,0,1,0,1,0,0,1,0,0
231,1,63,25985.06,0,9.497106973,11,1,0,0,0,1,1,0,1,0,0,0,0,1,0,149.959755,1707.641161,0,1,0,1,0,0,0,1,0,0,0,1
232,1,63,10909.79,1,12.21852573,15,2,0,0,1,0,1,1,0,0,0,0,1,1,1,220.114868,2181.752793,0,0,1,1,0,0,1,0,0,0,0,1
233,1,27,41151.14,0,8.272244827,11,3,0,0,0,0,1,1,0,0,1,0,0,0,0,157.483594,1575.683555,1,0,0,1,0,0,0,1,0,1,0,0
234,4,19,64063.23,0,10.24857935,14,3,0,0,1,0,1,0,0,0,0,1,0,1,0,127.474951,1029.489242,1,0,0,1,0,0,0,0,1,0,0,1
235,1,40,20414.07,0,6.743431946,12,1,1,1,0,0,1,0,0,1,1,0,1,0,1,139.981577,2370.184448,0,0,1,1,0,0,0,0,1,0,0,1
236,0,42,41412.1,1,12.4703522,8,1,0,0,0,0,1,1,0,1,1,0,1,1,1,255.133571,3309.919373,0,1,0,0,1,0,1,0,0,1,0,0
237,0,40,99195.08,1,7.913676085,16,1,0,0,0,0,1,1,0,1,1,0,0,1,1,194.966286,1623.273925,1,0,0,1,0,0,1,0,0,0,1,0
238,0,72,18408.94,0,9.362849722,12,2,0,1,1,0,1,1,0,1,0,1,0,0,1,179.965581,1146.199921,0,1,0,1,0,0,0,1,0,1,0,0
239,3,61,15930.45,1,17.41324465,10,0,1,1,1,1,0,1,0,0,1,1,1,0,1,174.976769,2229.268031,0,0,1,0,1,0,1,0,0,1,0,0
240,0,71,25611.29,0,13.43700846,11,0,0,0,0,0,1,0,0,0,0,0,1,1,0,187.609354,2512.36494,1,0,0,0,1,0,1,0,0,1,0,0
241,4,68,9428.86,0,11.95206054,7,0,1,0,0,1,1,0,0,1,0,0,0,1,1,169.937833,1297.388488,0,1,0,1,0,0,0,1,0,1,0,0
242,1,88,3810.16,0,4.550449856,17,2,1,0,1,0,1,1,1,0,0,0,0,0,0,115.002061,283.39178,1,0,0,1,0,0,0,0,1,1,0,0
244,1,63,51992.79,1,10.2863601,10,1,1,0,0,0,1,0,0,0,0,0,1,1,1,207.609354,849.1972541,0,0,1,1,0,0,0,1,0,1,0,0
245,0,53,79993.43,0,11.17709222,12,0,2,0,1,0,1,1,0,1,1,0,0,0,0,147.503078,2131.359827,1,0,0,1,0,0,0,0,1,1,0,0
246,0,41,37706.85,0,14.12145884,14,0,0,1,1,0,1,0,0,0,0,1,1,1,1,200.118516,1464.035068,1,0,0,0,1,0,1,0,0,0,0,1
247,2,63,22466.53,0,7.799780591,13,1,0,0,0,0,1,1,1,1,0,0,0,0,1,137.497825,1381.538548,0,1,0,0,1,0,0,0,1,0,1,0
248,4,56,16608.27,0,7.122072827,14,0,0,0,0,0,1,1,0,1,0,0,0,0,0,134.980139,1248.626874,0,1,0,1,0,0,0,0,1,0,0,1
249,2,27,25146.14,0,9.329902365,6,0,0,1,0,1,1,0,0,0,0,0,0,1,0,147.442069,558.3751762,1,0,0,0,1,0,0,1,0,0,1,0
250,2,47,58882.35,0,7.509389052,18,0,0,0,0,0,1,1,1,0,1,1,1,0,0,197.494455,676.2178659,0,1,0,0,1,0,0,1,0,0,1,0
251,4,42,31809.46,0,15.06990851,14,2,0,0,0,0,1,1,1,1,1,1,0,0,1,162.529926,1641.938696,0,1,0,1,0,0,0,0,1,0,1,0
252,0,72,27235.54,1,9.321265424,14,0,0,0,0,0,1,0,0,1,1,0,1,1,0,210.151777,1811.964373,1,0,0,1,0,0,0,0,1,1,0,0
253,3,58,70476.82,1,3.564651961,9,2,0,0,0,0,1,1,0,1,0,1,0,0,0,159.965581,1066.632555,0,0,1,0,1,0,1,0,0,1,0,0
254,0,33,49396.09,1,7.779622319,12,3,0,0,0,0,0,0,1,0,1,0,1,1,1,190.173699,1514.131966,0,0,1,0,1,0,0,0,1,1,0,0
255,6,87,35060.94,1,10.74985413,8,0,1,0,0,0,1,0,1,0,1,0,1,1,0,202.649979,1189.549671,0,1,0,1,0,0,1,0,0,0,0,1
256,0,34,66055.53,0,7.738373361,11,2,0,0,1,0,1,0,0,1,0,0,0,0,1,134.950905,1114.020282,1,0,0,1,0,0,0,1,0,1,0,0
257,7,76,91335.76,0,12.01267388,11,1,0,0,0,0,1,0,1,1,1,1,0,0,1,142.500692,1078.291303,0,0,1,0,1,0,1,0,0,0,1,0
259,0,47,75042.1,1,3.11231175,12,1,1,0,1,1,1,1,0,0,0,1,1,1,1,232.62403,1489.077486,1,0,0,1,0,0,1,0,0,0,0,1
260,7,84,91001.1,1,8.284591121,8,1,0,0,1,0,1,0,0,1,1,0,1,1,1,242.628057,1649.312808,1,0,0,0,1,0,0,1,0,1,0,0
261,4,19,44426.28,1,6.269792565,20,0,0,0,1,1,0,1,0,1,0,0,0,1,1,202.443347,905.1959227,0,0,1,0,1,0,0,1,0,1,0,0
262,0,87,63284.16,0,9.803905459,16,1,1,0,0,0,1,1,0,0,0,1,0,0,1,124.993537,684.6318529,1,0,0,1,0,0,0,0,1,0,0,1
263,3,75,14039.21,0,8.571019738,5,1,0,0,0,0,1,1,0,0,1,1,1,0,0,174.976769,1662.533055,0,1,0,0,1,0,1,0,0,0,0,1
264,0,37,12453.24,1,10.00344746,14,0,1,0,1,0,0,0,1,1,1,0,1,1,1,225.145743,2436.57146,1,0,0,0,1,0,1,0,0,1,0,0
265,1,52,15934.12,1,4.255224068,12,0,1,0,0,0,1,1,0,1,1,0,1,1,0,275.133571,2677.74041,1,0,0,1,0,0,0,1,0,0,1,0
266,0,24,48314.4,1,11.2714618,14,1,0,0,1,1,1,1,0,1,1,1,1,1,0,287.642733,1779.309609,0,0,1,0,1,0,0,1,0,1,0,0
267,4,83,5511.77,1,8.477982632,19,0,0,0,1,0,1,0,1,0,0,0,1,1,0,177.65076,1494.716409,0,0,1,0,1,0,0,0,1,1,0,0
268,3,19,10701.11,1,9.753145376,19,0,1,0,0,0,0,1,0,0,0,0,1,1,0,220.114868,1740.72604,0,0,1,1,0,0,1,0,0,1,0,0
269,1,78,10767.15,1,14.57387887,13,0,0,0,1,0,1,1,1,1,1,1,0,1,1,197.516854,704.7552669,0,0,1,0,1,0,0,0,1,0,1,0
270,4,61,13493.63,0,13.13441554,15,1,1,0,1,0,1,1,1,0,0,1,0,1,0,194.974431,558.4710883,0,1,0,1,0,0,0,1,0,0,1,0
271,0,38,25071.58,1,11.62771397,15,0,0,0,0,0,1,0,0,0,0,0,1,1,1,175.133074,1282.279049,1,0,0,0,1,0,0,0,1,1,0,0
272,0,79,368.5,1,6.114030983,11,0,1,0,1,0,1,1,1,0,0,0,0,0,0,147.478341,287.8189836,0,1,0,0,1,0,0,1,0,1,0,0
273,0,49,27976.63,0,12.76603868,8,2,1,0,0,1,1,1,0,1,0,0,0,0,1,134.980139,1129.529441,0,1,0,1,0,0,0,0,1,0,0,1
274,0,41,56154.5,0,6.348897952,10,3,0,0,1,0,1,1,0,0,1,0,0,0,0,157.483594,394.0148722,0,0,1,1,0,0,0,1,0,0,1,0
275,0,75,62145.59,0,16.10939031,9,2,1,0,1,0,1,1,1,0,0,1,1,1,1,255.141716,1302.230824,0,0,1,1,0,0,0,1,0,0,1,0
276,1,60,6517.94,0,7.151598137,13,0,0,0,1,1,1,0,0,0,0,0,1,0,1,137.439154,970.4682919,1,0,0,1,0,0,0,1,0,0,0,1
277,1,70,19090.03,0,4.575363954,13,0,0,0,1,0,1,0,1,0,1,1,1,1,1,235.159141,2522.88913,0,1,0,0,1,0,0,1,0,1,0,0
278,0,23,13194.33,1,13.42263904,9,0,0,0,1,0,1,0,0,1,0,1,0,0,1,147.460067,682.9871863,0,1,0,0,1,0,0,1,0,1,0,0
279,2,84,63963.36,1,3.559550725,8,1,0,1,0,0,1,1,0,0,1,0,1,1,0,232.637807,1537.109931,0,1,0,1,0,0,1,0,0,1,0,0
280,1,63,34447.89,1,5.971214226,13,3,0,0,1,0,1,0,0,0,0,0,1,0,1,137.439154,1961.923965,0,1,0,0,1,0,0,1,0,0,1,0
281,2,88,36315.29,0,7.287197615,16,3,0,0,0,1,1,0,0,0,0,1,1,0,1,129.948316,676.1747964,0,1,0,1,0,0,1,0,0,1,0,0
282,0,44,5009.07,1,11.30031859,18,3,0,0,0,0,1,1,1,0,0,0,1,1,1,242.632554,929.2607767,0,1,0,1,0,0,0,1,0,1,0,0
283,1,49,14202.72,1,10.26519974,17,0,0,1,0,0,1,0,0,0,0,0,1,1,0,187.609354,1849.484087,0,1,0,1,0,0,1,0,0,1,0,0
285,1,69,36453.31,0,10.96553586,8,1,0,0,0,0,1,1,0,0,0,1,0,1,1,159.980465,1898.877878,1,0,0,0,0,1,0,0,1,0,1,0
286,2,60,11250.71,1,10.93514898,16,1,1,0,0,0,1,1,0,0,0,0,0,1,0,159.947583,992.3501481,0,1,0,1,0,0,1,0,0,1,0,0
287,0,57,65951.35,0,2.98020454,11,0,0,1,0,0,1,0,0,0,1,1,0,0,1,137.487242,994.6354785,0,1,0,1,0,0,0,1,0,1,0,0
289,0,26,41879.1,0,12.29165611,11,0,1,0,1,0,1,0,0,0,0,0,1,0,0,117.439154,1775.838153,0,1,0,0,1,0,1,0,0,1,0,0
290,0,85,17080.57,1,10.32744663,10,0,1,0,0,1,1,1,1,1,1,1,0,1,1,209.993134,1297.050577,0,0,1,1,0,0,1,0,0,0,0,1
291,2,82,68122.23,0,9.22949351,18,0,0,0,0,0,1,1,1,1,0,0,0,0,1,169.974105,1746.405243,1,0,0,1,0,0,0,1,0,0,1,0
292,2,40,39468.79,0,10.02758972,11,1,1,0,0,0,1,1,1,1,0,1,0,1,1,197.470195,1698.465833,1,0,0,1,0,0,1,0,0,0,0,1
294,1,71,84301.44,1,10.97274944,10,0,1,0,0,1,1,1,0,1,1,1,0,1,1,207.475448,1886.153328,1,0,0,0,1,0,1,0,0,1,0,0
295,2,48,42469.81,0,11.87042081,14,1,0,0,0,0,1,1,1,0,1,0,0,0,1,160.00128,958.6989908,0,0,1,0,0,1,0,1,0,1,0,0
296,0,24,75458.79,0,9.531063533,10,1,0,0,1,0,1,1,1,0,0,0,0,0,1,147.478341,1446.203986,1,0,0,1,0,0,0,1,0,0,0,1
297,3,79,60345.9,0,8.798065013,11,1,0,0,1,0,1,0,0,0,1,0,0,1,1,127.488728,774.6125757,0,0,1,0,1,0,0,0,1,0,0,1
298,4,82,76066.77,0,15.27146446,12,2,1,0,0,0,1,0,0,1,1,0,1,0,0,139.981577,1939.811149,1,0,0,0,1,0,0,0,1,1,0,0
299,2,68,42755.27,1,7.014445177,8,0,1,1,0,1,1,0,0,0,1,0,1,1,1,220.132293,1165.564309,0,0,1,1,0,0,0,1,0,1,0,0
300,5,77,76874.25,0,10.62019312,10,0,0,0,1,0,1,1,0,1,0,1,0,1,0,214.952509,750.8768234,0,1,0,0,0,1,0,1,0,0,1,0
301,1,19,41075.64,0,10.04585562,14,1,1,1,0,0,1,0,0,0,1,1,0,1,0,139.99789,1292.3206,0,0,1,1,0,0,0,0,1,0,1,0
302,1,80,63095.62,1,10.88047174,15,1,2,1,0,0,0,1,1,1,1,1,1,1,0,270.160419,2335.130986,0,1,0,0,1,0,1,0,0,1,0,0
303,4,31,82131.87,1,9.975481565,13,1,0,0,1,0,1,1,0,1,0,0,0,1,1,202.443347,769.8534863,0,1,0,1,0,0,0,1,0,0,0,1
304,2,62,28502.33,0,7.248946018,10,1,2,0,0,0,1,0,0,0,1,1,0,1,1,172.47417,1729.837284,1,0,0,0,1,0,0,1,0,1,0,0
305,4,80,9450.84,1,9.53003591,16,1,1,0,0,1,1,1,0,0,0,0,1,0,1,137.468388,649.3891796,0,1,0,0,1,0,0,0,1,1,0,0
306,1,36,44977.06,0,6.592317798,16,3,0,0,1,0,1,0,0,0,0,0,1,0,0,104.962874,823.0046464,1,0,0,0,1,0,0,0,1,0,0,1
307,0,72,13583.35,0,8.124261532,12,3,0,0,1,0,1,0,0,1,1,1,0,1,0,174.969934,1107.882056,1,0,0,0,1,0,1,0,0,0,0,1
308,0,50,42093.64,0,11.44655577,11,1,0,0,1,0,0,0,0,0,1,1,0,1,1,139.99789,683.8622599,1,0,0,0,1,0,0,0,1,0,1,0
309,3,31,55398.87,0,10.1755818,17,2,0,0,0,1,1,0,1,0,1,1,1,0,1,144.988941,1301.49424,0,0,1,0,1,0,1,0,0,0,0,1
310,0,22,22362.59,0,13.7362126,15,0,2,0,1,0,1,0,0,1,1,0,0,0,1,114.997564,1079.012505,1,0,0,1,0,0,0,0,1,0,1,0
311,0,50,40271.47,1,13.93422217,11,1,0,1,1,0,1,1,1,1,0,0,0,1,1,172.484753,1283.463995,0,1,0,0,1,0,0,0,1,1,0,0
312,0,28,56178.63,0,3.405050602,11,2,0,0,1,0,1,0,0,0,1,0,0,0,0,124.97808,987.653655,1,0,0,0,1,0,0,1,0,1,0,0
313,0,63,21053.35,0,10.69284712,8,2,1,0,0,1,1,0,1,0,1,1,0,1,1,174.991856,1088.263081,1,0,0,0,1,0,0,1,0,1,0,0
314,1,73,75866.75,0,10.11985468,11,0,0,0,1,0,1,0,0,0,0,1,0,0,0,92.488023,583.0259559,1,0,0,1,0,0,0,0,1,1,0,0
315,3,72,74061.48,0,5.863179258,16,0,0,0,1,0,1,0,0,0,1,0,0,1,0,139.965008,1778.733282,1,0,0,0,1,0,1,0,0,1,0,0
316,7,23,35102.93,1,13.357551,8,0,0,0,0,1,1,1,0,0,1,0,0,1,0,192.470522,900.4043765,0,0,1,0,1,0,0,1,0,1,0,0
317,1,49,26391.1,1,14.04061351,10,1,0,0,0,1,1,0,0,0,0,1,1,1,0,220.118516,1693.576099,0,0,1,0,1,0,0,1,0,0,1,0
318,1,82,29982.49,1,4.586902043,14,0,0,1,1,1,1,0,1,1,0,0,1,1,1,232.622804,1143.826239,1,0,0,1,0,0,0,1,0,1,0,0
319,1,72,51154.34,0,11.03563726,9,1,0,0,1,0,1,1,1,0,0,0,1,1,0,210.156274,886.340074,0,1,0,1,0,0,0,0,1,0,1,0
320,1,45,37583.97,0,11.32768159,11,1,1,0,0,0,1,0,1,0,0,0,0,0,1,114.972827,373.2772664,0,0,1,1,0,0,0,1,0,0,1,0
321,1,73,28654.87,0,5.307097721,13,1,0,0,0,1,1,0,1,1,0,1,0,0,0,149.977753,1245.328696,1,0,0,1,0,0,0,1,0,1,0,0
323,4,71,11591.09,0,11.05733159,11,1,0,0,0,0,1,0,1,0,1,0,1,0,1,132.479779,1354.401018,0,0,1,0,1,0,1,0,0,1,0,0
324,4,67,70174.11,1,8.702618087,11,0,0,0,0,0,1,0,1,0,0,0,1,1,1,190.12704,1971.429689,0,0,1,1,0,0,1,0,0,1,0,0
325,1,43,8495.04,0,7.045651851,11,1,2,1,1,0,1,0,0,0,0,1,0,0,1,92.488023,623.7865683,0,0,1,0,1,0,0,0,1,0,0,1
326,5,27,17191.02,1,12.61411193,12,2,0,1,0,0,1,1,0,0,0,0,1,1,1,220.114868,3040.553763,0,0,1,1,0,0,1,0,0,0,1,0
327,2,39,24732.09,1,9.703658153,13,1,1,0,1,0,1,0,1,0,1,0,0,0,0,107.495766,864.7036995,0,0,1,0,1,0,1,0,0,1,0,0
328,0,52,27282.21,0,8.220453321,13,0,1,0,1,0,1,1,0,1,0,0,0,1,0,169.967067,2042.113893,0,1,0,1,0,0,0,0,1,0,0,1
330,0,48,87568.16,1,11.11756812,12,0,0,0,1,0,1,0,0,0,1,0,1,1,1,200.132293,1755.645123,0,0,1,1,0,0,1,0,0,1,0,0
331,0,22,69327.78,1,13.07119875,10,2,1,0,0,1,1,1,0,1,0,0,1,1,0,262.610632,1758.735654,0,1,0,0,1,0,0,1,0,1,0,0
332,1,69,5194.22,1,12.10865222,13,2,0,1,1,0,1,1,1,0,0,1,1,0,0,152.495236,557.0118807,1,0,0,0,1,0,0,0,1,1,0,0
333,1,31,12951.51,0,9.681031902,15,1,0,0,0,0,1,0,1,0,0,1,1,1,0,202.636202,2205.334092,0,1,0,0,1,0,1,0,0,0,1,0
335,0,65,47288.09,0,7.535866122,11,0,0,1,0,0,1,0,0,1,1,1,0,0,0,159.983006,609.0598401,1,0,0,0,1,0,0,1,0,1,0,0
338,3,74,42386.84,0,12.2870805,9,0,0,0,1,0,1,0,0,0,1,0,0,0,0,104.97808,1220.452161,1,0,0,0,1,0,1,0,0,0,0,1
339,3,27,38864.57,1,10.66015784,10,1,0,0,0,1,1,1,1,1,0,0,0,1,1,204.961033,1771.472597,0,0,1,0,1,0,0,1,0,1,0,0
340,4,79,25215.22,1,7.044096971,13,2,0,0,1,0,1,0,1,1,1,0,1,1,0,245.145743,1201.484293,1,0,0,1,0,0,0,1,0,1,0,0
341,1,41,9302.3,0,12.14893118,14,1,0,0,0,1,1,0,1,0,1,0,0,0,1,95.019486,764.3017535,0,0,1,1,0,0,0,0,1,0,0,1
342,0,51,45225.74,0,12.71107869,14,2,0,1,1,1,1,0,0,1,0,0,0,1,0,169.937833,1022.415622,0,0,1,1,0,0,0,1,0,0,1,0
343,0,57,29976.15,1,9.759360165,14,0,0,0,1,1,1,1,0,1,1,1,0,1,0,207.475448,1284.442486,1,0,0,0,1,0,1,0,0,1,0,0
344,1,66,13155.79,0,2.816821044,13,0,1,0,0,1,0,0,0,1,0,1,0,0,1,114.983787,289.9240291,0,0,1,1,0,0,0,0,1,1,0,0
345,4,85,14980.5,1,9.617602049,9,4,0,0,1,0,1,1,0,0,1,0,1,1,1,232.637807,1718.600163,1,0,0,1,0,0,1,0,0,1,0,0
348,3,56,27978.78,1,13.97477268,10,3,0,0,1,0,0,1,1,0,0,1,1,0,0,152.495236,567.6177123,0,0,1,0,1,0,0,0,1,1,0,0
349,1,80,46622.3,1,11.19861363,10,0,0,0,1,0,1,0,0,1,0,0,0,0,1,134.950905,380.0501404,0,1,0,0,1,0,0,1,0,1,0,0
350,0,37,34419.26,1,10.18921185,12,1,0,0,1,0,1,0,0,0,1,0,1,1,1,200.132293,1436.408211,0,1,0,1,0,0,1,0,0,1,0,0
351,7,24,8507.97,0,9.518819692,11,3,0,0,1,0,1,1,1,1,0,1,0,1,1,197.470195,1852.503069,0,0,1,1,0,0,1,0,0,0,0,1
352,3,48,64420.19,0,11.01996949,15,3,2,0,0,0,1,1,0,0,0,1,0,1,1,192.456745,1312.008382,1,0,0,0,1,0,0,1,0,0,0,1
354,3,74,64446.9,1,11.17971961,13,2,0,0,1,0,1,0,0,1,1,1,1,1,0,222.660939,1854.793303,1,0,0,0,1,0,0,0,1,1,0,0
