,Zip Code,Age,Gender,Churn,Contract,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Month
578,95070,56,Female,No,Month-to-Month,Yes,16,94.65,2.0
579,94518,57,Female,No,Month-to-Month,No,15,58.95,11.0
581,91606,59,Male,No,Two Year,No,72,105.6,5.0
582,91792,21,Female,No,Two Year,No,13,19.55,21.0
584,95961,56,Male,No,One Year,No,18,20.05,21.0
586,95570,63,Female,No,One Year,No,64,113.35,19.0
587,92843,53,Female,Yes,One Year,Yes,34,64.4,4.0
588,95830,51,Male,No,Month-to-Month,No,5,75.15,4.0
590,96016,61,Male,No,Two Year,Yes,64,104.05,8.0
591,93256,68,Female,No,Two Year,Yes,26,85.7,4.0
592,95310,34,Female,Yes,Month-to-Month,No,5,53.85,22.0
593,92027,57,Female,No,Month-to-Month,Yes,2,20.05,21.0
596,95364,47,Male,No,Month-to-Month,No,17,65.75,5.0
597,90069,40,Female,Yes,Month-to-Month,Yes,9,79.55,23.0
599,95665,62,Female,Yes,Month-to-Month,Yes,5,85.4,17.0
601,94550,32,Male,No,Month-to-Month,Yes,56,86.4,13.0
603,95612,23,Female,Yes,Month-to-Month,No,2,19.5,21.0
604,95545,55,Male,No,Two Year,No,62,69.4,12.0
605,92104,72,Female,Yes,Month-to-Month,Yes,27,101.25,13.0
606,93210,57,Male,Yes,Month-to-Month,Yes,1,45.7,13.0
608,96013,47,Male,Yes,Month-to-Month,Yes,54,104.3,23.0
609,91932,34,Male,No,One Year,Yes,23,64.9,23.0
610,91732,53,Male,No,One Year,No,6,19.45,21.0
611,95675,46,Male,No,Two Year,Yes,8,44.55,4.0
612,90048,43,Female,Yes,Month-to-Month,Yes,11,99.5,26.0
613,90039,46,Male,No,One Year,Yes,61,96.5,2.0
615,90292,31,Male,No,Month-to-Month,Yes,56,105.35,24.0
616,95650,38,Male,No,One Year,No,38,20.1,21.0
617,96001,29,Male,No,Two Year,No,69,20.2,21.0
619,94565,74,Female,No,Two Year,Yes,70,113.0,14.0
620,90036,33,Female,No,Month-to-Month,No,7,29.8,19.0
621,95423,53,Male,No,Two Year,Yes,61,80.8,20.0
623,95133,37,Male,No,Two Year,Yes,61,69.9,4.0
625,90713,66,Male,Yes,Two Year,Yes,72,104.15,2.0
626,95969,35,Male,No,Month-to-Month,No,22,83.05,16.0
627,91361,55,Female,Yes,Month-to-Month,No,3,83.75,4.0
628,95018,70,Female,No,Two Year,No,60,89.45,19.0
629,92338,40,Female,Yes,Month-to-Month,No,3,75.25,25.0
630,95701,42,Male,No,Month-to-Month,No,1,19.55,21.0
632,96055,78,Male,No,Two Year,Yes,4,29.9,5.0
633,92227,22,Female,No,Month-to-Month,Yes,13,80.5,27.0
635,95548,74,Female,No,Two Year,Yes,63,89.6,16.0
636,96124,33,Female,No,One Year,Yes,36,76.35,8.0
637,96010,36,Female,No,One Year,Yes,54,100.05,20.0
638,93620,50,Female,No,Two Year,No,47,20.25,21.0
639,95245,40,Female,No,Two Year,No,41,20.65,21.0
640,95973,40,Female,No,Month-to-Month,No,13,53.45,27.0
641,92701,44,Female,Yes,Month-to-Month,Yes,35,100.25,17.0
642,95694,54,Male,Yes,Month-to-Month,Yes,10,80.7,3.0
644,95688,46,Male,No,Month-to-Month,Yes,44,92.95,25.0
646,93551,67,Male,Yes,Month-to-Month,Yes,58,98.7,5.0
647,93274,42,Male,No,One Year,No,52,30.1,14.0
649,93928,71,Male,Yes,Month-to-Month,Yes,20,73.65,24.0
650,94043,46,Male,Yes,Month-to-Month,No,13,98.15,15.0
653,91301,61,Female,No,One Year,No,13,19.65,21.0
658,94502,57,Female,No,Two Year,No,62,20.3,21.0
659,91711,45,Male,Yes,Month-to-Month,Yes,32,96.2,26.0
660,95325,37,Female,No,One Year,Yes,11,20.0,21.0
661,92276,23,Female,Yes,Month-to-Month,Yes,1,70.8,27.0
662,91367,31,Male,No,One Year,No,37,19.8,21.0
663,93205,38,Male,Yes,Month-to-Month,Yes,1,89.55,27.0
664,91016,28,Female,No,Month-to-Month,No,1,19.65,21.0
665,95073,57,Female,No,Two Year,No,69,24.25,21.0
666,91384,59,Female,No,Two Year,Yes,72,70.65,22.0
667,91207,46,Female,No,One Year,Yes,26,90.1,19.0
668,91301,34,Female,No,Month-to-Month,No,3,29.2,22.0
669,93940,61,Male,No,Two Year,Yes,62,39.0,4.0
670,92122,30,Male,Yes,Month-to-Month,Yes,69,99.45,26.0
671,95629,32,Male,No,One Year,No,26,50.35,19.0
673,93460,42,Female,No,One Year,Yes,33,51.45,9.0
674,95941,40,Female,No,Two Year,No,72,80.85,15.0
675,95257,50,Female,No,Month-to-Month,Yes,3,54.2,5.0
676,92883,31,Male,Yes,Month-to-Month,No,18,49.4,3.0
677,96048,78,Female,No,One Year,Yes,68,60.65,20.0
678,92029,59,Female,No,Month-to-Month,No,19,48.8,26.0
679,90029,72,Male,No,Two Year,Yes,7,45.75,17.0
680,92121,25,Male,Yes,Month-to-Month,Yes,1,20.1,21.0
682,93041,27,Female,Yes,Month-to-Month,No,7,20.0,21.0
683,92122,54,Male,Yes,Month-to-Month,No,5,96.5,8.0
684,92841,73,Female,No,Two Year,Yes,66,100.8,20.0
685,95227,47,Male,No,One Year,No,7,19.45,21.0
686,90260,46,Male,No,Month-to-Month,No,1,19.05,21.0
687,92071,66,Male,No,Two Year,Yes,8,69.7,5.0
688,95220,47,Female,No,One Year,Yes,62,106.05,23.0
689,94508,63,Female,No,Month-to-Month,No,56,90.55,20.0
690,91733,38,Female,No,One Year,Yes,41,24.85,21.0
693,92101,63,Female,No,One Year,Yes,38,89.1,18.0
697,91504,79,Male,No,Month-to-Month,Yes,30,101.5,24.0
698,92129,27,Male,Yes,Month-to-Month,No,1,19.55,21.0
699,96125,51,Female,Yes,Month-to-Month,Yes,1,70.85,23.0
701,92267,77,Female,No,Month-to-Month,Yes,63,103.5,2.0
703,95595,43,Male,No,Month-to-Month,No,19,20.6,21.0
704,93711,59,Female,Yes,One Year,No,12,19.8,21.0
706,95426,37,Female,No,One Year,Yes,25,54.75,27.0
708,94544,19,Male,Yes,Two Year,Yes,56,25.15,21.0
709,95118,54,Female,No,Month-to-Month,No,8,21.05,21.0
710,95123,56,Male,No,Month-to-Month,No,20,70.55,26.0
711,91208,57,Male,No,Two Year,No,43,19.55,21.0
712,92592,48,Female,No,Month-to-Month,Yes,17,35.65,23.0
713,94305,21,Female,No,Month-to-Month,No,44,19.6,21.0
714,94074,19,Female,No,Month-to-Month,No,2,19.5,21.0
715,95713,28,Female,No,Two Year,No,71,19.9,21.0
717,92320,44,Female,No,Month-to-Month,No,18,19.65,21.0
718,90028,70,Female,No,One Year,Yes,67,105.4,25.0
719,92024,36,Female,No,Month-to-Month,Yes,56,109.6,11.0
722,95831,55,Male,No,One Year,No,1,19.85,21.0
723,90024,29,Male,Yes,Month-to-Month,No,1,20.15,21.0
724,94541,47,Male,No,One Year,No,25,19.9,21.0
725,95460,68,Female,Yes,Month-to-Month,Yes,1,85.05,7.0
726,93308,54,Male,No,Two Year,No,55,25.7,21.0
728,90021,29,Female,No,One Year,No,59,20.35,21.0
729,91770,69,Male,Yes,Month-to-Month,Yes,16,98.75,7.0
730,91730,48,Female,No,Month-to-Month,Yes,7,71.05,13.0
731,91301,75,Female,No,Month-to-Month,Yes,3,30.75,3.0
732,92618,76,Male,No,Two Year,No,64,25.65,21.0
733,95623,63,Female,No,Two Year,No,51,85.5,13.0
735,96122,24,Female,No,One Year,Yes,69,20.35,21.0
736,96137,46,Female,Yes,Month-to-Month,Yes,1,69.1,19.0
737,92116,62,Male,No,Two Year,No,38,20.4,21.0
738,94520,38,Female,Yes,Month-to-Month,Yes,3,19.6,21.0
739,93664,33,Male,No,Two Year,Yes,56,75.85,26.0
740,95008,34,Male,No,One Year,No,63,80.0,18.0
741,93517,72,Male,No,Two Year,Yes,11,54.55,23.0
742,93541,43,Female,No,Two Year,Yes,24,19.7,21.0
743,92333,47,Male,No,Two Year,No,72,105.5,19.0
746,95954,62,Male,Yes,Month-to-Month,Yes,17,76.65,7.0
747,96033,33,Female,No,Two Year,No,18,25.1,21.0
748,92881,45,Male,No,Two Year,No,11,19.55,21.0
749,96107,52,Female,No,One Year,No,45,51.0,19.0
750,95258,78,Female,Yes,Month-to-Month,Yes,47,95.05,11.0
751,90732,35,Female,No,Two Year,Yes,61,101.05,21.0
752,92870,34,Female,No,One Year,Yes,66,74.25,17.0
753,92268,42,Female,No,Month-to-Month,No,42,54.55,8.0
754,91316,24,Female,No,Two Year,No,55,19.4,21.0
755,91977,34,Female,No,Month-to-Month,Yes,1,19.25,21.0
756,92692,58,Female,No,One Year,Yes,68,54.4,11.0
757,94709,62,Female,No,Two Year,No,1,20.35,21.0
759,94702,60,Female,No,Month-to-Month,Yes,15,51.1,5.0
760,93261,52,Male,No,Month-to-Month,No,28,64.4,19.0
761,96050,67,Male,No,Month-to-Month,Yes,28,105.8,15.0
762,94561,21,Male,No,Two Year,No,40,19.6,21.0
763,95008,46,Female,No,Month-to-Month,No,63,108.25,16.0
764,95950,67,Female,Yes,Month-to-Month,No,15,89.85,6.0
765,91306,59,Female,Yes,One Year,No,14,105.95,23.0
766,92582,43,Male,Yes,Month-to-Month,Yes,54,55.0,16.0
767,91326,38,Male,No,Two Year,Yes,39,100.45,19.0
769,90056,36,Female,Yes,Month-to-Month,Yes,16,53.9,8.0
770,93309,39,Female,No,One Year,Yes,44,77.55,26.0
771,92259,64,Male,Yes,Month-to-Month,Yes,1,70.65,26.0
772,90032,36,Male,No,One Year,Yes,69,53.65,16.0
773,90040,78,Female,No,Two Year,No,49,43.8,3.0
774,94580,58,Female,No,One Year,No,24,24.6,21.0
775,90742,66,Male,No,Two Year,No,71,23.95,21.0
776,95639,41,Male,No,One Year,Yes,61,98.45,21.0
777,93552,38,Female,No,One Year,No,18,20.1,21.0
778,93725,32,Male,No,Month-to-Month,Yes,27,53.8,15.0
780,92551,47,Female,No,Month-to-Month,No,1,19.85,21.0
781,92596,53,Female,No,One Year,Yes,50,84.15,11.0
782,92236,53,Female,No,One Year,No,30,70.25,13.0
784,93223,64,Female,No,Month-to-Month,No,17,24.8,21.0
785,92107,36,Female,No,One Year,No,51,87.55,7.0
786,95926,64,Male,Yes,Month-to-Month,No,2,29.85,11.0
787,95006,39,Female,Yes,Month-to-Month,Yes,2,85.7,6.0
791,92672,55,Male,No,One Year,No,38,70.6,22.0
792,91201,57,Female,No,Month-to-Month,No,1,19.75,21.0
793,96028,59,Male,Yes,Month-to-Month,Yes,1,74.95,26.0
794,91030,59,Female,No,Month-to-Month,No,16,20.4,21.0
795,93704,66,Male,No,Two Year,Yes,72,109.75,14.0
796,92384,61,Male,No,Month-to-Month,Yes,41,74.55,20.0
798,94065,58,Female,No,Two Year,No,72,19.55,21.0
799,90402,65,Female,No,Two Year,Yes,67,20.05,21.0
800,95007,45,Male,No,One Year,Yes,49,106.65,25.0
801,93710,42,Male,No,Month-to-Month,Yes,19,88.8,20.0
803,90010,20,Male,No,Month-to-Month,No,47,25.4,21.0
807,93675,44,Female,No,One Year,Yes,28,90.45,19.0
808,95968,35,Male,No,One Year,No,53,64.15,15.0
809,92585,45,Female,No,One Year,No,19,20.25,21.0
810,95050,33,Male,No,One Year,Yes,3,19.45,21.0
811,92027,55,Female,No,One Year,No,23,60.0,18.0
812,95601,38,Male,Yes,Month-to-Month,Yes,10,79.95,4.0
816,92624,21,Female,No,Month-to-Month,No,27,95.0,26.0
817,95073,20,Male,No,Month-to-Month,No,1,19.65,21.0
818,91746,54,Male,Yes,Month-to-Month,Yes,13,91.1,26.0
820,93626,65,Female,No,Two Year,Yes,4,74.45,7.0
823,96051,54,Female,Yes,Month-to-Month,Yes,7,59.5,22.0
824,94572,56,Female,No,Two Year,No,56,80.3,15.0
825,94061,42,Female,No,Two Year,No,52,23.05,21.0
826,95636,60,Male,Yes,One Year,Yes,23,48.35,12.0
827,92570,63,Male,No,Month-to-Month,Yes,20,49.6,10.0
828,94005,47,Male,No,Two Year,Yes,68,56.4,19.0
830,92111,49,Female,Yes,Month-to-Month,Yes,6,49.65,22.0
831,96048,32,Male,No,Two Year,No,50,20.55,21.0
836,93424,77,Male,No,One Year,Yes,43,100.55,8.0
837,92805,48,Female,Yes,Month-to-Month,No,12,19.0,21.0
838,90015,51,Female,No,Month-to-Month,Yes,9,76.85,8.0
839,92544,45,Female,No,Two Year,Yes,62,65.1,18.0
840,90274,61,Male,No,Month-to-Month,Yes,40,20.4,21.0
841,93260,21,Male,No,Month-to-Month,No,6,26.35,21.0
842,96136,55,Male,No,Two Year,No,20,20.05,21.0
843,90024,68,Male,No,Month-to-Month,Yes,16,78.75,17.0
844,93460,20,Female,No,One Year,No,8,19.8,21.0
845,94549,26,Female,Yes,Month-to-Month,Yes,2,49.6,26.0
846,94536,53,Female,No,Two Year,Yes,72,91.15,26.0
847,90007,37,Male,Yes,Month-to-Month,No,50,105.95,13.0
850,95568,32,Male,No,Month-to-Month,Yes,3,65.25,27.0
851,96002,49,Male,No,Two Year,Yes,58,19.15,21.0
852,94904,74,Male,Yes,Month-to-Month,No,14,90.45,24.0
853,90017,49,Female,No,Month-to-Month,Yes,18,19.55,21.0
854,95492,45,Female,No,Two Year,Yes,67,26.1,21.0
855,92127,63,Male,Yes,Month-to-Month,Yes,1,20.1,21.0
856,91761,48,Male,No,Two Year,No,61,25.45,21.0
857,90740,31,Male,No,Two Year,No,52,19.65,21.0
858,96114,46,Female,No,Two Year,No,14,20.4,21.0
859,93453,41,Female,No,Month-to-Month,No,43,50.2,19.0
860,91945,42,Male,No,Two Year,No,52,24.8,21.0
862,95443,66,Female,No,One Year,Yes,4,80.25,4.0
863,93615,74,Female,Yes,Month-to-Month,Yes,31,99.95,4.0
864,95450,20,Male,No,Month-to-Month,No,5,19.45,21.0
865,94037,70,Female,No,One Year,Yes,27,110.5,4.0
866,95365,64,Male,Yes,Month-to-Month,No,4,54.3,19.0
867,90067,78,Male,No,Month-to-Month,Yes,23,34.65,2.0
868,92130,46,Female,Yes,Month-to-Month,Yes,9,75.75,25.0
870,92106,51,Female,No,One Year,Yes,49,56.3,21.0
871,94507,30,Female,No,Two Year,Yes,71,80.45,27.0
872,91306,49,Male,No,One Year,No,59,66.4,4.0
873,93638,68,Female,Yes,One Year,Yes,68,96.55,19.0
874,95979,33,Female,No,Two Year,Yes,64,81.3,4.0
875,93541,56,Female,No,Two Year,No,72,66.85,20.0
876,90255,66,Female,Yes,Month-to-Month,Yes,16,85.35,27.0
877,95559,23,Male,No,One Year,No,44,20.0,21.0
878,92122,24,Female,No,Two Year,No,30,19.7,21.0
879,94933,77,Male,Yes,Month-to-Month,Yes,12,43.65,10.0
880,95118,60,Male,No,Two Year,Yes,39,53.85,16.0
881,90631,48,Male,No,One Year,No,15,19.65,21.0
882,91737,69,Female,Yes,Month-to-Month,Yes,4,88.85,4.0
883,95250,68,Male,No,One Year,Yes,70,44.05,13.0
884,91345,62,Male,Yes,Month-to-Month,No,1,79.9,21.0
885,95494,55,Male,No,Two Year,Yes,72,110.6,18.0
886,95689,64,Female,No,Two Year,Yes,72,20.7,21.0
887,91020,61,Female,No,One Year,No,35,21.1,21.0
888,92610,80,Male,No,One Year,Yes,68,107.15,12.0
890,95383,43,Female,No,Two Year,No,70,24.7,21.0
892,95691,58,Male,No,Two Year,No,66,19.35,21.0
893,92694,70,Male,No,Two Year,No,20,89.95,23.0
894,95562,52,Female,No,Two Year,Yes,55,69.05,17.0
896,93066,69,Female,Yes,Month-to-Month,Yes,2,78.55,14.0
897,91950,57,Female,No,Two Year,Yes,72,97.85,24.0
898,93250,60,Female,No,Two Year,No,49,20.45,21.0
902,92372,72,Male,No,One Year,Yes,52,80.85,22.0
903,92347,40,Female,No,Month-to-Month,Yes,18,50.3,20.0
904,95714,62,Male,No,Month-to-Month,Yes,12,84.6,7.0
907,90301,75,Male,No,Two Year,Yes,52,110.75,25.0
908,95655,57,Male,Yes,Month-to-Month,No,46,30.3,26.0
909,93651,45,Female,Yes,Month-to-Month,Yes,53,98.4,24.0
910,94608,73,Female,Yes,Month-to-Month,No,15,55.0,19.0
911,93553,58,Male,No,Two Year,Yes,70,99.35,13.0
912,90746,59,Female,No,Two Year,No,18,20.1,21.0
913,93433,42,Female,No,Month-to-Month,No,7,25.05,4.0
914,92703,40,Female,No,One Year,Yes,54,24.75,21.0
915,93262,64,Male,Yes,Month-to-Month,Yes,1,24.25,7.0
916,92060,48,Female,No,One Year,No,68,86.45,15.0
917,90044,49,Female,No,One Year,Yes,72,101.35,23.0
919,91331,61,Male,No,Month-to-Month,Yes,9,24.95,7.0
920,96143,33,Female,No,Month-to-Month,No,4,20.05,21.0
923,92630,33,Male,Yes,Month-to-Month,Yes,10,86.05,11.0
924,92122,61,Male,Yes,Month-to-Month,Yes,63,103.4,13.0
925,92507,20,Male,No,Month-to-Month,No,6,19.55,21.0
926,95954,24,Male,No,One Year,No,14,19.35,21.0
927,92880,63,Male,No,Month-to-Month,No,61,94.15,2.0
928,95258,59,Female,No,Month-to-Month,Yes,13,80.0,15.0
930,91207,57,Male,Yes,Month-to-Month,No,1,20.05,21.0
935,95552,53,Male,No,Two Year,No,4,19.55,21.0
937,94546,44,Male,No,Month-to-Month,No,6,78.65,7.0
938,92691,46,Male,No,One Year,Yes,50,98.25,16.0
940,90280,68,Female,No,One Year,Yes,54,99.1,17.0
941,94933,45,Male,No,Month-to-Month,Yes,23,30.35,19.0
942,95986,50,Female,No,One Year,Yes,67,109.7,23.0
943,93954,80,Male,Yes,Month-to-Month,Yes,1,70.3,27.0
944,90211,55,Female,No,One Year,Yes,46,94.15,3.0
945,95569,64,Female,No,Two Year,No,10,56.05,8.0
946,96128,25,Female,No,One Year,No,48,24.35,21.0
947,93610,71,Male,No,One Year,No,40,55.8,18.0
948,95351,62,Female,Yes,Month-to-Month,Yes,11,66.35,12.0
949,94583,65,Female,Yes,Month-to-Month,Yes,4,94.3,23.0
950,90401,37,Female,No,Month-to-Month,Yes,30,48.8,13.0
951,92401,31,Male,No,Month-to-Month,Yes,15,91.0,12.0
952,90810,62,Female,Yes,Month-to-Month,No,7,20.05,21.0
953,96033,58,Male,No,Month-to-Month,Yes,16,80.55,8.0
954,95417,32,Female,No,Month-to-Month,Yes,9,20.45,21.0
955,95443,42,Male,No,Month-to-Month,Yes,7,18.95,21.0
956,90242,65,Male,Yes,Month-to-Month,No,3,91.05,8.0
959,92831,50,Female,No,Month-to-Month,Yes,1,95.85,14.0
960,96067,70,Female,No,Two Year,Yes,44,85.15,6.0
962,93283,40,Male,No,Two Year,No,24,20.75,21.0
963,92688,32,Female,Yes,Month-to-Month,Yes,21,74.05,26.0
964,95112,47,Male,No,One Year,No,7,35.3,14.0
965,90706,43,Female,No,Two Year,No,57,19.75,21.0
967,91801,71,Male,Yes,Month-to-Month,Yes,3,105.9,2.0
969,90232,64,Male,No,One Year,Yes,23,20.0,21.0
971,92604,47,Male,No,Two Year,No,70,20.05,21.0
972,96146,23,Female,No,One Year,No,33,20.1,21.0
974,96003,32,Female,No,Two Year,No,3,19.1,21.0
975,91945,77,Male,No,Two Year,Yes,54,110.45,16.0
976,93523,47,Male,No,Month-to-Month,Yes,7,71.35,25.0
977,94576,45,Male,No,Two Year,No,70,84.6,21.0
979,93634,75,Male,No,Month-to-Month,Yes,30,105.7,22.0
980,95832,64,Male,No,One Year,Yes,32,79.25,18.0
981,92808,62,Female,No,Month-to-Month,Yes,1,19.0,21.0
982,96087,62,Female,No,Month-to-Month,Yes,56,98.7,18.0
985,95119,57,Female,No,One Year,No,12,19.7,21.0
986,95212,46,Male,No,One Year,No,29,35.6,8.0
988,93623,35,Female,No,Month-to-Month,No,22,19.05,21.0
989,95903,53,Female,Yes,Month-to-Month,Yes,29,30.6,7.0
990,96035,62,Female,No,Month-to-Month,Yes,10,67.8,7.0
993,90021,40,Male,No,One Year,Yes,66,103.15,19.0
994,96055,51,Male,Yes,One Year,No,70,115.65,20.0
996,92117,39,Female,Yes,Two Year,Yes,57,95.25,15.0
998,93263,48,Male,Yes,Month-to-Month,No,1,80.0,3.0
999,96130,33,Male,Yes,Month-to-Month,Yes,3,19.8,21.0
1003,95446,31,Male,No,Two Year,Yes,72,106.1,24.0
1005,94612,59,Female,No,Month-to-Month,No,39,51.05,11.0
1007,94619,44,Male,Yes,Month-to-Month,Yes,1,89.1,3.0
1008,94511,61,Male,No,Two Year,Yes,52,91.6,3.0
1009,95220,35,Male,Yes,Month-to-Month,Yes,10,98.5,18.0
1010,93309,34,Male,No,Month-to-Month,No,4,49.25,5.0
1012,92249,39,Male,No,Two Year,No,60,19.95,21.0
1013,93109,78,Male,No,Two Year,Yes,8,64.4,12.0
1014,90028,31,Female,Yes,Month-to-Month,Yes,10,102.1,22.0
1015,93603,44,Female,No,Month-to-Month,No,3,19.65,21.0
1016,95130,69,Male,No,Two Year,Yes,64,24.4,21.0
1019,92257,37,Female,No,Month-to-Month,No,1,49.95,27.0
1020,94803,55,Male,No,Month-to-Month,Yes,36,94.7,18.0
1022,93620,55,Male,No,Month-to-Month,Yes,7,74.9,12.0
1023,96124,39,Female,No,Month-to-Month,No,1,43.8,3.0
1024,92359,75,Male,No,Two Year,Yes,72,116.05,13.0
1026,95548,52,Male,Yes,Month-to-Month,Yes,28,94.5,26.0
1027,95019,45,Male,No,Month-to-Month,Yes,30,100.4,19.0
1028,93450,49,Male,No,Month-to-Month,Yes,52,93.25,10.0
1029,92124,63,Female,No,Two Year,Yes,72,116.85,14.0
1030,91007,31,Male,No,Month-to-Month,Yes,31,20.65,21.0
1032,92109,51,Male,No,Month-to-Month,No,53,85.7,12.0
1033,93235,28,Male,Yes,Month-to-Month,Yes,1,20.2,21.0
1034,95464,51,Female,No,Two Year,No,10,20.15,21.0
1035,95439,68,Female,Yes,Month-to-Month,Yes,1,25.7,9.0
1036,96137,46,Female,No,Month-to-Month,No,29,19.85,21.0
1038,91931,34,Male,Yes,Month-to-Month,No,2,45.85,16.0
1039,90038,57,Female,Yes,One Year,Yes,58,106.45,12.0
1040,94561,21,Male,No,Two Year,No,45,73.85,26.0
1041,92501,32,Male,No,Month-to-Month,Yes,12,81.45,16.0
1042,90037,36,Female,Yes,Month-to-Month,Yes,12,89.4,9.0
1044,92028,31,Female,Yes,Month-to-Month,Yes,9,74.65,16.0
1046,93305,34,Male,No,Two Year,Yes,66,63.3,19.0
1047,92109,63,Male,Yes,Two Year,Yes,52,96.25,26.0
1048,91604,57,Female,No,Month-to-Month,No,49,40.65,11.0
1049,94027,34,Female,No,One Year,Yes,61,49.7,11.0
1050,95686,19,Female,No,Two Year,No,24,25.15,21.0
1051,93270,33,Female,No,Month-to-Month,Yes,1,49.9,4.0
1053,93646,53,Female,No,Month-to-Month,No,12,20.4,21.0
1054,95692,58,Male,Yes,Month-to-Month,No,1,62.05,12.0
1055,95386,77,Male,No,One Year,Yes,61,98.3,8.0
1056,95119,19,Male,No,One Year,No,27,69.35,26.0
1058,92111,50,Male,No,Two Year,Yes,71,99.0,6.0
1062,95662,53,Female,Yes,Month-to-Month,No,32,84.15,13.0
1064,91916,31,Female,No,Month-to-Month,No,55,20.0,21.0
1065,93705,37,Female,No,Month-to-Month,No,42,20.35,21.0
1067,93727,25,Female,No,Two Year,No,71,23.9,21.0
1068,91980,25,Female,No,Two Year,No,43,115.05,26.0
1069,93111,37,Male,No,Month-to-Month,Yes,19,25.15,6.0
1070,90270,33,Male,No,One Year,No,19,19.8,21.0
1071,91913,43,Female,No,Month-to-Month,No,12,19.7,21.0
1072,95354,53,Male,No,Month-to-Month,Yes,4,63.75,11.0
1073,92078,79,Female,Yes,Month-to-Month,Yes,13,82.0,25.0
1075,94401,59,Male,Yes,Month-to-Month,Yes,8,94.0,14.0
1076,91706,65,Male,No,Two Year,No,70,90.05,17.0
1077,90710,39,Male,No,Two Year,Yes,68,92.2,20.0
1078,94805,55,Male,Yes,Month-to-Month,Yes,5,78.75,7.0
1081,92027,60,Female,No,Two Year,No,51,19.95,21.0
1082,95247,64,Female,No,Month-to-Month,No,4,55.2,17.0
1083,93301,70,Male,No,Two Year,No,70,105.35,7.0
1084,95624,42,Female,Yes,Month-to-Month,No,30,19.65,21.0
1085,95323,31,Male,Yes,Month-to-Month,Yes,7,90.45,27.0
1086,93561,66,Male,No,Month-to-Month,Yes,19,87.3,16.0
1088,93010,60,Male,Yes,Month-to-Month,Yes,12,112.95,23.0
1089,95404,36,Male,Yes,Month-to-Month,No,17,51.5,2.0
1090,93101,79,Male,Yes,Month-to-Month,Yes,66,99.5,25.0
1092,90804,76,Male,No,One Year,Yes,51,93.65,10.0
1093,92028,38,Male,Yes,Month-to-Month,No,51,80.0,16.0
1094,92021,44,Female,No,Two Year,No,71,19.85,21.0
1095,91773,53,Male,Yes,Month-to-Month,No,35,75.35,21.0
1096,91104,64,Female,No,Month-to-Month,No,11,51.1,21.0
1097,92384,39,Female,Yes,Month-to-Month,No,2,76.4,25.0
1098,95602,74,Female,Yes,Month-to-Month,Yes,26,95.0,26.0
1099,95717,37,Male,No,One Year,No,60,23.95,21.0
1101,95974,47,Female,No,Month-to-Month,Yes,12,45.0,13.0
1102,90602,42,Female,Yes,Month-to-Month,No,4,75.35,9.0
1103,95215,76,Male,No,Two Year,Yes,45,93.9,18.0
1105,95634,59,Female,No,Month-to-Month,Yes,8,20.7,21.0
1107,95224,38,Female,No,Two Year,Yes,68,24.95,21.0
1108,95823,54,Female,No,Two Year,Yes,36,106.05,18.0
1109,95917,44,Female,No,Month-to-Month,Yes,1,19.55,21.0
1110,93534,55,Female,Yes,One Year,No,42,33.55,5.0
1111,91605,75,Male,Yes,Month-to-Month,Yes,5,89.8,12.0
1112,94946,40,Female,Yes,Month-to-Month,Yes,10,84.7,18.0
1113,90505,42,Female,Yes,One Year,Yes,68,83.0,5.0
1114,93208,75,Male,Yes,Month-to-Month,Yes,20,94.55,10.0
1115,96148,30,Female,No,Two Year,No,29,19.4,21.0
1116,94513,60,Male,No,Month-to-Month,Yes,1,85.0,2.0
1119,96059,29,Female,No,Two Year,No,19,20.5,21.0
1120,94501,80,Male,No,Two Year,No,71,25.45,21.0
1121,91607,72,Male,No,Two Year,Yes,4,50.95,10.0
1123,95205,38,Male,No,Month-to-Month,Yes,6,20.2,21.0
1124,95254,77,Female,No,One Year,Yes,32,100.4,19.0
1125,90290,45,Female,No,Two Year,Yes,68,91.7,5.0
1126,90623,48,Female,Yes,One Year,Yes,33,93.8,27.0
1127,95973,40,Female,No,Month-to-Month,Yes,63,109.85,20.0
1128,92591,35,Male,No,Two Year,No,53,19.9,21.0
1130,95421,65,Female,No,Two Year,Yes,6,74.1,20.0
1131,95357,75,Female,No,Month-to-Month,Yes,59,88.75,26.0
1132,93105,60,Male,Yes,Month-to-Month,Yes,1,49.65,8.0
1133,95528,50,Male,No,One Year,Yes,48,70.95,18.0
1134,91010,33,Male,No,Month-to-Month,No,1,19.2,21.0
1135,95682,64,Female,No,Month-to-Month,Yes,37,100.05,22.0
1136,95735,61,Male,No,Month-to-Month,No,27,49.0,15.0
1137,91752,57,Female,Yes,Month-to-Month,Yes,14,89.65,3.0
1138,91606,32,Male,No,Two Year,Yes,72,75.1,22.0
1141,90023,45,Male,No,One Year,No,12,19.8,21.0
1142,95816,56,Male,No,One Year,No,23,20.45,21.0
1143,92139,60,Female,No,Month-to-Month,Yes,23,69.5,21.0
1144,92253,54,Female,No,Month-to-Month,Yes,40,93.4,22.0
1145,93907,44,Male,No,Month-to-Month,No,11,45.2,22.0
1146,93432,55,Male,No,One Year,No,42,19.8,21.0
1147,95382,36,Male,Yes,Month-to-Month,No,34,78.3,12.0
