,Age,Gender,Churn,Contract,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Month
484,33,Male,Yes,Month-to-Month,No,1,167.5,45.0
485,29,Female,No,One year,No,2,127.5,41.0
486,87,Female,Yes,One year,Yes,4,287.6,93.0
487,34,Female,Yes,Month-to-Month,No,3,167.5,44.0
488,34,Female,No,Month-to-Month,Yes,6,165.0,80.0
489,28,Male,Yes,Two Year,Yes,2,242.6,74.0
490,68,Male,Yes,Month-to-Month,Yes,2,130.0,47.0
491,26,Male,Yes,Month-to-Month,No,10,257.6,172.0
492,61,Male,No,Month-to-Month,No,7,130.0,100.0
493,79,Male,No,Two Year,Yes,16,232.6,164.0
494,49,Female,No,One year,No,13,182.5,119.0
495,85,Female,Yes,Month-to-Month,Yes,9,220.1,102.0
496,25,Male,Yes,One year,Yes,14,252.6,156.0
497,19,Male,Yes,Month-to-Month,No,11,142.5,151.0
498,28,Female,No,One year,No,17,95.0,162.0
499,86,Male,Yes,Two Year,Yes,17,210.1,190.0
500,54,Female,No,Month-to-Month,No,12,92.5,114.0
501,28,Male,Yes,Month-to-Month,No,3,195.0,65.0
502,25,Male,No,Two Year,No,5,130.0,102.0
503,81,Female,Yes,Two Year,No,5,242.6,87.0
504,89,Male,Yes,Two Year,No,6,197.5,74.0
505,62,Female,Yes,Month-to-Month,No,3,242.6,101.0
506,31,Female,No,One year,Yes,19,139.9,194.0
507,48,Female,No,Month-to-Month,No,13,112.5,97.0
508,22,Male,Yes,Month-to-Month,No,2,182.5,61.0
509,22,Female,No,Month-to-Month,No,9,150.0,95.0
510,20,Female,No,Month-to-Month,Yes,10,107.5,130.0
511,58,Male,No,One year,No,9,92.5,101.0
512,81,Male,Yes,One year,Yes,2,225.1,99.0
513,26,Female,Yes,Month-to-Month,No,14,232.6,178.0
514,89,Male,Yes,One year,No,5,207.6,72.0
515,59,Male,Yes,Month-to-Month,Yes,13,175.1,132.0
516,75,Male,Yes,One year,No,2,242.6,60.0
517,35,Female,No,Month-to-Month,No,7,185.0,94.0
518,28,Male,No,Month-to-Month,No,21,182.4,219.0
519,48,Female,Yes,Month-to-Month,Yes,7,117.5,81.0
520,29,Male,No,Two Year,Yes,20,140.0,175.0
521,62,Female,Yes,Month-to-Month,No,3,149.9,72.0
522,43,Female,No,One year,Yes,10,157.5,77.0
523,66,Female,No,Two Year,Yes,2,152.5,63.0
524,56,Male,Yes,Month-to-Month,Yes,2,140.0,44.0
525,73,Male,Yes,Month-to-Month,Yes,2,140.0,61.0
526,21,Male,Yes,Month-to-Month,No,16,117.4,179.0
527,48,Male,Yes,Two Year,Yes,2,235.1,109.0
528,82,Male,No,One year,Yes,2,150.0,24.0
529,22,Male,Yes,Month-to-Month,No,2,150.0,55.0
530,34,Male,No,Two Year,No,2,150.0,55.0
531,56,Male,No,Month-to-Month,Yes,11,172.5,138.0
532,25,Male,Yes,Month-to-Month,Yes,9,137.4,91.0
534,59,Male,No,Two Year,No,2,205.0,56.0
535,63,Female,No,One year,Yes,7,162.5,69.0
536,76,Female,Yes,Month-to-Month,Yes,5,160.0,61.0
537,41,Female,No,One year,Yes,9,170.0,97.0
538,25,Female,No,Month-to-Month,Yes,11,130.0,143.0
539,40,Female,No,Month-to-Month,Yes,4,120.0,52.0
540,77,Male,No,One year,No,2,179.9,31.0
541,20,Male,No,Month-to-Month,Yes,9,167.5,100.0
542,53,Male,Yes,Month-to-Month,Yes,7,240.1,97.0
543,36,Male,Yes,Month-to-Month,No,15,195.0,138.0
544,86,Female,Yes,One year,No,7,245.1,124.0
545,59,Male,No,Month-to-Month,No,2,140.0,65.0
546,26,Male,Yes,Month-to-Month,Yes,8,197.5,151.0
547,61,Male,No,Month-to-Month,No,15,190.2,162.0
548,27,Female,Yes,Month-to-Month,No,23,197.5,237.0
549,53,Female,Yes,Month-to-Month,Yes,3,150.0,76.0
550,32,Male,Yes,Two Year,Yes,6,205.0,81.0
551,60,Male,No,One year,Yes,8,152.5,91.0
552,25,Male,Yes,Two Year,No,20,225.1,245.0
553,52,Female,Yes,Month-to-Month,Yes,10,202.6,157.0
554,32,Female,No,Month-to-Month,Yes,11,127.5,151.0
555,88,Female,No,Two Year,Yes,8,162.5,70.0
556,59,Female,No,Two Year,Yes,13,105.0,101.0
557,54,Female,Yes,Month-to-Month,Yes,1,169.9,32.0
558,83,Male,Yes,Month-to-Month,Yes,9,159.9,87.0
559,88,Male,No,Two Year,Yes,6,217.5,71.0
560,68,Female,Yes,Month-to-Month,Yes,9,245.1,147.0
561,38,Male,Yes,Month-to-Month,Yes,5,177.5,113.0
562,23,Female,Yes,Month-to-Month,No,2,162.5,88.0
563,55,Male,No,Two Year,Yes,5,147.5,97.0
564,43,Male,No,Month-to-Month,Yes,1,135.0,28.0
565,61,Male,No,One year,Yes,1,127.4,71.0
566,38,Female,No,One year,Yes,3,185.0,56.0
567,28,Female,No,One year,No,6,137.5,76.0
568,84,Female,Yes,Month-to-Month,Yes,17,182.4,165.0
569,22,Female,Yes,Month-to-Month,Yes,14,172.5,141.0
570,34,Male,No,Month-to-Month,No,11,162.5,109.0
571,28,Male,No,Month-to-Month,No,20,137.4,163.0
572,83,Male,Yes,One year,No,7,220.1,136.0
573,86,Male,Yes,Month-to-Month,Yes,8,160.0,80.0
574,79,Male,Yes,Month-to-Month,Yes,7,160.0,80.0
575,56,Male,Yes,Month-to-Month,Yes,4,275.1,88.0
576,47,Female,No,Two Year,Yes,10,195.0,106.0
577,84,Female,No,Two Year,Yes,4,125.0,27.0
578,35,Male,No,One year,No,5,92.5,99.0
579,26,Male,No,Two Year,No,6,230.0,104.0
580,41,Female,No,Month-to-Month,Yes,1,147.5,22.0
581,50,Female,Yes,Month-to-Month,Yes,7,179.9,73.0
582,34,Male,No,One year,No,2,175.0,90.0
583,22,Male,No,Two Year,Yes,8,205.0,105.0
584,55,Male,No,Two Year,No,14,210.1,143.0
585,80,Male,No,Month-to-Month,Yes,9,185.0,105.0
586,85,Female,Yes,Two Year,Yes,7,200.1,113.0
587,58,Female,No,Month-to-Month,Yes,3,115.0,32.0
588,37,Female,Yes,Month-to-Month,Yes,12,135.0,108.0
589,71,Female,No,One year,No,3,92.5,23.0
590,63,Male,No,Two Year,No,5,137.5,85.0
591,47,Female,Yes,Month-to-Month,Yes,11,137.5,126.0
592,80,Male,Yes,Month-to-Month,Yes,15,207.6,150.0
593,26,Female,No,Month-to-Month,Yes,4,115.0,46.0
594,28,Female,Yes,Month-to-Month,Yes,5,207.6,88.0
595,38,Male,Yes,Month-to-Month,Yes,3,135.0,47.0
596,79,Female,Yes,One year,No,14,240.1,135.0
597,48,Male,No,Month-to-Month,Yes,5,150.0,64.0
598,80,Male,No,Two Year,No,15,135.0,111.0
599,66,Female,No,One year,Yes,17,205.0,161.0
600,26,Female,No,Two Year,Yes,16,150.0,154.0
601,56,Female,Yes,Month-to-Month,Yes,2,139.9,76.0
602,69,Female,No,Two Year,No,6,197.6,90.0
603,73,Female,No,Two Year,No,16,152.5,134.0
604,55,Female,No,Two Year,Yes,14,140.0,120.0
605,32,Female,Yes,Month-to-Month,Yes,2,230.0,61.0
606,71,Female,No,Month-to-Month,No,8,142.5,108.0
607,26,Male,Yes,Month-to-Month,Yes,4,159.9,100.0
608,71,Male,Yes,Month-to-Month,Yes,3,240.1,65.0
609,51,Male,Yes,Month-to-Month,Yes,4,172.4,98.0
610,89,Male,Yes,Month-to-Month,No,12,170.0,110.0
611,58,Male,Yes,Month-to-Month,Yes,6,150.0,68.0
612,46,Female,No,Month-to-Month,Yes,10,135.0,82.0
613,19,Female,No,One year,Yes,3,160.0,49.0
614,18,Male,Yes,Month-to-Month,Yes,4,232.6,126.0
615,78,Male,No,Month-to-Month,No,3,150.0,43.0
616,51,Female,Yes,One year,Yes,3,185.0,95.0
617,65,Female,Yes,Month-to-Month,Yes,6,182.5,69.0
618,37,Female,No,Two Year,Yes,3,160.0,40.0
619,38,Female,No,One year,Yes,9,147.4,79.0
620,84,Male,Yes,One year,Yes,11,242.6,125.0
621,43,Female,Yes,Month-to-Month,Yes,1,162.5,44.0
622,34,Male,No,Two Year,No,6,172.5,86.0
623,48,Male,No,One year,Yes,6,140.0,107.0
624,56,Female,Yes,Month-to-Month,Yes,2,145.0,79.0
625,53,Female,Yes,Month-to-Month,No,7,150.0,75.0
626,55,Male,Yes,Two Year,Yes,3,275.1,87.0
627,35,Male,No,Month-to-Month,Yes,15,130.0,152.0
628,18,Female,No,One year,Yes,4,197.5,70.0
629,38,Female,No,One year,Yes,4,150.0,57.0
630,55,Male,Yes,Month-to-Month,Yes,5,185.0,77.0
631,81,Male,Yes,Month-to-Month,No,19,207.6,169.0
632,55,Female,No,Two Year,Yes,12,140.0,103.0
633,64,Female,No,One year,No,14,220.1,139.0
634,80,Male,Yes,Month-to-Month,Yes,4,242.6,71.0
635,36,Male,Yes,One year,No,9,155.0,137.0
636,42,Female,No,One year,Yes,3,140.0,83.0
637,44,Male,Yes,Two Year,Yes,24,245.1,241.0
638,24,Female,Yes,Month-to-Month,Yes,5,187.6,116.0
639,39,Female,Yes,Month-to-Month,Yes,4,160.0,53.0
640,68,Male,Yes,One year,Yes,20,192.4,173.0
642,56,Male,No,Month-to-Month,No,14,205.0,139.0
643,47,Male,No,One year,No,1,222.6,73.0
644,59,Female,Yes,Month-to-Month,No,4,160.0,47.0
645,28,Female,Yes,Month-to-Month,Yes,3,160.0,48.0
646,81,Male,No,Two Year,Yes,6,152.5,98.0
647,69,Male,Yes,Two Year,No,8,187.7,102.0
648,77,Male,No,Two Year,Yes,7,185.0,83.0
649,26,Male,No,Two Year,Yes,12,127.5,103.0
650,47,Male,Yes,One year,Yes,21,220.1,187.0
651,50,Female,No,Month-to-Month,Yes,11,162.5,104.0
652,46,Female,Yes,Month-to-Month,Yes,5,245.1,125.0
653,40,Male,Yes,Month-to-Month,Yes,28,162.5,271.0
654,52,Male,Yes,Month-to-Month,Yes,2,150.0,64.0
655,68,Female,No,Two Year,No,7,147.5,59.0
656,82,Male,No,Two Year,Yes,2,185.0,90.0
657,83,Male,No,Two Year,Yes,7,172.5,71.0
658,21,Female,Yes,One year,Yes,11,200.1,164.0
659,43,Male,No,One year,No,7,92.5,89.0
660,65,Male,Yes,Month-to-Month,No,6,215.0,80.0
661,82,Female,No,Month-to-Month,Yes,17,127.5,137.0
662,48,Female,No,One year,No,10,120.0,100.0
663,79,Female,Yes,Two Year,No,19,210.1,214.0
664,33,Male,Yes,Month-to-Month,No,11,142.5,147.0
665,37,Male,No,Two Year,No,2,80.0,28.0
666,35,Female,No,One year,Yes,15,137.5,130.0
667,59,Male,No,Month-to-Month,Yes,2,135.0,27.0
668,44,Male,No,Month-to-Month,No,17,105.0,137.0
669,74,Female,No,Month-to-Month,No,4,102.5,34.0
670,31,Female,Yes,Month-to-Month,Yes,5,162.5,78.0
671,60,Female,Yes,Month-to-Month,Yes,7,160.0,76.0
672,18,Female,No,Two Year,Yes,14,92.5,145.0
673,84,Male,Yes,One year,Yes,16,255.2,166.0
674,68,Female,Yes,Month-to-Month,Yes,4,160.0,44.0
675,86,Female,Yes,Month-to-Month,Yes,10,169.9,85.0
676,73,Female,No,Month-to-Month,Yes,10,127.5,73.0
677,46,Male,No,Month-to-Month,Yes,6,95.0,66.0
678,19,Male,No,Two Year,Yes,7,135.0,79.0
679,27,Male,No,One year,Yes,20,112.5,146.0
680,76,Female,No,Month-to-Month,No,7,92.5,80.0
681,56,Male,Yes,Month-to-Month,Yes,9,127.4,116.0
682,42,Male,No,Month-to-Month,No,18,130.0,190.0
683,76,Female,No,Month-to-Month,No,8,112.5,52.0
684,42,Male,No,One year,Yes,11,212.6,177.0
685,32,Female,Yes,Month-to-Month,Yes,8,220.2,109.0
686,27,Female,No,Two Year,No,10,149.9,130.0
687,74,Female,Yes,One year,Yes,9,232.6,111.0
688,64,Female,No,Month-to-Month,Yes,8,192.5,82.0
689,30,Male,Yes,Month-to-Month,No,6,195.0,125.0
690,23,Female,No,Month-to-Month,No,23,115.0,188.0
691,44,Female,No,One year,Yes,3,192.5,49.0
692,77,Female,No,Two Year,No,19,152.5,151.0
693,78,Male,No,Two Year,No,12,155.0,153.0
694,20,Female,No,Month-to-Month,Yes,29,125.0,215.0
695,53,Male,Yes,Month-to-Month,No,2,152.4,78.0
696,20,Female,Yes,Month-to-Month,Yes,11,232.6,130.0
697,82,Female,Yes,Month-to-Month,Yes,1,182.5,41.0
698,43,Female,Yes,One year,Yes,3,242.6,108.0
700,81,Female,No,Month-to-Month,No,10,117.5,126.0
701,34,Male,No,One year,No,17,185.0,186.0
702,36,Male,Yes,Month-to-Month,Yes,13,240.1,157.0
703,38,Female,Yes,Month-to-Month,No,6,185.0,79.0
704,33,Female,No,Two Year,Yes,8,127.5,85.0
705,66,Female,No,Two Year,Yes,19,185.0,165.0
706,78,Female,No,Two Year,No,14,277.6,148.0
707,80,Male,Yes,Month-to-Month,Yes,4,172.5,58.0
708,38,Male,Yes,Month-to-Month,Yes,10,195.0,160.0
709,80,Female,Yes,One year,Yes,2,175.0,59.0
710,48,Male,Yes,Month-to-Month,No,6,149.9,101.0
711,20,Female,No,Month-to-Month,Yes,12,112.5,89.0
712,18,Male,No,One year,No,4,150.0,62.0
713,49,Male,Yes,Two Year,Yes,6,277.6,104.0
714,80,Male,No,Month-to-Month,Yes,4,112.5,39.0
715,24,Female,No,One year,Yes,5,117.4,93.0
716,87,Male,Yes,Month-to-Month,No,17,275.1,172.0
717,73,Male,Yes,Month-to-Month,Yes,14,147.5,143.0
718,76,Female,Yes,Month-to-Month,No,9,204.9,93.0
719,80,Male,No,Month-to-Month,Yes,7,127.5,60.0
720,89,Female,No,One year,No,3,130.0,67.0
721,43,Male,Yes,One year,No,5,242.6,140.0
722,50,Female,No,One year,No,10,127.4,118.0
723,64,Female,No,Month-to-Month,No,15,105.0,131.0
724,49,Male,Yes,Month-to-Month,Yes,10,182.4,135.0
725,32,Female,Yes,Month-to-Month,No,10,159.9,133.0
726,31,Female,No,Two Year,No,8,157.5,76.0
727,44,Female,No,One year,No,9,129.9,121.0
728,52,Male,No,Month-to-Month,No,12,139.9,149.0
729,66,Male,Yes,Month-to-Month,Yes,30,222.6,259.0
730,54,Female,No,Month-to-Month,No,7,162.5,76.0
731,36,Male,Yes,Month-to-Month,Yes,7,125.0,74.0
732,61,Female,Yes,Month-to-Month,Yes,21,204.9,171.0
733,27,Male,No,One year,Yes,6,140.0,112.0
734,89,Female,No,Two Year,Yes,8,182.5,77.0
735,47,Male,No,Month-to-Month,No,5,105.0,61.0
736,81,Male,Yes,Month-to-Month,Yes,5,220.1,71.0
737,79,Female,Yes,Month-to-Month,No,6,155.0,102.0
738,35,Male,No,One year,No,7,142.5,125.0
739,88,Male,Yes,Month-to-Month,No,2,147.4,21.0
740,55,Male,No,Month-to-Month,Yes,2,125.0,33.0
741,34,Female,No,Month-to-Month,No,16,220.1,155.0
742,35,Female,No,One year,Yes,12,117.4,139.0
743,43,Female,No,Month-to-Month,No,1,95.0,27.0
744,70,Male,No,One year,Yes,12,162.5,116.0
745,50,Male,Yes,Month-to-Month,No,10,159.9,128.0
746,43,Male,No,Month-to-Month,No,4,105.0,82.0
747,69,Male,No,One year,Yes,8,117.5,96.0
748,25,Male,Yes,Month-to-Month,Yes,4,172.5,72.0
749,88,Female,No,Month-to-Month,Yes,22,169.9,163.0
750,69,Female,No,Month-to-Month,No,20,147.5,149.0
751,43,Female,Yes,Month-to-Month,Yes,8,175.1,97.0
752,79,Male,No,Two Year,Yes,14,195.0,130.0
754,84,Female,Yes,Month-to-Month,No,6,245.1,101.0
755,78,Male,Yes,One year,Yes,21,220.1,186.0
756,84,Female,No,Two Year,Yes,20,147.4,142.0
757,76,Female,Yes,One year,Yes,3,275.1,69.0
758,74,Female,Yes,Month-to-Month,Yes,3,162.5,83.0
759,76,Female,No,One year,No,6,125.0,48.0
760,55,Male,No,One year,No,3,192.5,49.0
761,57,Male,No,Two Year,No,2,105.0,58.0
762,63,Male,No,One year,Yes,11,137.5,91.0
763,89,Female,No,Month-to-Month,Yes,6,125.0,45.0
764,46,Male,No,Month-to-Month,Yes,8,172.4,84.0
765,22,Female,No,Two Year,No,2,115.0,30.0
766,81,Male,Yes,Month-to-Month,Yes,7,202.4,86.0
767,58,Male,No,One year,Yes,5,160.0,59.0
768,48,Male,No,Two Year,No,7,187.5,128.0
769,78,Female,No,One year,No,4,157.5,36.0
771,76,Male,Yes,One year,No,9,172.5,132.0
772,41,Female,No,One year,Yes,8,105.0,74.0
773,29,Male,No,Month-to-Month,Yes,4,135.0,50.0
774,88,Female,No,One year,Yes,9,187.5,92.0
775,89,Female,No,Month-to-Month,Yes,17,150.0,138.0
776,30,Male,No,Two Year,No,26,182.5,216.0
778,87,Female,No,One year,Yes,6,130.0,63.0
779,76,Female,Yes,Month-to-Month,No,9,195.0,82.0
780,69,Male,No,Two Year,Yes,15,140.0,164.0
781,21,Female,Yes,Two Year,Yes,10,262.6,126.0
782,26,Male,Yes,One year,Yes,10,255.1,162.0
783,72,Female,Yes,Month-to-Month,No,6,192.5,65.0
784,66,Male,No,Month-to-Month,No,3,115.0,72.0
785,45,Male,No,Two Year,No,9,130.0,127.0
786,50,Female,Yes,Month-to-Month,No,13,130.0,154.0
787,65,Male,No,One year,No,3,115.0,28.0
788,70,Female,No,Two Year,Yes,9,160.0,113.0
789,47,Female,Yes,Month-to-Month,Yes,12,165.0,143.0
790,39,Male,Yes,Month-to-Month,Yes,7,160.0,113.0
791,84,Male,No,Month-to-Month,No,3,160.0,43.0
792,83,Male,No,Month-to-Month,Yes,5,150.0,53.0
794,62,Male,Yes,One year,No,5,205.0,71.0
795,85,Male,Yes,Month-to-Month,Yes,6,172.4,69.0
796,40,Female,Yes,Month-to-Month,Yes,2,220.1,101.0
797,67,Female,Yes,Month-to-Month,No,9,150.0,91.0
798,33,Female,Yes,Month-to-Month,Yes,13,270.2,193.0
799,77,Male,No,One year,No,29,152.4,257.0
800,20,Male,Yes,Month-to-Month,Yes,8,232.6,151.0
801,75,Male,Yes,Two Year,Yes,5,222.6,123.0
802,24,Female,Yes,Month-to-Month,No,15,262.6,184.0
803,73,Male,No,Two Year,Yes,12,180.0,103.0
804,63,Male,Yes,Month-to-Month,No,5,165.0,77.0
805,67,Female,No,One year,No,14,242.6,148.0
806,44,Male,No,Month-to-Month,Yes,8,182.5,87.0
807,52,Male,No,Month-to-Month,No,8,92.5,105.0
808,61,Male,Yes,Month-to-Month,Yes,9,180.0,83.0
809,41,Male,Yes,One year,No,6,255.1,133.0
810,49,Female,Yes,Month-to-Month,Yes,8,182.5,87.0
812,39,Female,Yes,Month-to-Month,No,6,207.6,83.0
813,52,Male,Yes,Month-to-Month,No,20,117.5,189.0
814,42,Male,No,Month-to-Month,No,4,95.0,51.0
815,29,Female,No,One year,No,9,217.5,104.0
816,52,Female,Yes,Month-to-Month,No,5,245.1,122.0
817,80,Female,No,Month-to-Month,No,12,177.5,148.0
818,83,Female,No,One year,No,10,172.4,85.0
819,73,Female,Yes,Two Year,Yes,2,232.7,67.0
820,34,Female,Yes,Month-to-Month,Yes,12,147.4,98.0
821,82,Female,Yes,Month-to-Month,Yes,24,242.6,213.0
822,23,Male,Yes,Month-to-Month,Yes,14,172.5,169.0
823,64,Female,No,Two Year,Yes,1,212.6,91.0
824,47,Female,Yes,Month-to-Month,Yes,6,155.0,116.0
825,37,Female,Yes,Month-to-Month,No,6,155.0,127.0
826,84,Male,Yes,Two Year,Yes,4,207.5,64.0
827,45,Male,No,One year,Yes,11,127.5,102.0
828,20,Female,No,One year,No,7,127.4,109.0
829,56,Male,Yes,Month-to-Month,Yes,9,195.0,93.0
830,80,Female,No,One year,No,5,115.0,52.0
831,76,Male,Yes,Month-to-Month,Yes,1,207.6,53.0
832,79,Male,Yes,Month-to-Month,No,8,185.0,79.0
833,18,Female,No,One year,No,5,182.4,64.0
834,19,Male,Yes,Month-to-Month,No,6,169.9,80.0
835,47,Male,Yes,Month-to-Month,No,2,220.1,60.0
836,56,Female,No,Month-to-Month,Yes,16,142.5,170.0
837,19,Female,No,Month-to-Month,Yes,24,130.0,221.0
838,24,Female,No,Month-to-Month,Yes,9,140.0,101.0
839,57,Female,No,Two Year,Yes,4,157.5,48.0
840,65,Female,Yes,Month-to-Month,Yes,20,200.1,203.0
842,70,Female,Yes,Month-to-Month,Yes,17,182.5,151.0
843,60,Female,Yes,Month-to-Month,Yes,5,212.6,117.0
844,62,Male,No,Two Year,No,7,150.0,63.0
845,22,Female,No,One year,Yes,4,130.0,69.0
846,65,Male,No,Month-to-Month,No,11,152.5,106.0
847,86,Female,Yes,Month-to-Month,Yes,1,142.5,71.0
848,44,Female,Yes,Month-to-Month,Yes,7,132.5,114.0
849,27,Female,No,Month-to-Month,Yes,4,150.0,69.0
850,22,Female,Yes,Month-to-Month,Yes,11,240.1,129.0
851,83,Female,Yes,Month-to-Month,Yes,26,230.1,217.0
852,23,Female,Yes,Month-to-Month,No,5,130.0,87.0
853,81,Female,Yes,Month-to-Month,Yes,5,160.0,48.0
854,79,Male,No,Month-to-Month,Yes,9,117.5,110.0
855,18,Female,Yes,Two Year,Yes,5,247.7,135.0
856,43,Male,Yes,One year,Yes,7,185.0,93.0
857,18,Female,No,One year,Yes,4,162.5,103.0
858,83,Male,Yes,Month-to-Month,Yes,17,277.7,183.0
859,55,Female,No,Two Year,Yes,2,172.5,52.0
860,61,Female,No,Month-to-Month,No,5,150.0,58.0
861,54,Female,No,One year,Yes,11,172.5,128.0
862,51,Female,Yes,Month-to-Month,Yes,2,170.0,37.0
863,81,Female,Yes,Month-to-Month,Yes,5,172.4,102.0
864,23,Male,No,Two Year,No,3,195.0,72.0
865,61,Male,Yes,One year,Yes,2,235.1,101.0
866,48,Male,Yes,Month-to-Month,No,6,242.6,101.0
867,58,Male,Yes,Month-to-Month,Yes,6,117.5,69.0
868,63,Male,No,Two Year,Yes,9,127.5,87.0
869,78,Male,No,Two Year,Yes,3,179.9,39.0
870,34,Female,Yes,Two Year,Yes,2,139.9,77.0
871,66,Male,No,Month-to-Month,Yes,13,92.5,106.0
872,32,Female,Yes,Month-to-Month,No,3,117.5,40.0
873,55,Male,Yes,One year,Yes,2,187.5,91.0
874,32,Male,Yes,Two Year,No,15,225.1,212.0
875,69,Male,Yes,Month-to-Month,No,9,160.0,89.0
876,51,Female,Yes,Two Year,No,1,255.1,84.0
877,39,Male,Yes,Month-to-Month,No,14,185.0,150.0
878,30,Female,No,Month-to-Month,Yes,19,150.0,166.0
879,38,Female,Yes,Month-to-Month,No,13,182.5,122.0
880,87,Male,No,Month-to-Month,Yes,6,129.9,87.0
881,73,Female,Yes,Month-to-Month,Yes,5,152.5,92.0
882,45,Male,No,Two Year,No,2,207.5,58.0
883,21,Female,Yes,Month-to-Month,Yes,14,155.0,173.0
884,29,Female,No,Two Year,Yes,5,137.5,58.0
885,31,Female,No,Month-to-Month,Yes,10,207.5,114.0
886,37,Female,No,One year,Yes,15,137.4,123.0
887,57,Female,Yes,Month-to-Month,Yes,9,252.6,110.0
888,26,Female,No,Month-to-Month,Yes,13,195.0,130.0
889,36,Female,Yes,Month-to-Month,Yes,2,152.5,62.0
890,83,Female,No,Two Year,Yes,6,137.4,54.0
891,60,Male,Yes,Month-to-Month,No,10,267.7,137.0
892,74,Male,No,Month-to-Month,Yes,5,157.5,45.0
893,35,Male,No,One year,Yes,3,155.0,105.0
894,59,Female,No,One year,No,11,117.4,132.0
895,55,Female,No,One year,Yes,4,182.5,50.0
896,66,Female,No,Month-to-Month,Yes,12,142.5,111.0
897,49,Female,No,Month-to-Month,Yes,13,162.5,122.0
898,22,Female,No,Two Year,No,5,145.0,45.0
900,72,Male,Yes,Month-to-Month,Yes,12,130.0,147.0
902,77,Female,No,Two Year,Yes,16,105.0,124.0
903,27,Female,No,One year,Yes,13,147.5,111.0
904,48,Male,No,Month-to-Month,No,12,135.0,100.0
905,67,Female,Yes,Month-to-Month,No,12,127.5,103.0
906,59,Male,Yes,Month-to-Month,Yes,3,220.1,67.0
907,42,Male,No,Month-to-Month,No,9,185.0,100.0
908,75,Male,No,Month-to-Month,Yes,7,125.0,54.0
909,48,Female,Yes,Month-to-Month,Yes,7,182.5,77.0
910,87,Female,No,One year,Yes,10,162.5,82.0
911,43,Male,Yes,Month-to-Month,No,2,172.5,96.0
912,20,Female,No,One year,Yes,10,212.7,143.0
913,48,Male,Yes,Month-to-Month,No,9,257.6,157.0
914,21,Male,Yes,Month-to-Month,No,4,222.6,130.0
915,34,Male,No,Month-to-Month,Yes,15,152.5,161.0
916,30,Male,No,One year,No,13,112.5,121.0
917,50,Male,Yes,Month-to-Month,Yes,4,142.5,70.0
918,35,Male,No,Month-to-Month,Yes,10,162.5,102.0
919,76,Male,Yes,Month-to-Month,Yes,5,160.0,64.0
920,38,Female,Yes,Month-to-Month,Yes,13,195.0,129.0
921,75,Male,No,Two Year,No,8,149.9,110.0
922,37,Female,No,Two Year,Yes,14,182.5,137.0
923,67,Male,Yes,Two Year,No,5,204.9,73.0
924,84,Female,No,One year,Yes,14,120.0,119.0
925,81,Female,Yes,Month-to-Month,Yes,4,165.0,90.0
926,26,Male,Yes,One year,Yes,4,172.5,75.0
927,20,Male,Yes,Month-to-Month,Yes,6,277.7,124.0
928,20,Male,Yes,One year,Yes,5,275.1,116.0
930,37,Female,No,Month-to-Month,Yes,5,185.0,67.0
931,41,Female,No,Two Year,Yes,7,227.5,105.0
932,36,Female,Yes,Month-to-Month,Yes,5,185.0,78.0
933,64,Female,No,One year,No,4,130.0,71.0
934,56,Female,Yes,Month-to-Month,Yes,12,275.1,142.0
935,34,Female,No,Month-to-Month,No,2,195.0,55.0
936,52,Female,No,Two Year,Yes,11,140.0,115.0
937,44,Male,No,Month-to-Month,No,5,115.0,59.0
938,62,Male,No,Month-to-Month,Yes,16,192.4,144.0
939,32,Female,Yes,Month-to-Month,No,1,140.0,71.0
940,34,Female,Yes,One year,No,6,182.4,109.0
941,26,Male,Yes,Month-to-Month,Yes,3,160.0,61.0
942,46,Female,Yes,Month-to-Month,Yes,14,139.9,164.0
943,57,Male,Yes,Month-to-Month,Yes,2,177.7,64.0
944,54,Female,Yes,Two Year,Yes,10,210.1,153.0
945,60,Female,Yes,Month-to-Month,No,15,172.4,124.0
946,43,Female,Yes,Month-to-Month,Yes,7,117.5,69.0
947,20,Male,No,One year,Yes,1,145.0,53.0
948,89,Female,Yes,Month-to-Month,No,2,210.1,50.0
949,77,Male,No,One year,Yes,5,192.5,62.0
951,89,Male,Yes,Month-to-Month,Yes,2,169.9,36.0
952,39,Male,Yes,Month-to-Month,Yes,27,222.6,256.0
953,58,Male,Yes,Month-to-Month,Yes,1,200.1,89.0
954,57,Male,Yes,Month-to-Month,Yes,17,255.1,199.0
955,88,Male,Yes,Month-to-Month,Yes,10,190.1,139.0
956,27,Male,No,Month-to-Month,Yes,17,117.5,157.0
957,52,Male,Yes,Two Year,No,17,220.1,162.0
958,85,Male,No,Month-to-Month,Yes,14,142.5,150.0
959,21,Male,No,One year,No,1,142.5,82.0
960,23,Female,Yes,Two Year,No,9,275.1,132.0
961,72,Male,No,Month-to-Month,Yes,5,162.5,66.0
962,37,Female,No,Month-to-Month,Yes,8,115.0,66.0
963,31,Female,Yes,Two Year,No,1,204.9,48.0
964,29,Female,No,Month-to-Month,Yes,18,147.5,145.0
965,80,Male,Yes,Month-to-Month,No,3,140.0,40.0
966,23,Male,Yes,Month-to-Month,Yes,11,190.1,169.0
967,70,Female,Yes,One year,Yes,6,222.6,120.0
968,41,Male,No,One year,No,2,140.0,63.0
969,44,Male,No,One year,Yes,9,200.1,149.0
