,CaseOrder,Customer_id,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Multiple,OnlineSecurity,TechSupport,StreamingTV,Tenure,MonthlyCharge,Bandwidth_GB_Year
254,255,H146363,346,0,33,49396.09,7.779622319,12,3,0,0,0,1,0,1,9.740709475,190.173699,1514.131966
255,256,S596844,110,6,87,35060.94,10.74985413,8,0,1,0,0,1,0,1,1.213704886,202.649979,1189.549671
256,257,K458306,34993,0,34,66055.53,7.738373361,11,2,0,0,0,0,0,0,11.86252419,134.950905,1114.020282
257,258,N279711,36260,7,76,91335.76,12.01267388,11,1,0,0,0,1,1,0,2.416685985,142.500692,1078.291303
259,260,H849889,41839,0,47,75042.1,3.11231175,12,1,1,0,1,0,1,1,6.549035393,232.62403,1489.077486
260,261,R379090,16546,7,84,91001.1,8.284591121,8,1,0,0,0,0,0,1,10.57197066,242.628057,1649.312808
261,262,L187290,4,4,19,44426.28,6.269792565,20,0,0,0,1,0,0,0,3.379756569,202.443347,905.1959227
262,263,X525693,32603,0,87,63284.16,9.803905459,16,1,1,0,1,0,1,0,8.959047529,124.993537,684.6318529
263,264,T515102,607,3,75,14039.21,8.571019738,5,1,0,0,1,0,1,1,10.23679934,174.976769,1662.533055
264,265,V571104,1067,0,37,12453.24,10.00344746,14,0,1,0,0,1,0,1,14.96503088,225.145743,2436.57146
265,266,V824084,7655,1,52,15934.12,4.255224068,12,0,1,0,1,0,0,1,23.79323993,275.133571,2677.74041
266,267,L189856,5981,0,24,48314.4,11.2714618,14,1,0,0,1,0,1,1,11.45675389,287.642733,1779.309609
267,268,D07066,655,4,83,5511.77,8.477982632,19,0,0,0,0,1,0,1,11.04076215,177.65076,1494.716409
268,269,N584184,16395,3,19,10701.11,9.753145376,19,0,1,0,1,0,0,1,7.425503428,220.114868,1740.72604
269,270,K578402,198,1,78,10767.15,14.57387887,13,0,0,0,1,1,1,0,2.411712843,197.516854,704.7552669
270,271,Y413092,3473,4,61,13493.63,13.13441554,15,1,1,0,1,1,1,0,2.009542213,194.974431,558.4710883
271,272,F980573,2992,0,38,25071.58,11.62771397,15,0,0,0,0,0,0,1,9.068119482,175.133074,1282.279049
272,273,I581177,2914,0,79,368.5,6.114030983,11,0,1,0,1,1,0,0,1.926789854,147.478341,287.8189836
273,274,U469398,617,0,49,27976.63,12.76603868,8,2,1,0,1,0,0,0,11.77389421,134.980139,1129.529441
274,275,I85282,444,0,41,56154.5,6.348897952,10,3,0,0,1,0,0,0,2.585228303,157.483594,394.0148722
275,276,Z317359,48969,0,75,62145.59,16.10939031,9,2,1,0,1,1,1,1,9.517703088,255.141716,1302.230824
276,277,I981930,17307,1,60,6517.94,7.151598137,13,0,0,0,0,0,0,1,9.532523799,137.439154,970.4682919
277,278,N227355,25764,1,70,19090.03,4.575363954,13,0,0,0,0,1,1,1,23.103996,235.159141,2522.88913
278,279,E805998,671,0,23,13194.33,13.42263904,9,0,0,0,0,0,1,0,5.104873611,147.460067,682.9871863
279,280,J633340,3064,2,84,63963.36,3.559550725,8,1,0,1,1,0,0,1,6.877942744,232.637807,1537.109931
280,281,L762626,25619,1,63,34447.89,5.971214226,13,3,0,0,0,0,0,1,21.17839683,137.439154,1961.923965
281,282,S206250,22547,2,88,36315.29,7.287197615,16,3,0,0,0,0,1,1,1.586331702,129.948316,676.1747964
282,283,C917569,545,0,44,5009.07,11.30031859,18,3,0,0,1,1,0,1,3.778174405,242.632554,929.2607767
283,284,L282757,398,1,49,14202.72,10.26519974,17,0,0,1,0,0,0,1,11.58276897,187.609354,1849.484087
285,286,N914081,32084,1,69,36453.31,10.96553586,8,1,0,0,1,0,1,0,20.78013031,159.980465,1898.877878
286,287,K905632,5148,2,60,11250.71,10.93514898,16,1,1,0,1,0,0,0,3.940297464,159.947583,992.3501481
287,288,H247341,2526,0,57,65951.35,2.98020454,11,0,0,1,0,0,1,0,11.38099891,137.487242,994.6354785
289,290,P742927,703,0,26,41879.1,12.29165611,11,0,1,0,0,0,0,1,12.75609778,117.439154,1775.838153
290,291,V109553,7334,0,85,17080.57,10.32744663,10,0,1,0,1,1,1,0,6.253919786,209.993134,1297.050577
291,292,J227266,61045,2,82,68122.23,9.22949351,18,0,0,0,1,1,0,0,18.9537053,169.974105,1746.405243
292,293,F881222,117,2,40,39468.79,10.02758972,11,1,1,0,1,1,1,0,9.640061615,197.470195,1698.465833
294,295,Y554348,26659,1,71,84301.44,10.97274944,10,0,1,0,1,0,1,0,12.42120946,207.475448,1886.153328
295,296,N800767,12478,2,48,42469.81,11.87042081,14,1,0,0,1,1,0,0,8.134438503,160.00128,958.6989908
296,297,B363210,11294,0,24,75458.79,9.531063533,10,1,0,0,1,1,0,0,14.86764776,147.478341,1446.203986
297,298,P903407,3264,3,79,60345.9,8.798065013,11,1,0,0,0,0,0,0,5.548652108,127.488728,774.6125757
298,299,O825386,4926,4,82,76066.77,15.27146446,12,2,1,0,0,0,0,1,18.35541838,139.981577,1939.811149
299,300,Q76170,473,2,68,42755.27,7.014445177,8,0,1,1,0,0,0,1,7.62779591,220.132293,1165.564309
300,301,J04574,20925,5,77,76874.25,10.62019312,10,0,0,0,1,0,1,0,4.439685675,214.952509,750.8768234
301,302,R620556,114,1,19,41075.64,10.04585562,14,1,1,1,0,0,1,0,11.16903388,139.99789,1292.3206
302,303,S136763,715,1,80,63095.62,10.88047174,15,1,2,1,1,1,1,1,14.14101821,270.160419,2335.130986
303,304,J790219,110,4,31,82131.87,9.975481565,13,1,0,0,1,0,0,0,3.212400569,202.443347,769.8534863
304,305,O403373,19869,2,62,28502.33,7.248946018,10,1,2,0,0,0,1,0,16.84928353,172.47417,1729.837284
305,306,S256934,13768,4,80,9450.84,9.53003591,16,1,1,0,1,0,0,1,3.834727471,137.468388,649.3891796
306,307,F693121,604,1,36,44977.06,6.592317798,16,3,0,0,0,0,0,1,6.198230305,104.962874,823.0046464
307,308,O154545,20731,0,72,13583.35,8.124261532,12,3,0,0,0,0,1,0,4.216732972,174.969934,1107.882056
308,309,A745374,666,0,50,42093.64,11.44655577,11,1,0,0,0,0,1,0,4.355064781,139.99789,683.8622599
309,310,W893206,729,3,31,55398.87,10.1755818,17,2,0,0,0,1,1,1,4.030250374,144.988941,1301.49424
310,311,H113074,19659,0,22,22362.59,13.7362126,15,0,2,0,0,0,0,0,9.915959247,114.997564,1079.012505
311,312,J779911,22569,0,50,40271.47,13.93422217,11,1,0,1,1,1,0,0,9.821728297,172.484753,1283.463995
312,313,Y832510,2019,0,28,56178.63,3.405050602,11,2,0,0,0,0,0,0,9.183905417,124.97808,987.653655
313,314,S528947,1566,0,63,21053.35,10.69284712,8,2,1,0,0,1,1,0,8.892893007,174.991856,1088.263081
314,315,V592787,38579,1,73,75866.75,10.11985468,11,0,0,0,0,0,1,0,7.661226872,92.488023,583.0259559
315,316,H283133,3232,3,72,74061.48,5.863179258,16,0,0,0,0,0,0,0,12.4767812,139.965008,1778.733282
316,317,W884202,566,7,23,35102.93,13.357551,8,0,0,0,1,0,0,0,2.462148717,192.470522,900.4043765
317,318,N447597,659,1,49,26391.1,14.04061351,10,1,0,0,0,0,1,1,14.09942339,220.118516,1693.576099
318,319,C416907,1253,1,82,29982.49,4.586902043,14,0,0,1,0,1,0,1,7.272649386,232.622804,1143.826239
319,320,A51913,23517,1,72,51154.34,11.03563726,9,1,0,0,1,1,0,1,3.999030359,210.156274,886.340074
320,321,C742414,5886,1,45,37583.97,11.32768159,11,1,1,0,0,1,0,0,3.115945151,114.972827,373.2772664
321,322,B773959,24628,1,73,28654.87,5.307097721,13,1,0,0,0,1,1,0,13.67931764,149.977753,1245.328696
323,324,V971650,34669,4,71,11591.09,11.05733159,11,1,0,0,0,1,0,1,5.953547112,132.479779,1354.401018
324,325,L226598,1286,4,67,70174.11,8.702618087,11,0,0,0,0,1,0,1,11.74635394,190.12704,1971.429689
325,326,K730146,3032,1,43,8495.04,7.045651851,11,1,2,1,0,0,1,0,5.954024226,92.488023,623.7865683
326,327,O894158,312,5,27,17191.02,12.61411193,12,2,0,1,1,0,0,1,22.8577804,220.114868,3040.553763
327,328,H307794,15586,2,39,24732.09,9.703658153,13,1,1,0,0,1,0,0,1.407866545,107.495766,864.7036995
328,329,A318319,422,0,52,27282.21,8.220453321,13,0,1,0,1,0,0,0,21.08265979,169.967067,2042.113893
330,331,T638377,396,0,48,87568.16,11.11756812,12,0,0,0,0,0,0,1,9.734064703,200.132293,1755.645123
331,332,E369828,4270,0,22,69327.78,13.07119875,10,2,1,0,1,0,0,1,12.21754865,262.610632,1758.735654
332,333,G948882,3098,1,69,5194.22,12.10865222,13,2,0,1,1,1,1,1,2.423722078,152.495236,557.0118807
333,334,Y748946,20606,1,31,12951.51,9.681031902,15,1,0,0,0,1,1,1,13.66061487,202.636202,2205.334092
335,336,D493050,340,0,65,47288.09,7.535866122,11,0,0,1,0,0,1,0,4.844060027,159.983006,609.0598401
338,339,X960330,7256,3,74,42386.84,12.2870805,9,0,0,0,0,0,0,0,7.69213424,104.97808,1220.452161
339,340,O463102,683,3,27,38864.57,10.66015784,10,1,0,0,1,1,0,0,13.73012915,204.961033,1771.472597
340,341,W202562,6910,4,79,25215.22,7.044096971,13,2,0,0,0,1,0,1,5.690013293,245.145743,1201.484293
341,342,B323829,7496,1,41,9302.3,12.14893118,14,1,0,0,0,1,0,0,6.68894661,95.019486,764.3017535
342,343,M790643,641,0,51,45225.74,12.71107869,14,2,0,1,0,0,0,0,9.475983046,169.937833,1022.415622
343,344,D555108,2816,0,57,29976.15,9.759360165,14,0,0,0,1,0,1,0,4.893221514,207.475448,1284.442486
344,345,W839946,58,1,66,13155.79,2.816821044,13,0,1,0,0,0,1,0,2.656915117,114.983787,289.9240291
345,346,O511762,1277,4,85,14980.5,9.617602049,9,4,0,0,1,0,0,1,8.381515693,232.637807,1718.600163
348,349,B871043,617,3,56,27978.78,13.97477268,10,3,0,0,1,1,1,1,1.281566108,152.495236,567.6177123
349,350,S317408,307,1,80,46622.3,11.19861363,10,0,0,0,0,0,0,0,3.365552603,134.950905,380.0501404
350,351,S255098,8447,0,37,34419.26,10.18921185,12,1,0,0,0,0,0,1,5.397827503,200.132293,1436.408211
351,352,X426072,35345,7,24,8507.97,9.518819692,11,3,0,0,1,1,1,0,9.001231999,197.470195,1852.503069
352,353,W452692,41155,3,48,64420.19,11.01996949,15,3,2,0,1,0,1,0,10.9750814,192.456745,1312.008382
354,355,L944489,115,3,74,64446.9,11.17971961,13,2,0,0,0,0,1,1,14.12966281,222.660939,1854.793303
355,356,K681982,1079,1,37,20647.83,12.16826675,17,1,0,0,0,0,0,0,14.66914461,114.950905,1778.431765
356,357,F240900,22924,0,54,23956.91,17.39213562,10,1,0,0,0,0,1,0,5.388165017,182.446995,764.2419259
357,358,R164095,3241,1,84,56003.36,12.02476736,10,1,0,0,0,1,1,0,2.810825808,95.005709,307.018806
360,361,W211742,34460,4,85,70023.28,7.846521648,14,2,0,0,1,0,0,1,6.10108047,207.638588,1080.159892
361,362,H500107,15900,1,86,40728.96,5.670110512,13,2,0,0,0,0,1,1,4.950398978,220.118516,775.5613336
362,363,E998043,2945,1,70,69248.13,13.37036883,19,1,0,0,1,0,0,1,10.16660427,137.468388,1061.587971
363,364,E965565,20450,1,33,65187.42,9.826229752,13,2,0,0,0,0,0,0,12.29558653,159.965008,1334.403775
364,365,S332430,892,1,58,26005.77,12.07226102,13,1,0,0,1,1,0,0,24.8868126,182.465269,2346.143947
365,366,L596007,14931,2,58,10423.75,15.42491471,12,1,1,0,0,1,1,0,9.660361769,129.977753,1491.768656
366,367,R760429,104,4,42,28909.96,8.601959705,9,0,0,1,1,0,0,0,7.663625954,112.484375,927.1279646
367,368,N954926,21997,2,89,28219.28,8.787582345,10,0,0,0,0,0,0,0,5.25445262,127.488728,686.9354616
368,369,Z164087,5302,2,63,67319.27,6.362190982,12,1,2,0,0,0,1,1,13.59137366,162.471255,1460.513443
369,370,Z714373,10237,0,18,71348.1,9.507249087,13,0,1,0,0,1,1,1,12.3492819,154.961766,1942.250203
370,371,E862109,19582,4,82,39231.99,12.06831191,10,0,1,0,1,0,1,1,18.37317391,194.976769,1923.549943
372,373,K974970,51767,7,36,69104.9,13.15969677,14,1,0,0,0,1,0,1,22.33583015,162.452604,2499.186161
373,374,S411723,2001,1,87,31282.78,6.18537496,18,1,0,0,0,1,0,1,1.541545443,107.48056,302.3848209
374,375,C867654,482,0,48,65229.24,9.089998883,10,1,0,0,0,1,0,0,12.78453216,142.482694,1865.48625
376,377,L538003,222,0,57,66922.3,5.868957217,12,0,0,0,1,0,0,0,7.065506244,125.007314,790.9469893
377,378,P120818,467,3,89,1666.59,2.657311067,12,2,0,0,1,1,1,0,4.258552081,139.987503,956.2636975
378,379,H401803,7079,6,30,50258.38,13.75498892,11,1,0,0,0,0,0,0,4.801969514,112.455141,639.3261343
379,380,W309763,32929,4,54,54373.35,11.07079287,13,1,0,0,0,1,0,1,5.204853319,212.622804,1572.045646
380,381,X715086,6923,5,55,33588.84,10.74788638,9,0,1,1,0,0,0,0,32.0730133,182.460772,3099.922244
381,382,L72577,19201,1,46,23629.05,15.68552752,10,1,2,1,1,0,0,0,11.16847385,159.947583,1599.727567
382,383,R753498,2080,0,18,91186.03,10.08605721,13,0,0,0,0,1,0,1,16.8000196,245.145743,2188.672399
383,384,U843827,5983,0,58,20204.74,16.26782621,14,0,0,0,0,1,1,0,17.6210362,149.977753,1586.699491
384,385,L152937,46064,1,60,37703.83,4.946414499,12,1,0,0,0,0,1,1,17.18829795,184.967019,1828.279015
385,386,D765207,32525,2,62,29117.32,14.19610787,7,1,0,1,0,0,0,0,17.52138221,92.455141,1866.966586
386,387,N700604,9562,4,30,52531.72,15.83394061,14,1,0,0,1,0,0,1,10.4103675,149.944668,1718.555203
387,388,J316639,883,4,75,25742.72,7.663279641,16,0,0,0,1,0,0,0,3.310281145,167.456419,556.2193844
388,389,Y517622,53,7,23,21072.82,7.43893815,17,3,1,0,1,1,1,0,2.993625911,197.516854,1035.183038
389,390,P454810,1512,1,84,37774.81,11.70582668,11,1,0,0,0,1,1,0,16.26037537,152.488401,1580.43019
390,391,H757186,4813,3,61,20811.42,13.60774223,6,2,1,0,0,1,0,0,3.045064701,162.482694,703.6927423
391,392,A653303,11435,0,75,34474.39,6.02604588,11,2,0,0,1,0,0,1,15.35762157,262.610632,1842.258692
392,393,J307751,16177,3,72,81388.6,8.273678516,7,0,0,0,0,1,0,1,5.940902789,190.173699,1167.271182
393,394,N206516,170,0,66,78272.96,9.424686492,10,0,0,0,1,1,1,1,5.988505209,187.513939,1007.289786
394,395,W592004,31845,2,81,11655.88,10.05990041,11,1,0,0,0,0,1,1,7.138784756,212.641455,1500.69101
395,396,Q445599,40,4,34,37773.19,12.69711858,12,1,1,0,0,0,1,0,8.951793883,104.964303,1404.773397
396,397,P651840,586,1,82,40183.01,10.3853182,9,1,0,0,1,0,0,1,4.221959275,232.637807,1342.310858
397,398,F902621,8303,1,73,37149.4,10.48123205,17,0,0,1,0,1,0,1,9.797427154,142.499263,1250.94478
398,399,K455778,924,0,28,10331.57,13.43076227,17,1,0,0,1,1,1,1,10.90397471,277.63748,1710.958869
399,400,H686155,758,1,48,37096.85,7.951590644,5,0,0,0,0,0,0,0,1.665591776,112.455141,169.3992798
400,401,G769178,723,2,53,26004.59,9.100502767,13,0,0,0,0,0,1,1,8.611218573,220.118516,1261.554565
401,402,V150452,39,4,52,77291.95,11.9086306,13,0,0,1,0,0,1,0,1.28507969,139.951231,794.9581116
402,403,P688672,6250,3,20,24462.25,5.304627269,13,1,1,0,0,1,0,0,1.379696124,184.978458,713.364269
403,404,I31591,17,0,19,75871.75,12.07096717,11,2,0,0,0,0,1,1,3.084376591,210.138,952.5914921
404,405,W339489,2550,0,70,28840.47,7.336943024,14,0,0,1,0,1,1,0,2.43754565,142.468917,778.6094503
405,406,Y795644,512,4,48,25299.48,10.16142541,13,1,0,0,1,1,0,0,3.288124191,160.00128,627.0001275
406,407,Z42949,599,2,28,37631.4,9.632814549,13,3,0,0,0,1,1,0,32.30772134,127.481989,2938.319116
407,408,K702957,6524,2,52,23014.69,6.346778536,8,0,1,0,0,1,0,1,13.46565415,162.452604,1566.001524
408,409,U27325,723,1,77,31300.68,12.1986895,16,2,0,0,0,0,0,1,19.244458,172.457857,1889.642423
409,410,N804575,4243,3,71,55840.35,6.444558317,15,0,0,0,1,1,0,1,8.69085131,255.155493,1420.771651
410,411,P54060,18731,4,22,9729.44,11.7174619,16,1,0,0,1,0,1,0,3.778575882,184.979684,1254.725693
411,412,L363925,955,1,88,35891.67,6.286550988,17,1,2,0,1,1,1,0,10.27819073,175.006206,1570.345219
412,413,S253484,2338,0,25,20801.9,9.886595026,13,0,0,1,0,0,0,0,4.156887945,112.455141,500.4406927
414,415,R548809,757,1,39,33217.64,11.10996233,17,0,1,0,0,0,1,1,5.254442453,172.44408,787.0962355
415,416,U138913,19073,1,29,45562.97,9.301929385,13,2,0,0,0,0,1,1,5.2551003,200.165175,1119.610001
416,417,M244790,23666,1,22,15380.9,8.535578793,12,1,2,0,0,0,1,0,6.417132666,127.460067,1155.782468
418,419,H932939,5287,4,74,57900.98,9.581508542,12,2,0,0,1,1,1,0,4.924623699,207.49737,922.1362066
419,420,X00931,5364,2,84,60476.86,8.763218085,9,0,0,0,0,0,0,0,6.325942162,169.937833,717.6823944
420,421,P218828,3424,1,65,26875.13,12.72077056,10,3,0,1,0,0,0,1,17.22220989,152.457857,2223.835601
421,422,P365450,19527,2,29,24447.03,5.304635517,13,0,0,0,0,0,0,0,3.238699239,162.460772,1143.685617
422,423,R912808,0,2,51,14817.22,11.18732698,16,0,0,1,0,0,0,1,6.437878909,200.132293,1537.296207
423,424,J883265,7699,0,40,6170.55,11.6443975,13,0,1,0,0,0,0,0,15.22323989,182.460772,1614.544362
424,425,L161656,1126,2,49,33620.38,9.83612847,8,0,1,0,0,0,0,0,7.484425045,124.97808,758.8338668
425,426,O412044,584,7,61,86453.08,9.202197695,20,1,0,0,0,0,0,1,7.218752772,230.105118,1317.766231
427,428,O987713,17872,1,85,76984.15,9.320914781,12,1,0,0,0,1,0,0,10.03363969,142.482694,1467.273158
429,430,L983845,1003,4,48,13148.09,16.41445271,13,1,0,0,0,0,1,0,16.52138638,105.010962,1568.47416
430,431,G661518,169,4,86,11612.88,4.964218639,11,2,1,0,0,0,0,0,13.83290937,114.965789,1376.095043
431,432,Z511670,1088,0,53,71215.87,6.702458265,13,0,1,0,0,1,0,0,5.02568958,184.978458,811.5600648
432,433,I745729,41863,2,88,18113.33,8.623296005,18,0,0,0,0,0,0,0,2.644787483,134.950905,243.2617759
433,434,K814248,2101,1,40,18895.18,4.874661522,17,0,0,0,1,0,0,0,2.522962069,182.490006,676.6465414
434,435,K719786,0,1,23,48852.54,4.924368526,11,1,0,0,1,0,0,0,3.508974199,192.470522,801.4709595
435,436,Y874048,6349,3,63,6574.36,9.173811061,11,1,0,1,0,0,0,1,11.50651216,149.962093,1316.145864
436,437,A940721,40305,2,28,10342.14,9.553427818,8,1,1,0,0,1,0,0,10.96319721,95.019486,1270.217581
437,438,V402063,1691,1,26,23028.48,6.007630739,16,0,1,0,1,1,0,1,5.505247606,245.174977,1339.709597
439,440,Y701439,22,2,43,31920.88,14.02031408,10,2,1,0,1,1,1,0,10.27782059,207.49737,1400.834009
440,441,Z281810,655,6,70,54961.9,12.07594948,19,0,0,0,0,1,0,1,3.364993591,245.145743,1149.108155
442,443,B442948,88349,1,29,21897.41,13.1215267,10,0,0,1,1,0,0,1,1.171557288,182.467607,544.12326
443,444,H620644,30781,4,61,72129.01,10.4523599,15,1,2,0,1,0,1,1,7.262579715,267.642733,1803.917571
444,445,N573961,4734,1,73,16368.02,10.07963518,14,0,0,0,0,1,0,0,17.06899012,104.992311,1518.747945
445,446,I403839,56959,2,27,59147.78,5.763454353,11,0,0,0,0,1,0,0,10.8600084,164.978458,1932.20577
446,447,F812880,0,1,56,65900.37,9.086330232,8,1,2,0,1,0,0,1,16.48065356,240.114868,1886.312286
447,448,L74134,8800,6,19,69369.36,10.04912841,12,3,0,0,1,0,0,0,10.85041661,124.960655,1738.71901
448,449,B255311,3873,1,56,23382.74,8.431329813,12,2,0,0,0,0,0,0,4.85576672,127.442069,1060.026737
449,450,O764702,417,2,83,25886.2,8.961461799,15,1,0,0,1,0,1,0,1.715329149,169.992756,250.9270047
450,451,D269899,221,3,84,99519.26,12.87091514,15,1,0,0,1,0,1,0,21.71097206,169.992756,1916.832871
451,452,W291881,10321,0,62,93039.69,7.236546463,16,0,0,0,1,0,0,0,3.470685398,179.979358,573.9920618
452,453,L409845,1601,0,67,37852.37,7.048563699,14,2,0,0,0,0,0,0,1.914386255,134.950905,272.9823095
453,454,L647810,1506,1,21,54727.46,13.17156155,12,1,1,0,1,0,0,1,9.16272705,192.440432,1233.975771
454,455,G97647,7033,2,31,47944.46,11.11418795,10,0,0,0,1,0,0,1,7.457173484,172.440432,1552.772876
455,456,F519639,1301,2,25,18402.27,5.236234219,12,1,0,0,0,1,0,1,4.991605214,212.669463,1259.735294
456,457,J291465,117,0,60,43631.75,10.08565191,12,0,0,0,0,0,0,1,10.5903229,175.133074,1287.821218
457,458,V170205,3345,6,84,31392.97,4.843029288,13,0,0,0,0,0,0,0,14.68216127,159.965008,1516.667438
458,459,Y172017,25854,1,36,10466.23,7.565105658,10,0,0,0,1,0,0,0,5.440398012,112.484375,589.9932647
459,460,E996692,90,0,87,20197.89,7.940679007,14,1,1,0,1,0,1,0,11.92300936,179.965581,1021.482609
460,461,J207539,3191,2,80,99482.26,12.94031641,12,2,0,0,1,0,1,1,9.461939857,252.62403,1267.634616
461,462,I797960,37,0,34,48005.75,7.794425904,9,2,0,0,0,1,1,0,13.90000955,95.005709,1266.503765
462,463,Y592744,714,4,39,50666.54,4.88644359,6,0,2,1,1,0,0,1,13.99579075,240.114868,1877.852717
464,465,Q783171,34928,4,36,7953.27,9.879617841,10,2,1,1,1,0,1,1,3.179043613,182.45383,744.2470872
465,466,K796504,17576,0,18,101000.3,11.26553266,10,0,1,0,1,0,0,1,14.58066686,149.944668,2023.519366
466,467,F157997,746,0,66,10882.02,13.28523257,9,3,0,0,1,0,0,0,17.24908083,144.960655,1428.427469
467,468,G73581,27479,3,20,69156.25,15.62909771,15,0,0,0,0,0,0,1,2.760467902,187.609354,1283.253595
468,469,C875992,49612,0,73,19563.77,11.31172944,16,0,1,0,0,0,0,1,20.04140358,129.962093,2256.776479
469,470,S473175,7286,0,83,27113.0,11.06959212,11,0,0,0,0,1,0,1,8.001673351,129.976324,955.0876357
471,472,M353309,73,2,62,23165.82,11.06361355,10,2,0,0,0,0,1,1,14.68600159,172.44408,1562.32774
472,473,F900891,22,2,34,13378.22,11.56147327,15,3,0,0,0,0,0,1,4.135515169,117.485813,776.4780765
473,474,L957640,9054,2,28,5337.97,13.49663107,10,3,0,0,0,0,0,0,9.086633107,159.965008,1118.646915
474,475,M521755,2663,2,26,72490.86,7.581534683,15,0,0,0,0,1,1,1,9.493585403,167.484705,1781.692875
475,476,C960228,18185,2,82,12476.24,10.67669456,13,2,0,0,0,0,0,1,5.372758028,129.962093,1086.92093
476,477,J12843,7530,1,59,64584.13,11.74759925,13,0,0,0,0,0,0,1,13.82188875,139.981577,1551.398147
477,478,P960014,28759,6,46,32885.95,9.044025424,12,0,0,0,0,0,0,0,2.598489694,124.97808,573.751474
478,479,T912154,26744,1,44,80862.03,7.949846907,16,2,2,0,0,0,1,1,12.9401487,255.137219,1794.116848
479,480,G696221,20818,4,56,49800.1,11.35513416,11,3,1,0,0,0,0,1,4.957713222,230.105118,1103.594576
481,482,R934959,517,2,50,19133.76,9.993073346,11,3,1,0,1,1,0,1,7.176411327,255.155493,1381.802291
482,483,B264341,4295,7,53,23413.1,11.38306511,11,3,0,0,0,0,0,1,5.709925704,172.457857,1091.10126
483,484,Q20365,882,1,84,11957.82,9.818276662,10,0,0,0,1,0,0,0,3.956375328,137.483594,891.9472856
484,485,W415051,1920,5,33,31250.41,14.32006623,13,0,0,0,1,0,0,0,1.033067819,167.456419,538.1168657
485,486,Z477994,8819,3,29,9487.91,10.02701706,14,1,0,0,0,1,0,0,2.206152519,127.495766,497.9042695
486,487,D195797,2694,7,87,13533.47,12.67439697,16,2,1,1,1,0,1,1,3.820262172,287.642733,1115.476658
487,488,V615478,3878,3,34,46533.08,11.95689175,4,2,0,0,1,0,0,0,2.640977982,167.456419,522.7315686
488,489,U577089,27454,3,34,47946.16,16.23914454,12,1,0,0,0,1,1,1,5.622660986,164.988941,961.5888385
489,490,N275150,180,1,28,14393.72,12.55052929,16,3,0,1,1,1,0,1,1.634394387,242.632554,883.9008134
490,491,A500103,294,2,68,4102.64,13.71586929,13,2,1,0,0,1,0,0,2.012075635,130.006414,565.3167155
491,492,J308893,2958,0,26,11249.18,8.90345193,14,0,1,1,1,1,1,1,10.06913982,257.63748,2062.605873
492,493,P892051,321,0,61,18684.74,11.70304454,14,1,1,0,0,1,1,0,6.935335786,129.977753,1197.080651
493,494,L947038,8778,4,79,75276.52,3.602721856,12,0,0,0,0,1,0,1,15.56741347,232.622804,1972.725118
494,495,F498478,361,1,49,78129.73,5.21028807,8,0,0,0,1,0,0,1,12.75071284,182.467607,1427.321538
495,496,H75117,93,3,85,97761.18,9.442505655,11,1,0,0,0,0,0,1,8.573785357,220.132293,1218.124487
496,497,H292733,20943,0,25,20789.86,2.760749024,16,1,0,0,1,0,0,1,13.86188691,252.637807,1874.789062
497,498,L124227,110,0,19,34038.71,13.2491569,11,0,0,0,0,1,0,1,10.77929667,142.452604,1806.007164
498,499,Z253470,34488,0,28,16051.94,13.4911859,15,0,0,0,0,1,0,0,16.88097916,94.972827,1939.600904
499,500,F161487,1096,0,86,24266.04,7.779828793,15,0,0,0,0,0,0,1,16.92163398,210.105118,2275.888923
500,501,T434750,5549,0,54,28712.86,10.68579941,13,1,0,0,0,0,0,0,11.91663193,92.455141,1372.385193
501,502,P43762,7278,2,28,18966.81,9.905787776,16,1,0,1,0,0,1,0,2.81822785,194.969934,785.6266383
502,503,D309783,1204,2,25,67530.44,11.62388139,14,1,0,1,0,1,1,0,5.100566529,129.977753,1226.343895
503,504,B310750,955,4,81,38866.92,12.19296315,10,1,1,0,0,0,0,1,4.806882153,242.628057,1047.361909
