,Population,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Multiple,OnlineSecurity,TechSupport,StreamingTV,MonthlyCharge,Bandwidth_GB_Year
307,20731,0,72,13583.35,0,8.124261532,12,3,0,0,0,0,1,0,174.969934,1107.882056
308,666,0,50,42093.64,0,11.44655577,11,1,0,0,0,0,1,0,139.99789,683.8622599
309,729,3,31,55398.87,0,10.1755818,17,2,0,0,0,1,1,1,144.988941,1301.49424
310,19659,0,22,22362.59,0,13.7362126,15,0,2,0,0,0,0,0,114.997564,1079.012505
311,22569,0,50,40271.47,1,13.93422217,11,1,0,1,1,1,0,0,172.484753,1283.463995
312,2019,0,28,56178.63,0,3.405050602,11,2,0,0,0,0,0,0,124.97808,987.653655
313,1566,0,63,21053.35,0,10.69284712,8,2,1,0,0,1,1,0,174.991856,1088.263081
314,38579,1,73,75866.75,0,10.11985468,11,0,0,0,0,0,1,0,92.488023,583.0259559
315,3232,3,72,74061.48,0,5.863179258,16,0,0,0,0,0,0,0,139.965008,1778.733282
316,566,7,23,35102.93,1,13.357551,8,0,0,0,1,0,0,0,192.470522,900.4043765
317,659,1,49,26391.1,1,14.04061351,10,1,0,0,0,0,1,1,220.118516,1693.576099
318,1253,1,82,29982.49,1,4.586902043,14,0,0,1,0,1,0,1,232.622804,1143.826239
319,23517,1,72,51154.34,0,11.03563726,9,1,0,0,1,1,0,1,210.156274,886.340074
320,5886,1,45,37583.97,0,11.32768159,11,1,1,0,0,1,0,0,114.972827,373.2772664
321,24628,1,73,28654.87,0,5.307097721,13,1,0,0,0,1,1,0,149.977753,1245.328696
323,34669,4,71,11591.09,0,11.05733159,11,1,0,0,0,1,0,1,132.479779,1354.401018
324,1286,4,67,70174.11,1,8.702618087,11,0,0,0,0,1,0,1,190.12704,1971.429689
325,3032,1,43,8495.04,0,7.045651851,11,1,2,1,0,0,1,0,92.488023,623.7865683
326,312,5,27,17191.02,1,12.61411193,12,2,0,1,1,0,0,1,220.114868,3040.553763
327,15586,2,39,24732.09,1,9.703658153,13,1,1,0,0,1,0,0,107.495766,864.7036995
328,422,0,52,27282.21,0,8.220453321,13,0,1,0,1,0,0,0,169.967067,2042.113893
330,396,0,48,87568.16,1,11.11756812,12,0,0,0,0,0,0,1,200.132293,1755.645123
331,4270,0,22,69327.78,1,13.07119875,10,2,1,0,1,0,0,1,262.610632,1758.735654
332,3098,1,69,5194.22,1,12.10865222,13,2,0,1,1,1,1,1,152.495236,557.0118807
333,20606,1,31,12951.51,0,9.681031902,15,1,0,0,0,1,1,1,202.636202,2205.334092
335,340,0,65,47288.09,0,7.535866122,11,0,0,1,0,0,1,0,159.983006,609.0598401
338,7256,3,74,42386.84,0,12.2870805,9,0,0,0,0,0,0,0,104.97808,1220.452161
339,683,3,27,38864.57,1,10.66015784,10,1,0,0,1,1,0,0,204.961033,1771.472597
340,6910,4,79,25215.22,1,7.044096971,13,2,0,0,0,1,0,1,245.145743,1201.484293
341,7496,1,41,9302.3,0,12.14893118,14,1,0,0,0,1,0,0,95.019486,764.3017535
342,641,0,51,45225.74,0,12.71107869,14,2,0,1,0,0,0,0,169.937833,1022.415622
343,2816,0,57,29976.15,1,9.759360165,14,0,0,0,1,0,1,0,207.475448,1284.442486
344,58,1,66,13155.79,0,2.816821044,13,0,1,0,0,0,1,0,114.983787,289.9240291
345,1277,4,85,14980.5,1,9.617602049,9,4,0,0,1,0,0,1,232.637807,1718.600163
348,617,3,56,27978.78,1,13.97477268,10,3,0,0,1,1,1,1,152.495236,567.6177123
349,307,1,80,46622.3,1,11.19861363,10,0,0,0,0,0,0,0,134.950905,380.0501404
350,8447,0,37,34419.26,1,10.18921185,12,1,0,0,0,0,0,1,200.132293,1436.408211
351,35345,7,24,8507.97,0,9.518819692,11,3,0,0,1,1,1,0,197.470195,1852.503069
352,41155,3,48,64420.19,0,11.01996949,15,3,2,0,1,0,1,0,192.456745,1312.008382
354,115,3,74,64446.9,1,11.17971961,13,2,0,0,0,0,1,1,222.660939,1854.793303
355,1079,1,37,20647.83,0,12.16826675,17,1,0,0,0,0,0,0,114.950905,1778.431765
356,22924,0,54,23956.91,1,17.39213562,10,1,0,0,0,0,1,0,182.446995,764.2419259
357,3241,1,84,56003.36,0,12.02476736,10,1,0,0,0,1,1,0,95.005709,307.018806
360,34460,4,85,70023.28,0,7.846521648,14,2,0,0,1,0,0,1,207.638588,1080.159892
361,15900,1,86,40728.96,1,5.670110512,13,2,0,0,0,0,1,1,220.118516,775.5613336
362,2945,1,70,69248.13,0,13.37036883,19,1,0,0,1,0,0,1,137.468388,1061.587971
363,20450,1,33,65187.42,1,9.826229752,13,2,0,0,0,0,0,0,159.965008,1334.403775
364,892,1,58,26005.77,0,12.07226102,13,1,0,0,1,1,0,0,182.465269,2346.143947
365,14931,2,58,10423.75,0,15.42491471,12,1,1,0,0,1,1,0,129.977753,1491.768656
366,104,4,42,28909.96,1,8.601959705,9,0,0,1,1,0,0,0,112.484375,927.1279646
367,21997,2,89,28219.28,0,8.787582345,10,0,0,0,0,0,0,0,127.488728,686.9354616
368,5302,2,63,67319.27,0,6.362190982,12,1,2,0,0,0,1,1,162.471255,1460.513443
369,10237,0,18,71348.1,1,9.507249087,13,0,1,0,0,1,1,1,154.961766,1942.250203
370,19582,4,82,39231.99,0,12.06831191,10,0,1,0,1,0,1,1,194.976769,1923.549943
372,51767,7,36,69104.9,0,13.15969677,14,1,0,0,0,1,0,1,162.452604,2499.186161
373,2001,1,87,31282.78,0,6.18537496,18,1,0,0,0,1,0,1,107.48056,302.3848209
374,482,0,48,65229.24,1,9.089998883,10,1,0,0,0,1,0,0,142.482694,1865.48625
376,222,0,57,66922.3,0,5.868957217,12,0,0,0,1,0,0,0,125.007314,790.9469893
377,467,3,89,1666.59,1,2.657311067,12,2,0,0,1,1,1,0,139.987503,956.2636975
378,7079,6,30,50258.38,0,13.75498892,11,1,0,0,0,0,0,0,112.455141,639.3261343
379,32929,4,54,54373.35,1,11.07079287,13,1,0,0,0,1,0,1,212.622804,1572.045646
380,6923,5,55,33588.84,0,10.74788638,9,0,1,1,0,0,0,0,182.460772,3099.922244
381,19201,1,46,23629.05,1,15.68552752,10,1,2,1,1,0,0,0,159.947583,1599.727567
382,2080,0,18,91186.03,0,10.08605721,13,0,0,0,0,1,0,1,245.145743,2188.672399
383,5983,0,58,20204.74,0,16.26782621,14,0,0,0,0,1,1,0,149.977753,1586.699491
384,46064,1,60,37703.83,1,4.946414499,12,1,0,0,0,0,1,1,184.967019,1828.279015
385,32525,2,62,29117.32,0,14.19610787,7,1,0,1,0,0,0,0,92.455141,1866.966586
386,9562,4,30,52531.72,0,15.83394061,14,1,0,0,1,0,0,1,149.944668,1718.555203
387,883,4,75,25742.72,1,7.663279641,16,0,0,0,1,0,0,0,167.456419,556.2193844
388,53,7,23,21072.82,1,7.43893815,17,3,1,0,1,1,1,0,197.516854,1035.183038
389,1512,1,84,37774.81,1,11.70582668,11,1,0,0,0,1,1,0,152.488401,1580.43019
390,4813,3,61,20811.42,1,13.60774223,6,2,1,0,0,1,0,0,162.482694,703.6927423
391,11435,0,75,34474.39,1,6.02604588,11,2,0,0,1,0,0,1,262.610632,1842.258692
392,16177,3,72,81388.6,1,8.273678516,7,0,0,0,0,1,0,1,190.173699,1167.271182
393,170,0,66,78272.96,1,9.424686492,10,0,0,0,1,1,1,1,187.513939,1007.289786
394,31845,2,81,11655.88,1,10.05990041,11,1,0,0,0,0,1,1,212.641455,1500.69101
395,40,4,34,37773.19,0,12.69711858,12,1,1,0,0,0,1,0,104.964303,1404.773397
396,586,1,82,40183.01,1,10.3853182,9,1,0,0,1,0,0,1,232.637807,1342.310858
397,8303,1,73,37149.4,0,10.48123205,17,0,0,1,0,1,0,1,142.499263,1250.94478
398,924,0,28,10331.57,1,13.43076227,17,1,0,0,1,1,1,1,277.63748,1710.958869
399,758,1,48,37096.85,0,7.951590644,5,0,0,0,0,0,0,0,112.455141,169.3992798
400,723,2,53,26004.59,1,9.100502767,13,0,0,0,0,0,1,1,220.118516,1261.554565
401,39,4,52,77291.95,1,11.9086306,13,0,0,1,0,0,1,0,139.951231,794.9581116
402,6250,3,20,24462.25,0,5.304627269,13,1,1,0,0,1,0,0,184.978458,713.364269
403,17,0,19,75871.75,1,12.07096717,11,2,0,0,0,0,1,1,210.138,952.5914921
404,2550,0,70,28840.47,0,7.336943024,14,0,0,1,0,1,1,0,142.468917,778.6094503
405,512,4,48,25299.48,0,10.16142541,13,1,0,0,1,1,0,0,160.00128,627.0001275
406,599,2,28,37631.4,0,9.632814549,13,3,0,0,0,1,1,0,127.481989,2938.319116
407,6524,2,52,23014.69,0,6.346778536,8,0,1,0,0,1,0,1,162.452604,1566.001524
408,723,1,77,31300.68,0,12.1986895,16,2,0,0,0,0,0,1,172.457857,1889.642423
409,4243,3,71,55840.35,0,6.444558317,15,0,0,0,1,1,0,1,255.155493,1420.771651
410,18731,4,22,9729.44,1,11.7174619,16,1,0,0,1,0,1,0,184.979684,1254.725693
411,955,1,88,35891.67,1,6.286550988,17,1,2,0,1,1,1,0,175.006206,1570.345219
412,2338,0,25,20801.9,0,9.886595026,13,0,0,1,0,0,0,0,112.455141,500.4406927
414,757,1,39,33217.64,0,11.10996233,17,0,1,0,0,0,1,1,172.44408,787.0962355
415,19073,1,29,45562.97,0,9.301929385,13,2,0,0,0,0,1,1,200.165175,1119.610001
416,23666,1,22,15380.9,0,8.535578793,12,1,2,0,0,0,1,0,127.460067,1155.782468
418,5287,4,74,57900.98,0,9.581508542,12,2,0,0,1,1,1,0,207.49737,922.1362066
419,5364,2,84,60476.86,0,8.763218085,9,0,0,0,0,0,0,0,169.937833,717.6823944
420,3424,1,65,26875.13,0,12.72077056,10,3,0,1,0,0,0,1,152.457857,2223.835601
421,19527,2,29,24447.03,0,5.304635517,13,0,0,0,0,0,0,0,162.460772,1143.685617
422,0,2,51,14817.22,1,11.18732698,16,0,0,1,0,0,0,1,200.132293,1537.296207
423,7699,0,40,6170.55,1,11.6443975,13,0,1,0,0,0,0,0,182.460772,1614.544362
424,1126,2,49,33620.38,0,9.83612847,8,0,1,0,0,0,0,0,124.97808,758.8338668
425,584,7,61,86453.08,1,9.202197695,20,1,0,0,0,0,0,1,230.105118,1317.766231
427,17872,1,85,76984.15,0,9.320914781,12,1,0,0,0,1,0,0,142.482694,1467.273158
429,1003,4,48,13148.09,0,16.41445271,13,1,0,0,0,0,1,0,105.010962,1568.47416
430,169,4,86,11612.88,0,4.964218639,11,2,1,0,0,0,0,0,114.965789,1376.095043
431,1088,0,53,71215.87,1,6.702458265,13,0,1,0,0,1,0,0,184.978458,811.5600648
432,41863,2,88,18113.33,0,8.623296005,18,0,0,0,0,0,0,0,134.950905,243.2617759
433,2101,1,40,18895.18,1,4.874661522,17,0,0,0,1,0,0,0,182.490006,676.6465414
434,0,1,23,48852.54,1,4.924368526,11,1,0,0,1,0,0,0,192.470522,801.4709595
435,6349,3,63,6574.36,1,9.173811061,11,1,0,1,0,0,0,1,149.962093,1316.145864
436,40305,2,28,10342.14,0,9.553427818,8,1,1,0,0,1,0,0,95.019486,1270.217581
437,1691,1,26,23028.48,1,6.007630739,16,0,1,0,1,1,0,1,245.174977,1339.709597
439,22,2,43,31920.88,0,14.02031408,10,2,1,0,1,1,1,0,207.49737,1400.834009
440,655,6,70,54961.9,1,12.07594948,19,0,0,0,0,1,0,1,245.145743,1149.108155
442,88349,1,29,21897.41,1,13.1215267,10,0,0,1,1,0,0,1,182.467607,544.12326
443,30781,4,61,72129.01,1,10.4523599,15,1,2,0,1,0,1,1,267.642733,1803.917571
444,4734,1,73,16368.02,0,10.07963518,14,0,0,0,0,1,0,0,104.992311,1518.747945
445,56959,2,27,59147.78,1,5.763454353,11,0,0,0,0,1,0,0,164.978458,1932.20577
446,0,1,56,65900.37,1,9.086330232,8,1,2,0,1,0,0,1,240.114868,1886.312286
447,8800,6,19,69369.36,0,10.04912841,12,3,0,0,1,0,0,0,124.960655,1738.71901
448,3873,1,56,23382.74,1,8.431329813,12,2,0,0,0,0,0,0,127.442069,1060.026737
449,417,2,83,25886.2,0,8.961461799,15,1,0,0,1,0,1,0,169.992756,250.9270047
450,221,3,84,99519.26,0,12.87091514,15,1,0,0,1,0,1,0,169.992756,1916.832871
451,10321,0,62,93039.69,0,7.236546463,16,0,0,0,1,0,0,0,179.979358,573.9920618
452,1601,0,67,37852.37,0,7.048563699,14,2,0,0,0,0,0,0,134.950905,272.9823095
453,1506,1,21,54727.46,0,13.17156155,12,1,1,0,1,0,0,1,192.440432,1233.975771
454,7033,2,31,47944.46,0,11.11418795,10,0,0,0,1,0,0,1,172.440432,1552.772876
455,1301,2,25,18402.27,1,5.236234219,12,1,0,0,0,1,0,1,212.669463,1259.735294
456,117,0,60,43631.75,1,10.08565191,12,0,0,0,0,0,0,1,175.133074,1287.821218
457,3345,6,84,31392.97,0,4.843029288,13,0,0,0,0,0,0,0,159.965008,1516.667438
458,25854,1,36,10466.23,0,7.565105658,10,0,0,0,1,0,0,0,112.484375,589.9932647
459,90,0,87,20197.89,0,7.940679007,14,1,1,0,1,0,1,0,179.965581,1021.482609
460,3191,2,80,99482.26,1,12.94031641,12,2,0,0,1,0,1,1,252.62403,1267.634616
461,37,0,34,48005.75,0,7.794425904,9,2,0,0,0,1,1,0,95.005709,1266.503765
462,714,4,39,50666.54,1,4.88644359,6,0,2,1,1,0,0,1,240.114868,1877.852717
464,34928,4,36,7953.27,0,9.879617841,10,2,1,1,1,0,1,1,182.45383,744.2470872
465,17576,0,18,101000.3,1,11.26553266,10,0,1,0,1,0,0,1,149.944668,2023.519366
466,746,0,66,10882.02,0,13.28523257,9,3,0,0,1,0,0,0,144.960655,1428.427469
467,27479,3,20,69156.25,1,15.62909771,15,0,0,0,0,0,0,1,187.609354,1283.253595
468,49612,0,73,19563.77,0,11.31172944,16,0,1,0,0,0,0,1,129.962093,2256.776479
469,7286,0,83,27113.0,0,11.06959212,11,0,0,0,0,1,0,1,129.976324,955.0876357
471,73,2,62,23165.82,1,11.06361355,10,2,0,0,0,0,1,1,172.44408,1562.32774
472,22,2,34,13378.22,0,11.56147327,15,3,0,0,0,0,0,1,117.485813,776.4780765
473,9054,2,28,5337.97,0,13.49663107,10,3,0,0,0,0,0,0,159.965008,1118.646915
474,2663,2,26,72490.86,1,7.581534683,15,0,0,0,0,1,1,1,167.484705,1781.692875
475,18185,2,82,12476.24,1,10.67669456,13,2,0,0,0,0,0,1,129.962093,1086.92093
476,7530,1,59,64584.13,0,11.74759925,13,0,0,0,0,0,0,1,139.981577,1551.398147
477,28759,6,46,32885.95,0,9.044025424,12,0,0,0,0,0,0,0,124.97808,573.751474
478,26744,1,44,80862.03,1,7.949846907,16,2,2,0,0,0,1,1,255.137219,1794.116848
479,20818,4,56,49800.1,0,11.35513416,11,3,1,0,0,0,0,1,230.105118,1103.594576
481,517,2,50,19133.76,1,9.993073346,11,3,1,0,1,1,0,1,255.155493,1381.802291
482,4295,7,53,23413.1,0,11.38306511,11,3,0,0,0,0,0,1,172.457857,1091.10126
483,882,1,84,11957.82,0,9.818276662,10,0,0,0,1,0,0,0,137.483594,891.9472856
484,1920,5,33,31250.41,1,14.32006623,13,0,0,0,1,0,0,0,167.456419,538.1168657
485,8819,3,29,9487.91,0,10.02701706,14,1,0,0,0,1,0,0,127.495766,497.9042695
486,2694,7,87,13533.47,1,12.67439697,16,2,1,1,1,0,1,1,287.642733,1115.476658
487,3878,3,34,46533.08,1,11.95689175,4,2,0,0,1,0,0,0,167.456419,522.7315686
488,27454,3,34,47946.16,0,16.23914454,12,1,0,0,0,1,1,1,164.988941,961.5888385
489,180,1,28,14393.72,1,12.55052929,16,3,0,1,1,1,0,1,242.632554,883.9008134
490,294,2,68,4102.64,1,13.71586929,13,2,1,0,0,1,0,0,130.006414,565.3167155
491,2958,0,26,11249.18,1,8.90345193,14,0,1,1,1,1,1,1,257.63748,2062.605873
492,321,0,61,18684.74,0,11.70304454,14,1,1,0,0,1,1,0,129.977753,1197.080651
493,8778,4,79,75276.52,0,3.602721856,12,0,0,0,0,1,0,1,232.622804,1972.725118
494,361,1,49,78129.73,0,5.21028807,8,0,0,0,1,0,0,1,182.467607,1427.321538
495,93,3,85,97761.18,1,9.442505655,11,1,0,0,0,0,0,1,220.132293,1218.124487
496,20943,0,25,20789.86,1,2.760749024,16,1,0,0,1,0,0,1,252.637807,1874.789062
497,110,0,19,34038.71,1,13.2491569,11,0,0,0,0,1,0,1,142.452604,1806.007164
498,34488,0,28,16051.94,0,13.4911859,15,0,0,0,0,1,0,0,94.972827,1939.600904
499,1096,0,86,24266.04,1,7.779828793,15,0,0,0,0,0,0,1,210.105118,2275.888923
500,5549,0,54,28712.86,0,10.68579941,13,1,0,0,0,0,0,0,92.455141,1372.385193
501,7278,2,28,18966.81,1,9.905787776,16,1,0,1,0,0,1,0,194.969934,785.6266383
502,1204,2,25,67530.44,0,11.62388139,14,1,0,1,0,1,1,0,129.977753,1226.343895
503,955,4,81,38866.92,1,12.19296315,10,1,1,0,0,0,0,1,242.628057,1047.361909
504,2453,2,89,44314.39,1,6.892345443,15,1,0,0,0,1,1,0,197.48762,893.5446642
505,159,0,62,26929.55,1,8.482252615,14,0,0,0,1,0,0,1,242.610632,1210.047397
506,2876,1,31,50643.95,0,9.179212931,10,1,2,0,0,0,0,1,139.934918,2329.912456
507,1394,3,48,4803.58,0,9.321060469,10,0,0,0,0,0,0,0,112.455141,1163.407505
508,2144,1,22,21278.71,1,13.24354261,7,1,0,0,1,0,0,0,182.490006,736.9303356
509,502,0,22,16874.68,0,14.7376853,11,0,0,0,1,1,0,0,149.988989,1134.880009
510,12695,2,20,20314.7,0,7.766411994,10,0,0,0,0,1,0,0,107.495766,1561.294194
512,19592,0,81,28908.4,1,8.27152774,13,0,1,0,0,1,0,1,225.145743,1192.502878
514,473,0,89,47370.85,1,6.964656883,10,0,1,0,1,0,0,1,207.638588,867.2394016
515,168,1,59,59158.79,1,7.514067308,15,2,0,1,0,0,0,1,175.133074,1581.016214
516,793,0,75,39802.79,1,3.262720061,16,0,1,0,0,0,0,1,242.628057,724.6774743
517,440,5,35,50195.66,0,13.69828326,11,0,0,0,0,1,1,0,184.964681,1123.971139
518,2905,1,28,52946.65,0,8.363844619,10,1,0,0,1,0,0,0,182.443347,2633.809472
519,508,3,48,7681.82,1,11.34885042,10,0,0,0,0,0,0,1,117.485813,967.7426094
520,719,1,29,17876.13,0,11.81880212,13,0,1,0,0,0,1,0,139.99789,2101.344074
521,13892,0,62,21795.58,1,8.661233766,13,3,0,0,0,0,0,0,149.937833,862.3199149
522,10874,1,43,5192.16,0,7.423384386,10,0,0,0,1,0,1,0,157.469817,921.1401066
523,4183,0,66,60897.92,0,8.827647599,13,2,0,0,1,1,1,0,152.510442,752.1641496
524,19151,3,56,35939.37,1,12.48417719,12,1,0,0,0,0,1,0,139.99789,522.7806578
525,13644,0,73,24091.33,1,10.56592379,10,1,0,0,0,0,1,0,139.951231,736.161108
526,2397,4,21,41209.8,1,11.60110678,17,0,1,0,0,0,0,1,117.439154,2148.889242
528,48990,0,82,14185.42,0,12.13702885,9,2,0,0,0,1,1,0,149.977753,292.4731737
529,43597,0,22,12765.41,1,8.088906499,17,1,0,1,1,0,0,1,149.991327,655.3814577
530,927,3,34,11386.53,0,10.16305189,11,2,1,0,1,0,1,1,149.97755,660.0908173
531,242,2,56,56131.21,0,10.14030426,16,3,1,0,1,0,1,0,172.456745,1655.780173
532,2604,2,25,50560.17,1,7.823058882,9,0,0,0,0,0,0,1,137.439154,1090.76661
533,722,0,44,24202.12,0,10.36003643,14,0,0,0,1,1,1,1,197.494455,1136.118286
534,160,1,59,1668.97,0,11.24744549,8,2,0,0,1,1,0,0,204.961033,673.2665835
535,1551,0,63,36973.83,0,8.503805869,9,4,1,1,0,1,0,0,162.482694,831.1303039
536,21141,1,76,17218.09,1,14.78936522,10,1,0,0,1,0,0,1,159.964152,729.541703
537,1454,4,41,34228.9,0,14.24429679,13,1,0,0,1,1,0,0,169.974105,1163.701618
538,130,4,25,31159.95,0,6.027816542,15,3,0,0,0,1,0,0,129.959755,1720.167182
539,31101,1,40,21654.51,0,10.4766784,11,0,0,0,0,1,1,1,119.989722,626.5880936
540,1341,0,77,36121.33,0,8.397331803,15,1,0,0,1,0,0,0,179.947583,369.7619068
541,109,4,20,76136.04,0,12.1663565,8,0,1,0,1,0,0,0,167.456419,1197.180331
542,2433,0,53,20957.58,1,9.133118524,7,0,0,1,1,0,0,1,240.114868,1164.240281
543,1084,0,36,33559.74,1,13.04068054,11,3,1,0,1,0,1,1,194.976769,1651.424177
544,1892,0,86,30142.44,1,10.43511467,11,0,0,0,1,0,1,1,245.146969,1489.301457
545,7157,1,59,21663.69,0,12.35764261,10,1,0,0,1,1,1,0,139.987503,775.0343206
546,5366,3,26,12924.08,1,12.33031848,16,1,1,0,1,1,0,0,197.483972,1808.311421
548,1165,3,27,31006.39,1,14.35467948,7,2,0,0,1,1,1,0,197.470195,2847.700412
549,1469,2,53,28580.25,1,9.431168696,10,2,0,0,1,1,0,0,149.974105,908.4356314
550,212,1,32,23706.94,1,11.27381764,14,1,0,0,1,0,1,0,204.979684,973.4512833
551,219,0,60,49693.17,0,10.93898196,12,1,0,0,0,1,0,0,152.502178,1097.703155
552,4030,3,25,77622.97,1,6.464103552,6,1,1,0,0,1,1,1,225.131966,2936.746847
553,18829,3,52,86411.28,1,5.772344439,10,1,1,0,0,1,1,1,202.636202,1883.962411
555,74971,1,88,62359.81,0,10.26897415,15,0,0,1,0,1,0,0,162.482694,844.8711719
556,1593,0,59,19942.74,0,10.11933502,8,1,1,1,0,0,0,1,104.962874,1215.114995
557,11923,1,54,51203.14,1,8.776451212,13,1,1,0,0,0,0,0,169.937833,382.5347203
558,36282,3,83,10818.08,1,9.011401399,16,0,0,1,0,0,0,1,159.934918,1043.790368
559,26448,0,88,33165.9,0,10.91857997,14,2,1,0,1,1,1,0,217.470195,851.1414085
560,46,1,68,25819.56,1,7.298432418,12,1,0,1,1,0,1,1,245.146969,1762.075547
561,1123,0,38,21806.2,1,13.40423523,11,0,0,1,0,1,1,0,177.48762,1350.716866
562,3067,3,23,28082.45,1,9.879567236,11,1,1,1,1,1,0,0,162.465269,1052.042079
563,1547,3,55,69662.99,0,7.329478649,10,2,0,0,1,0,0,0,147.456419,1159.678094
564,7216,1,43,54674.22,0,9.311560353,14,3,0,0,0,0,0,0,134.950905,338.2592054
565,1012,4,61,16706.02,0,11.13291822,9,1,1,0,0,0,0,0,127.442069,851.811469
566,3519,0,38,31980.81,0,12.236238,11,1,0,0,0,1,0,0,184.978458,669.0040793
567,316,4,28,41955.27,0,12.03070714,9,4,0,0,1,0,0,1,137.468388,910.210446
568,1715,0,84,57107.43,1,5.33893117,10,1,2,0,1,0,0,0,182.443347,1981.954133
569,2223,0,22,6769.7,1,15.39425705,13,1,0,0,1,0,0,1,172.487091,1695.851887
570,463,1,34,65191.79,0,7.879092117,12,0,0,0,0,1,1,0,162.500692,1305.953642
571,949,0,28,35947.74,0,7.006566848,14,3,0,0,0,0,0,1,137.439154,1950.886897
572,645,6,83,23022.97,1,10.9783735,17,0,0,0,1,0,0,1,220.114868,1631.872719
573,5548,0,86,33529.19,1,9.023888498,16,2,1,0,1,0,0,0,159.994242,954.6181316
574,17502,3,79,73378.99,1,6.599742586,18,0,0,0,1,0,0,1,159.964152,957.753476
575,944,1,56,3504.7,1,8.863330522,8,0,0,0,1,0,0,1,275.133571,1057.571757
576,3242,0,47,20125.41,0,8.842692082,11,0,0,0,1,1,0,1,194.958118,1277.521575
577,63318,1,84,25807.14,0,8.832305481,16,2,0,0,0,0,0,0,124.97808,327.6622533
579,1110,4,26,15518.51,0,9.877572075,7,1,2,0,1,1,1,0,229.993134,1252.155771
580,6257,0,41,10299.94,0,6.048302665,13,0,1,0,1,1,0,0,147.478341,261.1185652
581,1627,2,50,30944.95,1,11.62322378,14,0,0,0,1,0,0,0,179.947583,879.6579171
582,7080,1,34,80906.28,0,17.23011599,11,2,0,0,1,1,1,0,175.006206,1080.597617
583,447,1,22,39281.35,0,14.68014234,12,0,0,0,1,0,0,1,204.963371,1262.007891
584,535,0,55,14536.31,0,13.12045068,10,2,0,0,0,1,0,1,210.12704,1713.178075
585,27981,6,80,43044.31,0,7.173629507,8,1,1,0,0,0,1,1,184.967019,1264.760574
586,7244,1,85,19373.31,1,13.25882319,15,0,1,0,0,0,1,1,200.118516,1356.299478
587,32539,0,58,46426.0,0,9.408080299,15,2,0,0,0,0,0,0,114.965789,386.0863102
588,30975,4,37,24903.99,1,6.860771245,5,0,0,0,1,0,0,0,134.980139,1299.066214
589,46581,3,71,82554.24,0,4.12236456,18,1,0,0,0,0,1,0,92.488023,278.5411418
590,1480,0,63,48163.8,0,13.08013867,10,1,0,1,1,0,0,0,137.483594,1014.311651
591,85,0,47,25331.3,1,8.194610203,7,1,1,0,1,0,0,0,137.483594,1511.115195
593,11923,3,26,2374.22,0,11.91761523,13,2,0,0,0,1,0,0,114.972827,551.1855922
594,4631,3,28,88915.15,1,7.344740595,13,0,1,0,0,0,0,1,207.609354,1051.833922
595,6924,4,38,21168.49,1,7.325364653,18,2,0,0,0,0,0,0,134.950905,567.3663629
596,1124,2,79,74026.91,1,8.200222508,15,1,1,1,1,0,0,1,240.114868,1614.036609
597,221,2,48,21064.75,0,10.4962468,11,1,0,0,0,1,0,0,149.959755,771.6292755
598,51069,2,80,42659.99,0,8.461081572,10,0,0,1,0,0,0,0,134.950905,1329.158978
599,20696,4,66,15253.93,0,8.941096681,14,2,0,0,1,0,0,1,204.963371,1929.06738
601,353,1,56,35089.38,1,9.647132151,12,0,1,0,0,0,0,1,139.934918,909.6827162
602,7564,4,69,75443.13,0,10.91251295,12,1,2,0,0,0,0,1,197.628838,1084.807286
603,667,0,73,55081.63,0,8.442478548,12,1,0,0,0,1,0,1,152.479779,1602.254193
604,33287,0,55,16581.74,0,10.21682783,9,1,0,0,0,1,0,1,139.95684,1435.057667
605,7256,2,32,29361.24,1,16.82309021,13,3,1,0,1,1,1,0,229.993134,729.7054333
606,2878,1,71,26164.5,0,12.27450189,15,0,0,0,0,0,1,1,142.471255,1290.274294
607,2737,2,26,60231.84,1,9.712856304,13,0,1,0,1,0,0,0,159.947583,1200.010955
608,11528,2,71,20191.76,1,9.741346714,13,0,1,0,1,0,0,1,240.114868,774.8506663
609,21434,0,51,44316.41,1,15.26191649,10,2,0,0,1,0,0,1,172.440432,1178.437008
610,4370,1,89,51090.87,1,14.12126974,13,2,0,0,1,0,0,0,169.967067,1321.193696
611,2780,0,58,58324.01,1,12.35356432,9,3,2,1,0,0,0,1,149.962093,821.4684599
612,4757,2,46,48137.75,0,11.20346894,10,1,0,0,0,0,0,0,134.950905,986.2673645
613,30522,1,19,19639.83,0,5.489232783,11,1,1,0,0,0,0,0,159.965008,587.538153
614,1178,1,18,27259.78,1,12.74662948,13,2,1,0,1,0,0,1,232.637807,1517.166558
615,9906,1,78,86897.5,0,11.58210776,10,2,0,0,0,0,0,1,149.962093,520.606284
616,4278,0,51,27537.94,1,5.702833154,16,2,1,0,1,0,0,1,184.963371,1138.169594
617,8307,0,65,8690.46,1,12.55174668,16,0,0,0,1,0,0,0,182.490006,829.9759818
618,2909,1,37,29823.06,0,16.27747113,13,1,0,0,0,0,1,0,159.951231,477.2500925
619,608,0,38,28790.03,0,9.95126762,12,1,1,0,0,0,0,0,147.442069,944.3304649
620,652,1,84,63725.44,1,10.8901854,14,0,0,0,1,1,0,1,242.632554,1499.600891
