Zip,Age,Gender,Churn,Contract,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Month
77581,73,Female,No,One year,Yes,20,130.0,188.0
11507,83,Male,No,One year,No,8,130.0,80.0
59231,67,Male,Yes,Month-to-Month,No,1,192.4,42.0
38768,62,Male,Yes,Month-to-Month,Yes,15,172.4,130.0
41390,34,Male,No,Two Year,Yes,4,117.5,65.0
57785,28,Female,No,One year,No,9,160.0,93.0
28669,26,Female,Yes,Month-to-Month,No,9,167.5,148.0
74019,82,Female,Yes,Month-to-Month,No,5,130.0,91.0
4002,59,Male,No,One year,No,14,140.0,129.0
85375,46,Male,No,Month-to-Month,Yes,3,125.0,48.0
92629,44,Male,Yes,Month-to-Month,Yes,13,255.1,150.0
55305,56,Male,No,Two Year,No,5,230.1,92.0
77625,32,Male,No,Two Year,No,29,182.5,262.0
58033,50,Male,Yes,One year,Yes,7,255.2,115.0
72011,53,Male,No,Two Year,Yes,6,172.5,91.0
95306,84,Male,No,Two Year,No,4,137.5,74.0
54026,33,Male,Yes,Month-to-Month,No,1,167.5,45.0
15931,29,Female,No,One year,No,2,127.5,41.0
21631,87,Female,Yes,One year,Yes,4,287.6,93.0
10925,34,Female,Yes,Month-to-Month,No,3,167.5,44.0
90270,34,Female,No,Month-to-Month,Yes,6,165.0,80.0
15075,28,Male,Yes,Two Year,Yes,2,242.6,74.0
60974,68,Male,Yes,Month-to-Month,Yes,2,130.0,47.0
35576,26,Male,Yes,Month-to-Month,No,10,257.6,172.0
59732,61,Male,No,Month-to-Month,No,7,130.0,100.0
34607,79,Male,No,Two Year,Yes,16,232.6,164.0
68761,49,Female,No,One year,No,13,182.5,119.0
54127,85,Female,Yes,Month-to-Month,Yes,9,220.1,102.0
99203,25,Male,Yes,One year,Yes,14,252.6,156.0
68309,19,Male,Yes,Month-to-Month,No,11,142.5,151.0
85023,28,Female,No,One year,No,17,95.0,162.0
43525,86,Male,Yes,Two Year,Yes,17,210.1,190.0
18847,54,Female,No,Month-to-Month,No,12,92.5,114.0
89429,28,Male,Yes,Month-to-Month,No,3,195.0,65.0
75477,25,Male,No,Two Year,No,5,130.0,102.0
50105,81,Female,Yes,Two Year,No,5,242.6,87.0
16637,89,Male,Yes,Two Year,No,6,197.5,74.0
62876,62,Female,Yes,Month-to-Month,No,3,242.6,101.0
27845,31,Female,No,One year,Yes,19,139.9,194.0
33585,48,Female,No,Month-to-Month,No,13,112.5,97.0
72063,22,Male,Yes,Month-to-Month,No,2,182.5,61.0
43565,22,Female,No,Month-to-Month,No,9,150.0,95.0
89508,20,Female,No,Month-to-Month,Yes,10,107.5,130.0
38449,58,Male,No,One year,No,9,92.5,101.0
43725,81,Male,Yes,One year,Yes,2,225.1,99.0
731,26,Female,Yes,Month-to-Month,No,14,232.6,178.0
99671,89,Male,Yes,One year,No,5,207.6,72.0
25855,59,Male,Yes,Month-to-Month,Yes,13,175.1,132.0
46365,75,Male,Yes,One year,No,2,242.6,60.0
78340,35,Female,No,Month-to-Month,No,7,185.0,94.0
14098,28,Male,No,Month-to-Month,No,21,182.4,219.0
99782,48,Female,Yes,Month-to-Month,Yes,7,117.5,81.0
43535,29,Male,No,Two Year,Yes,20,140.0,175.0
23605,62,Female,Yes,Month-to-Month,No,3,149.9,72.0
42345,43,Female,No,One year,Yes,10,157.5,77.0
54646,66,Female,No,Two Year,Yes,2,152.5,63.0
53089,56,Male,Yes,Month-to-Month,Yes,2,140.0,44.0
30620,73,Male,Yes,Month-to-Month,Yes,2,140.0,61.0
65243,21,Male,Yes,Month-to-Month,No,16,117.4,179.0
60097,48,Male,Yes,Two Year,Yes,2,235.1,109.0
27405,82,Male,No,One year,Yes,2,150.0,24.0
30458,22,Male,Yes,Month-to-Month,No,2,150.0,55.0
3771,34,Male,No,Two Year,No,2,150.0,55.0
17776,56,Male,No,Month-to-Month,Yes,11,172.5,138.0
13042,25,Male,Yes,Month-to-Month,Yes,9,137.4,91.0
41612,59,Male,No,Two Year,No,2,205.0,56.0
12060,63,Female,No,One year,Yes,7,162.5,69.0
63111,76,Female,Yes,Month-to-Month,Yes,5,160.0,61.0
65759,41,Female,No,One year,Yes,9,170.0,97.0
4227,25,Female,No,Month-to-Month,Yes,11,130.0,143.0
1826,40,Female,No,Month-to-Month,Yes,4,120.0,52.0
87548,77,Male,No,One year,No,2,179.9,31.0
98583,20,Male,No,Month-to-Month,Yes,9,167.5,100.0
3237,53,Male,Yes,Month-to-Month,Yes,7,240.1,97.0
31712,36,Male,Yes,Month-to-Month,No,15,195.0,138.0
52553,86,Female,Yes,One year,No,7,245.1,124.0
70092,59,Male,No,Month-to-Month,No,2,140.0,65.0
24279,26,Male,Yes,Month-to-Month,Yes,8,197.5,151.0
90265,61,Male,No,Month-to-Month,No,15,190.2,162.0
24226,27,Female,Yes,Month-to-Month,No,23,197.5,237.0
87553,53,Female,Yes,Month-to-Month,Yes,3,150.0,76.0
56160,32,Male,Yes,Two Year,Yes,6,205.0,81.0
87749,60,Male,No,One year,Yes,8,152.5,91.0
95917,25,Male,Yes,Two Year,No,20,225.1,245.0
29909,52,Female,Yes,Month-to-Month,Yes,10,202.6,157.0
23841,32,Female,No,Month-to-Month,Yes,11,127.5,151.0
19120,88,Female,No,Two Year,Yes,8,162.5,70.0
13304,59,Female,No,Two Year,Yes,13,105.0,101.0
48638,54,Female,Yes,Month-to-Month,Yes,1,169.9,32.0
19083,83,Male,Yes,Month-to-Month,Yes,9,159.9,87.0
98116,88,Male,No,Two Year,Yes,6,217.5,71.0
24131,68,Female,Yes,Month-to-Month,Yes,9,245.1,147.0
5846,38,Male,Yes,Month-to-Month,Yes,5,177.5,113.0
39335,23,Female,Yes,Month-to-Month,No,2,162.5,88.0
62295,55,Male,No,Two Year,Yes,5,147.5,97.0
25702,43,Male,No,Month-to-Month,Yes,1,135.0,28.0
83541,61,Male,No,One year,Yes,1,127.4,71.0
55721,38,Female,No,One year,Yes,3,185.0,56.0
84638,28,Female,No,One year,No,6,137.5,76.0
30410,84,Female,Yes,Month-to-Month,Yes,17,182.4,165.0
74085,22,Female,Yes,Month-to-Month,Yes,14,172.5,141.0
48721,34,Male,No,Month-to-Month,No,11,162.5,109.0
99510,28,Male,No,Month-to-Month,No,20,137.4,163.0
71971,83,Male,Yes,One year,No,7,220.1,136.0
14867,86,Male,Yes,Month-to-Month,Yes,8,160.0,80.0
80305,79,Male,Yes,Month-to-Month,Yes,7,160.0,80.0
52323,56,Male,Yes,Month-to-Month,Yes,4,275.1,88.0
27880,47,Female,No,Two Year,Yes,10,195.0,106.0
44035,84,Female,No,Two Year,Yes,4,125.0,27.0
83714,35,Male,No,One year,No,5,92.5,99.0
56181,26,Male,No,Two Year,No,6,230.0,104.0
2660,41,Female,No,Month-to-Month,Yes,1,147.5,22.0
56338,50,Female,Yes,Month-to-Month,Yes,7,179.9,73.0
32266,34,Male,No,One year,No,2,175.0,90.0
18083,22,Male,No,Two Year,Yes,8,205.0,105.0
56145,55,Male,No,Two Year,No,14,210.1,143.0
72653,80,Male,No,Month-to-Month,Yes,9,185.0,105.0
27850,85,Female,Yes,Two Year,Yes,7,200.1,113.0
94526,58,Female,No,Month-to-Month,Yes,3,115.0,32.0
6854,37,Female,Yes,Month-to-Month,Yes,12,135.0,108.0
90016,71,Female,No,One year,No,3,92.5,23.0
27829,63,Male,No,Two Year,No,5,137.5,85.0
79854,47,Female,Yes,Month-to-Month,Yes,11,137.5,126.0
43081,80,Male,Yes,Month-to-Month,Yes,15,207.6,150.0
48638,26,Female,No,Month-to-Month,Yes,4,115.0,46.0
14423,28,Female,Yes,Month-to-Month,Yes,5,207.6,88.0
62707,38,Male,Yes,Month-to-Month,Yes,3,135.0,47.0
72395,79,Female,Yes,One year,No,14,240.1,135.0
25915,48,Male,No,Month-to-Month,Yes,5,150.0,64.0
17602,80,Male,No,Two Year,No,15,135.0,111.0
48505,66,Female,No,One year,Yes,17,205.0,161.0
25304,26,Female,No,Two Year,Yes,16,150.0,154.0
67745,56,Female,Yes,Month-to-Month,Yes,2,139.9,76.0
79411,69,Female,No,Two Year,No,6,197.6,90.0
67853,73,Female,No,Two Year,No,16,152.5,134.0
27614,55,Female,No,Two Year,Yes,14,140.0,120.0
6249,32,Female,Yes,Month-to-Month,Yes,2,230.0,61.0
38841,71,Female,No,Month-to-Month,No,8,142.5,108.0
12167,26,Male,Yes,Month-to-Month,Yes,4,159.9,100.0
50314,71,Male,Yes,Month-to-Month,Yes,3,240.1,65.0
82007,51,Male,Yes,Month-to-Month,Yes,4,172.4,98.0
56529,89,Male,Yes,Month-to-Month,No,12,170.0,110.0
10984,58,Male,Yes,Month-to-Month,Yes,6,150.0,68.0
73128,46,Female,No,Month-to-Month,Yes,10,135.0,82.0
2904,19,Female,No,One year,Yes,3,160.0,49.0
54104,18,Male,Yes,Month-to-Month,Yes,4,232.6,126.0
27052,78,Male,No,Month-to-Month,No,3,150.0,43.0
78343,51,Female,Yes,One year,Yes,3,185.0,95.0
6339,65,Female,Yes,Month-to-Month,Yes,6,182.5,69.0
50054,37,Female,No,Two Year,Yes,3,160.0,40.0
51048,38,Female,No,One year,Yes,9,147.4,79.0
50483,84,Male,Yes,One year,Yes,11,242.6,125.0
8053,43,Female,Yes,Month-to-Month,Yes,1,162.5,44.0
94548,34,Male,No,Two Year,No,6,172.5,86.0
84763,48,Male,No,One year,Yes,6,140.0,107.0
53070,56,Female,Yes,Month-to-Month,Yes,2,145.0,79.0
56722,53,Female,Yes,Month-to-Month,No,7,150.0,75.0
54448,55,Male,Yes,Two Year,Yes,3,275.1,87.0
35126,35,Male,No,Month-to-Month,Yes,15,130.0,152.0
68966,18,Female,No,One year,Yes,4,197.5,70.0
64150,38,Female,No,One year,Yes,4,150.0,57.0
19133,55,Male,Yes,Month-to-Month,Yes,5,185.0,77.0
55964,81,Male,Yes,Month-to-Month,No,19,207.6,169.0
54212,55,Female,No,Two Year,Yes,12,140.0,103.0
33446,64,Female,No,One year,No,14,220.1,139.0
74940,80,Male,Yes,Month-to-Month,Yes,4,242.6,71.0
49802,36,Male,Yes,One year,No,9,155.0,137.0
68463,42,Female,No,One year,Yes,3,140.0,83.0
15006,44,Male,Yes,Two Year,Yes,24,245.1,241.0
50078,24,Female,Yes,Month-to-Month,Yes,5,187.6,116.0
54436,39,Female,Yes,Month-to-Month,Yes,4,160.0,53.0
75457,68,Male,Yes,One year,Yes,20,192.4,173.0
53916,56,Male,No,Month-to-Month,No,14,205.0,139.0
38843,47,Male,No,One year,No,1,222.6,73.0
75216,59,Female,Yes,Month-to-Month,No,4,160.0,47.0
82648,28,Female,Yes,Month-to-Month,Yes,3,160.0,48.0
73034,81,Male,No,Two Year,Yes,6,152.5,98.0
68792,69,Male,Yes,Two Year,No,8,187.7,102.0
61330,77,Male,No,Two Year,Yes,7,185.0,83.0
3609,26,Male,No,Two Year,Yes,12,127.5,103.0
5086,47,Male,Yes,One year,Yes,21,220.1,187.0
3045,50,Female,No,Month-to-Month,Yes,11,162.5,104.0
38230,46,Female,Yes,Month-to-Month,Yes,5,245.1,125.0
8005,40,Male,Yes,Month-to-Month,Yes,28,162.5,271.0
12583,52,Male,Yes,Month-to-Month,Yes,2,150.0,64.0
17403,68,Female,No,Two Year,No,7,147.5,59.0
33503,82,Male,No,Two Year,Yes,2,185.0,90.0
7201,83,Male,No,Two Year,Yes,7,172.5,71.0
22821,21,Female,Yes,One year,Yes,11,200.1,164.0
25918,43,Male,No,One year,No,7,92.5,89.0
19040,65,Male,Yes,Month-to-Month,No,6,215.0,80.0
87512,82,Female,No,Month-to-Month,Yes,17,127.5,137.0
89147,48,Female,No,One year,No,10,120.0,100.0
98266,79,Female,Yes,Two Year,No,19,210.1,214.0
26161,33,Male,Yes,Month-to-Month,No,11,142.5,147.0
76629,37,Male,No,Two Year,No,2,80.0,28.0
70658,35,Female,No,One year,Yes,15,137.5,130.0
38126,59,Male,No,Month-to-Month,Yes,2,135.0,27.0
46130,44,Male,No,Month-to-Month,No,17,105.0,137.0
78559,74,Female,No,Month-to-Month,No,4,102.5,34.0
80746,31,Female,Yes,Month-to-Month,Yes,5,162.5,78.0
1037,60,Female,Yes,Month-to-Month,Yes,7,160.0,76.0
30814,18,Female,No,Two Year,Yes,14,92.5,145.0
24827,84,Male,Yes,One year,Yes,16,255.2,166.0
41631,68,Female,Yes,Month-to-Month,Yes,4,160.0,44.0
91207,86,Female,Yes,Month-to-Month,Yes,10,169.9,85.0
57780,73,Female,No,Month-to-Month,Yes,10,127.5,73.0
20132,46,Male,No,Month-to-Month,Yes,6,95.0,66.0
40026,19,Male,No,Two Year,Yes,7,135.0,79.0
30563,27,Male,No,One year,Yes,20,112.5,146.0
17581,76,Female,No,Month-to-Month,No,7,92.5,80.0
98014,56,Male,Yes,Month-to-Month,Yes,9,127.4,116.0
10020,42,Male,No,Month-to-Month,No,18,130.0,190.0
28001,76,Female,No,Month-to-Month,No,8,112.5,52.0
33744,42,Male,No,One year,Yes,11,212.6,177.0
50851,32,Female,Yes,Month-to-Month,Yes,8,220.2,109.0
16803,27,Female,No,Two Year,No,10,149.9,130.0
34434,74,Female,Yes,One year,Yes,9,232.6,111.0
22843,64,Female,No,Month-to-Month,Yes,8,192.5,82.0
43913,30,Male,Yes,Month-to-Month,No,6,195.0,125.0
94573,23,Female,No,Month-to-Month,No,23,115.0,188.0
43447,44,Female,No,One year,Yes,3,192.5,49.0
4669,77,Female,No,Two Year,No,19,152.5,151.0
56710,78,Male,No,Two Year,No,12,155.0,153.0
82646,20,Female,No,Month-to-Month,Yes,29,125.0,215.0
50025,53,Male,Yes,Month-to-Month,No,2,152.4,78.0
25906,20,Female,Yes,Month-to-Month,Yes,11,232.6,130.0
53520,82,Female,Yes,Month-to-Month,Yes,1,182.5,41.0
24082,43,Female,Yes,One year,Yes,3,242.6,108.0
46538,81,Female,No,Month-to-Month,No,10,117.5,126.0
50006,34,Male,No,One year,No,17,185.0,186.0
32601,36,Male,Yes,Month-to-Month,Yes,13,240.1,157.0
42544,38,Female,Yes,Month-to-Month,No,6,185.0,79.0
45361,33,Female,No,Two Year,Yes,8,127.5,85.0
33412,66,Female,No,Two Year,Yes,19,185.0,165.0
32456,78,Female,No,Two Year,No,14,277.6,148.0
16832,80,Male,Yes,Month-to-Month,Yes,4,172.5,58.0
22152,38,Male,Yes,Month-to-Month,Yes,10,195.0,160.0
75639,80,Female,Yes,One year,Yes,2,175.0,59.0
38630,48,Male,Yes,Month-to-Month,No,6,149.9,101.0
97623,20,Female,No,Month-to-Month,Yes,12,112.5,89.0
43716,18,Male,No,One year,No,4,150.0,62.0
1876,49,Male,Yes,Two Year,Yes,6,277.6,104.0
21912,80,Male,No,Month-to-Month,Yes,4,112.5,39.0
83824,24,Female,No,One year,Yes,5,117.4,93.0
30241,87,Male,Yes,Month-to-Month,No,17,275.1,172.0
50459,73,Male,Yes,Month-to-Month,Yes,14,147.5,143.0
58831,76,Female,Yes,Month-to-Month,No,9,204.9,93.0
28629,80,Male,No,Month-to-Month,Yes,7,127.5,60.0
4022,89,Female,No,One year,No,3,130.0,67.0
5253,43,Male,Yes,One year,No,5,242.6,140.0
19405,50,Female,No,One year,No,10,127.4,118.0
72328,64,Female,No,Month-to-Month,No,15,105.0,131.0
72459,49,Male,Yes,Month-to-Month,Yes,10,182.4,135.0
38581,32,Female,Yes,Month-to-Month,No,10,159.9,133.0
40036,31,Female,No,Two Year,No,8,157.5,76.0
47981,44,Female,No,One year,No,9,129.9,121.0
78389,52,Male,No,Month-to-Month,No,12,139.9,149.0
49233,66,Male,Yes,Month-to-Month,Yes,30,222.6,259.0
16416,54,Female,No,Month-to-Month,No,7,162.5,76.0
28076,36,Male,Yes,Month-to-Month,Yes,7,125.0,74.0
58218,61,Female,Yes,Month-to-Month,Yes,21,204.9,171.0
47264,27,Male,No,One year,Yes,6,140.0,112.0
19312,89,Female,No,Two Year,Yes,8,182.5,77.0
18072,47,Male,No,Month-to-Month,No,5,105.0,61.0
77703,81,Male,Yes,Month-to-Month,Yes,5,220.1,71.0
75094,79,Female,Yes,Month-to-Month,No,6,155.0,102.0
95610,35,Male,No,One year,No,7,142.5,125.0
52325,88,Male,Yes,Month-to-Month,No,2,147.4,21.0
94601,55,Male,No,Month-to-Month,Yes,2,125.0,33.0
6120,34,Female,No,Month-to-Month,No,16,220.1,155.0
79001,35,Female,No,One year,Yes,12,117.4,139.0
2745,43,Female,No,Month-to-Month,No,1,95.0,27.0
11510,70,Male,No,One year,Yes,12,162.5,116.0
79251,50,Male,Yes,Month-to-Month,No,10,159.9,128.0
28580,43,Male,No,Month-to-Month,No,4,105.0,82.0
60030,69,Male,No,One year,Yes,8,117.5,96.0
21930,25,Male,Yes,Month-to-Month,Yes,4,172.5,72.0
77651,88,Female,No,Month-to-Month,Yes,22,169.9,163.0
27608,69,Female,No,Month-to-Month,No,20,147.5,149.0
65333,43,Female,Yes,Month-to-Month,Yes,8,175.1,97.0
25070,79,Male,No,Two Year,Yes,14,195.0,130.0
24831,84,Female,Yes,Month-to-Month,No,6,245.1,101.0
48348,78,Male,Yes,One year,Yes,21,220.1,186.0
61433,84,Female,No,Two Year,Yes,20,147.4,142.0
65603,76,Female,Yes,One year,Yes,3,275.1,69.0
61568,74,Female,Yes,Month-to-Month,Yes,3,162.5,83.0
39307,76,Female,No,One year,No,6,125.0,48.0
36560,55,Male,No,One year,No,3,192.5,49.0
45249,57,Male,No,Two Year,No,2,105.0,58.0
3846,63,Male,No,One year,Yes,11,137.5,91.0
72204,89,Female,No,Month-to-Month,Yes,6,125.0,45.0
18070,46,Male,No,Month-to-Month,Yes,8,172.4,84.0
68343,22,Female,No,Two Year,No,2,115.0,30.0
47357,81,Male,Yes,Month-to-Month,Yes,7,202.4,86.0
42634,58,Male,No,One year,Yes,5,160.0,59.0
39191,48,Male,No,Two Year,No,7,187.5,128.0
94105,78,Female,No,One year,No,4,157.5,36.0
92879,76,Male,Yes,One year,No,9,172.5,132.0
55336,41,Female,No,One year,Yes,8,105.0,74.0
37891,29,Male,No,Month-to-Month,Yes,4,135.0,50.0
32810,88,Female,No,One year,Yes,9,187.5,92.0
14709,89,Female,No,Month-to-Month,Yes,17,150.0,138.0
25878,30,Male,No,Two Year,No,26,182.5,216.0
50543,87,Female,No,One year,Yes,6,130.0,63.0
92071,76,Female,Yes,Month-to-Month,No,9,195.0,82.0
32118,69,Male,No,Two Year,Yes,15,140.0,164.0
3242,21,Female,Yes,Two Year,Yes,10,262.6,126.0
41250,26,Male,Yes,One year,Yes,10,255.1,162.0
27982,72,Female,Yes,Month-to-Month,No,6,192.5,65.0
70661,66,Male,No,Month-to-Month,No,3,115.0,72.0
11776,45,Male,No,Two Year,No,9,130.0,127.0
95405,50,Female,Yes,Month-to-Month,No,13,130.0,154.0
32505,65,Male,No,One year,No,3,115.0,28.0
98045,70,Female,No,Two Year,Yes,9,160.0,113.0
57262,47,Female,Yes,Month-to-Month,Yes,12,165.0,143.0
29436,39,Male,Yes,Month-to-Month,Yes,7,160.0,113.0
12729,84,Male,No,Month-to-Month,No,3,160.0,43.0
4419,83,Male,No,Month-to-Month,Yes,5,150.0,53.0
16157,62,Male,Yes,One year,No,5,205.0,71.0
50668,85,Male,Yes,Month-to-Month,Yes,6,172.4,69.0
95237,40,Female,Yes,Month-to-Month,Yes,2,220.1,101.0
56158,67,Female,Yes,Month-to-Month,No,9,150.0,91.0
83873,33,Female,Yes,Month-to-Month,Yes,13,270.2,193.0
74578,77,Male,No,One year,No,29,152.4,257.0
31796,20,Male,Yes,Month-to-Month,Yes,8,232.6,151.0
32720,75,Male,Yes,Two Year,Yes,5,222.6,123.0
76949,24,Female,Yes,Month-to-Month,No,15,262.6,184.0
24273,73,Male,No,Two Year,Yes,12,180.0,103.0
13325,63,Male,Yes,Month-to-Month,No,5,165.0,77.0
94708,67,Female,No,One year,No,14,242.6,148.0
15204,44,Male,No,Month-to-Month,Yes,8,182.5,87.0
2659,52,Male,No,Month-to-Month,No,8,92.5,105.0
26690,61,Male,Yes,Month-to-Month,Yes,9,180.0,83.0
27852,41,Male,Yes,One year,No,6,255.1,133.0
2559,49,Female,Yes,Month-to-Month,Yes,8,182.5,87.0
62941,39,Female,Yes,Month-to-Month,No,6,207.6,83.0
15053,52,Male,Yes,Month-to-Month,No,20,117.5,189.0
85726,42,Male,No,Month-to-Month,No,4,95.0,51.0
610,29,Female,No,One year,No,9,217.5,104.0
31033,52,Female,Yes,Month-to-Month,No,5,245.1,122.0
77071,80,Female,No,Month-to-Month,No,12,177.5,148.0
14778,83,Female,No,One year,No,10,172.4,85.0
66012,73,Female,Yes,Two Year,Yes,2,232.7,67.0
83212,34,Female,Yes,Month-to-Month,Yes,12,147.4,98.0
38301,82,Female,Yes,Month-to-Month,Yes,24,242.6,213.0
30182,23,Male,Yes,Month-to-Month,Yes,14,172.5,169.0
48191,64,Female,No,Two Year,Yes,1,212.6,91.0
12420,47,Female,Yes,Month-to-Month,Yes,6,155.0,116.0
65236,37,Female,Yes,Month-to-Month,No,6,155.0,127.0
4929,84,Male,Yes,Two Year,Yes,4,207.5,64.0
53057,45,Male,No,One year,Yes,11,127.5,102.0
13804,20,Female,No,One year,No,7,127.4,109.0
95630,56,Male,Yes,Month-to-Month,Yes,9,195.0,93.0
15828,80,Female,No,One year,No,5,115.0,52.0
44420,76,Male,Yes,Month-to-Month,Yes,1,207.6,53.0
29692,79,Male,Yes,Month-to-Month,No,8,185.0,79.0
50324,18,Female,No,One year,No,5,182.4,64.0
26269,19,Male,Yes,Month-to-Month,No,6,169.9,80.0
73069,47,Male,Yes,Month-to-Month,No,2,220.1,60.0
19134,56,Female,No,Month-to-Month,Yes,16,142.5,170.0
77389,19,Female,No,Month-to-Month,Yes,24,130.0,221.0
55919,24,Female,No,Month-to-Month,Yes,9,140.0,101.0
19109,57,Female,No,Two Year,Yes,4,157.5,48.0
14039,65,Female,Yes,Month-to-Month,Yes,20,200.1,203.0
56364,70,Female,Yes,Month-to-Month,Yes,17,182.5,151.0
42713,60,Female,Yes,Month-to-Month,Yes,5,212.6,117.0
56138,62,Male,No,Two Year,No,7,150.0,63.0
63088,22,Female,No,One year,Yes,4,130.0,69.0
17007,65,Male,No,Month-to-Month,No,11,152.5,106.0
26180,86,Female,Yes,Month-to-Month,Yes,1,142.5,71.0
70062,44,Female,Yes,Month-to-Month,Yes,7,132.5,114.0
48141,27,Female,No,Month-to-Month,Yes,4,150.0,69.0
62426,22,Female,Yes,Month-to-Month,Yes,11,240.1,129.0
8094,83,Female,Yes,Month-to-Month,Yes,26,230.1,217.0
30663,23,Female,Yes,Month-to-Month,No,5,130.0,87.0
1845,81,Female,Yes,Month-to-Month,Yes,5,160.0,48.0
79018,79,Male,No,Month-to-Month,Yes,9,117.5,110.0
98203,18,Female,Yes,Two Year,Yes,5,247.7,135.0
47010,43,Male,Yes,One year,Yes,7,185.0,93.0
61764,18,Female,No,One year,Yes,4,162.5,103.0
64720,83,Male,Yes,Month-to-Month,Yes,17,277.7,183.0
56239,55,Female,No,Two Year,Yes,2,172.5,52.0
15059,61,Female,No,Month-to-Month,No,5,150.0,58.0
48729,54,Female,No,One year,Yes,11,172.5,128.0
54126,51,Female,Yes,Month-to-Month,Yes,2,170.0,37.0
15082,81,Female,Yes,Month-to-Month,Yes,5,172.4,102.0
65065,23,Male,No,Two Year,No,3,195.0,72.0
43623,61,Male,Yes,One year,Yes,2,235.1,101.0
28713,48,Male,Yes,Month-to-Month,No,6,242.6,101.0
23222,58,Male,Yes,Month-to-Month,Yes,6,117.5,69.0
85553,63,Male,No,Two Year,Yes,9,127.5,87.0
33415,78,Male,No,Two Year,Yes,3,179.9,39.0
54501,34,Female,Yes,Two Year,Yes,2,139.9,77.0
24184,66,Male,No,Month-to-Month,Yes,13,92.5,106.0
68029,32,Female,Yes,Month-to-Month,No,3,117.5,40.0
50168,55,Male,Yes,One year,Yes,2,187.5,91.0
51557,32,Male,Yes,Two Year,No,15,225.1,212.0
99721,69,Male,Yes,Month-to-Month,No,9,160.0,89.0
71040,51,Female,Yes,Two Year,No,1,255.1,84.0
8641,39,Male,Yes,Month-to-Month,No,14,185.0,150.0
68861,30,Female,No,Month-to-Month,Yes,19,150.0,166.0
67567,38,Female,Yes,Month-to-Month,No,13,182.5,122.0
24605,87,Male,No,Month-to-Month,Yes,6,129.9,87.0
98821,73,Female,Yes,Month-to-Month,Yes,5,152.5,92.0
14513,45,Male,No,Two Year,No,2,207.5,58.0
61063,21,Female,Yes,Month-to-Month,Yes,14,155.0,173.0
50439,29,Female,No,Two Year,Yes,5,137.5,58.0
70038,31,Female,No,Month-to-Month,Yes,10,207.5,114.0
28671,37,Female,No,One year,Yes,15,137.4,123.0
75946,57,Female,Yes,Month-to-Month,Yes,9,252.6,110.0
57034,26,Female,No,Month-to-Month,Yes,13,195.0,130.0
31532,36,Female,Yes,Month-to-Month,Yes,2,152.5,62.0
80021,83,Female,No,Two Year,Yes,6,137.4,54.0
52732,60,Male,Yes,Month-to-Month,No,10,267.7,137.0
45618,74,Male,No,Month-to-Month,Yes,5,157.5,45.0
37336,35,Male,No,One year,Yes,3,155.0,105.0
57258,59,Female,No,One year,No,11,117.4,132.0
39345,55,Female,No,One year,Yes,4,182.5,50.0
68136,66,Female,No,Month-to-Month,Yes,12,142.5,111.0
32708,49,Female,No,Month-to-Month,Yes,13,162.5,122.0
39525,22,Female,No,Two Year,No,5,145.0,45.0
49403,72,Male,Yes,Month-to-Month,Yes,12,130.0,147.0
62037,77,Female,No,Two Year,Yes,16,105.0,124.0
10709,27,Female,No,One year,Yes,13,147.5,111.0
99164,48,Male,No,Month-to-Month,No,12,135.0,100.0
24880,67,Female,Yes,Month-to-Month,No,12,127.5,103.0
90034,59,Male,Yes,Month-to-Month,Yes,3,220.1,67.0
71432,42,Male,No,Month-to-Month,No,9,185.0,100.0
15666,75,Male,No,Month-to-Month,Yes,7,125.0,54.0
92365,48,Female,Yes,Month-to-Month,Yes,7,182.5,77.0
66105,87,Female,No,One year,Yes,10,162.5,82.0
60555,43,Male,Yes,Month-to-Month,No,2,172.5,96.0
6074,20,Female,No,One year,Yes,10,212.7,143.0
37869,48,Male,Yes,Month-to-Month,No,9,257.6,157.0
87415,21,Male,Yes,Month-to-Month,No,4,222.6,130.0
79733,34,Male,No,Month-to-Month,Yes,15,152.5,161.0
1342,30,Male,No,One year,No,13,112.5,121.0
64780,50,Male,Yes,Month-to-Month,Yes,4,142.5,70.0
41121,35,Male,No,Month-to-Month,Yes,10,162.5,102.0
61485,76,Male,Yes,Month-to-Month,Yes,5,160.0,64.0
99149,38,Female,Yes,Month-to-Month,Yes,13,195.0,129.0
17952,75,Male,No,Two Year,No,8,149.9,110.0
72168,37,Female,No,Two Year,Yes,14,182.5,137.0
12507,67,Male,Yes,Two Year,No,5,204.9,73.0
96076,84,Female,No,One year,Yes,14,120.0,119.0
71654,81,Female,Yes,Month-to-Month,Yes,4,165.0,90.0
28573,26,Male,Yes,One year,Yes,4,172.5,75.0
84325,20,Male,Yes,Month-to-Month,Yes,6,277.7,124.0
62214,20,Male,Yes,One year,Yes,5,275.1,116.0
15053,37,Female,No,Month-to-Month,Yes,5,185.0,67.0
89451,41,Female,No,Two Year,Yes,7,227.5,105.0
24558,36,Female,Yes,Month-to-Month,Yes,5,185.0,78.0
39177,64,Female,No,One year,No,4,130.0,71.0
64164,56,Female,Yes,Month-to-Month,Yes,12,275.1,142.0
30017,34,Female,No,Month-to-Month,No,2,195.0,55.0
4989,52,Female,No,Two Year,Yes,11,140.0,115.0
59247,44,Male,No,Month-to-Month,No,5,115.0,59.0
60974,62,Male,No,Month-to-Month,Yes,16,192.4,144.0
