,Tenure
7317,45.8143
6548,47.23415
8688,66.27257
790,6.509951549
409,8.69085131
9021,70.49442
8846,54.37409
7420,71.25511
341,6.68894661
8942,53.25801
47,9.427146079
7748,70.06451
7762,61.41766
7923,64.2522
9492,54.87013
5227,49.67201
3076,10.52622
803,11.95255483
7258,61.82628
1039,13.08606275
5791,61.29358
9022,44.46693
6133,64.7292
1868,7.32906366
569,14.17620441
892,5.36237356
897,13.00962018
5310,64.13229
9695,40.14232
7776,42.73824
5746,67.93006
4118,12.64925
6908,54.03362
6630,61.78631
7528,45.12504
8587,71.59338
2849,3.600682
416,6.417132666
2480,16.04377
4892,8.324111
2372,14.59541
4108,10.15472
2822,4.845811
6660,57.07682
1987,4.30774917
9838,68.65572
7866,70.33871
3993,5.595446
6734,66.43277
1763,13.63916478
7779,45.6406
5376,53.92384
8387,55.22442
2813,8.479465
4640,1.817421
5615,60.5779
8293,64.37488
1751,3.319853958
2798,6.853152
9382,64.81224
7797,62.83739
4765,9.312734
5661,54.65604
7583,39.71501
7200,49.40819
1946,3.892424053
7364,64.29675
7125,65.06377
3138,5.43842
5438,68.65945
9264,63.97683
4885,8.423652
8949,61.12237
6996,47.12803
5815,47.96511
8016,66.19976
4555,5.798779
112,3.174571918
5442,49.96921
3091,16.88185
7164,63.69896
7520,61.6107
3260,10.58401
9650,66.37555
8284,54.36032
4789,19.48914
8600,71.11137
3570,10.8378
3119,10.18298
2747,15.80736
348,1.281566108
1323,12.61694943
8729,71.12475
2509,8.522053
8220,56.79773
9106,67.97714
8805,69.12212
2923,1.717806
1292,2.447985699
1199,3.811416865
9626,62.38737
8843,69.5048
9485,68.30856
4480,11.30633
9902,49.76373
8033,54.06378
2307,13.8206
5104,55.2092
657,7.29973843
5981,57.91581
8549,65.38821
2446,2.077466
6459,67.61857
682,17.80378998
5479,63.59925
6152,65.79896
3435,10.56862
9731,65.39241
9499,51.43424
5302,56.98256
7832,68.28659
2202,26.74209
8915,53.58396
4929,9.448515
9914,60.03004
2731,4.213099
9198,52.99707
1749,8.785452901
6669,56.08175
6474,60.6238
9719,66.21339
7846,62.4021
3315,7.146126
5064,69.2139
155,14.25617986
5292,64.56659
7412,64.63454
5786,60.34007
3802,14.09379
3975,3.430472
8679,60.41609
4871,15.33595
2397,4.348554
5476,59.23589
5696,70.70015
5192,66.61075
3124,8.161424
1690,7.506056361
8178,63.89833
9708,51.96957
6704,71.20279
757,3.196943016
2519,8.113307
3641,3.636783
6377,50.62544
7266,57.41425
6374,66.07472
6380,62.25247
5021,71.09621
1309,7.925553778
1314,11.03162791
9193,68.77621
6990,70.44382
3935,8.30949
7686,69.13737
2021,8.954465
8149,70.66353
6311,60.72645
2744,3.660516
6657,48.26544
4625,17.74303
4219,8.11277
965,2.625315241
1610,2.294386519
9464,69.48387
5919,65.07074
8768,62.1578
9552,66.4489
1869,9.351000629
2308,2.130946
7635,36.82387
5874,64.60644
8585,48.73343
912,9.651065829
8080,48.77002
646,6.357562637
6298,61.64252
6317,65.08131
116,6.311709178
8259,52.39253
1159,9.932932319
1448,13.24581884
732,21.05353987
9306,64.3165
8213,63.99474
5693,65.4426
6161,56.56567
924,14.44810037
4967,2.397122
5006,69.33909
5900,71.82846
5226,68.3703
6257,66.2885
6154,59.81234
1644,10.01241216
5975,45.09378
3014,8.58684
2497,12.61471
6794,54.0886
3094,3.046588
955,9.759495559
2713,9.328119
8253,58.06194
9527,64.68955
6236,65.69406
2182,16.04075
764,7.603357235
1921,3.259826777
4100,11.94952
8593,56.70254
2415,8.440774
5508,71.44192
6192,61.20259
5668,42.6954
8978,64.2738
555,7.604093453
9875,60.12009
3642,2.149118
9479,61.29211
8706,55.49451
4014,2.068518
7112,71.83307
200,1.474810061
8000,66.29727
3400,4.93863
2065,9.602383
6408,66.34756
666,14.86270396
2242,1.366478
4392,4.225661
7299,63.43312
7068,71.19605
2169,3.708394
7465,67.3458
23,8.543717478
7907,56.09767
9392,50.67652
3606,3.962302
2766,4.600047
6602,57.31296
8668,69.22974
2404,13.67733
5480,54.13164
3755,3.767302
9904,60.04825
537,9.450195459
8534,67.25716
9697,70.50969
3542,13.25623
165,12.63074989
977,3.857300987
7069,66.66853
292,9.640061615
103,17.22596021
8459,46.66033
7397,46.63035
4284,10.15451
8496,66.89948
1176,6.339408608
8261,60.1501
5723,61.0588
3040,2.10678
6855,64.18445
7050,68.6663
784,2.968358466
4475,8.902965
9960,54.1338
5025,60.14645
1982,24.77325806
506,18.76976086
5921,60.97795
3250,5.929212
5270,70.25821
5808,59.94889
6448,46.25154
5527,65.64814
8228,71.70793
1339,2.661961707
1518,6.910330858
264,14.96503088
4452,8.342325
8776,66.31761
7990,51.19372
1854,19.79804917
8359,60.08382
712,3.976305626
4859,11.61657
169,10.21634248
3773,4.745801
1267,22.71649048
3364,6.907426
1153,7.077999389
1443,7.840871292
8716,44.14411
2472,1.895979
17,2.303331273
2936,32.97693
2032,2.155733
3418,5.360993
1782,4.106981469
9574,40.51042
7829,64.22099
1481,7.154371452
1637,6.955766017
594,5.30268427
4490,21.72982
475,5.372758028
7462,67.05692
9830,66.39293
2815,4.99913
3976,9.104003
3176,8.915226
4866,1.74299
1135,8.721905501
6747,45.51836
6921,61.55321
1222,6.862244054
2080,4.969544
826,3.831221517
3366,5.810607
8983,50.55291
615,3.149071183
7201,54.04994
8918,51.80774
5241,48.92152
3922,8.931572
9305,69.2394
2764,1.201025
3271,11.07503
5922,65.51642
5945,58.66502
3813,2.398402
8547,61.9146
4661,8.873645
156,7.983887266
5563,69.05558
3199,14.71926
8612,64.68179
996,4.06047424
5720,69.15481
255,1.213704886
